Name,S1,S2,S3,S4,S5,S6
1,1.0879903,4.280655e-5,2.5812004,1.229291,0.0034054902,1.3884679
2,3.4531794,0.0019898878,5.006139e-16,1.0755469,5.2114147e-16,0.65362036
3,3.9512286,0.0063502374,0.29941243,1.388147,1.2723795,0.45616922
4,4.3354917,0.32899517,1.882454e-14,1.6158574,0.06982824,3.7797853e-16
5,3.9980392,1.4678338e-12,5.006139e-16,0.8091926,5.2114147e-16,1.6312824
6,3.6810708,9.6056825e-9,0.03072092,1.0942336,5.2114147e-16,0.6646405
7,3.5764253,0.018830402,0.24906686,1.201858,5.2114147e-16,0.5888844
8,3.648737,5.657846e-16,5.006139e-16,0.98091936,0.025825033,0.6765844
9,3.5385141,0.25379848,0.18664522,0.5920855,0.04541054,0.56095856
10,3.1628702,0.47465554,0.38711748,0.41497555,1.556238,0.1527599
11,1.2500353,0.8470977,1.8079126,1.8531402,0.18397112,3.7797853e-16
12,4.243503,4.949874e-5,5.006139e-16,1.2400154,5.2114147e-16,0.5530124
13,4.215382,0.004268238,5.006139e-16,1.3727589,5.2114147e-16,0.49190134
14,4.0093493,5.657846e-16,5.006139e-16,1.0658604,0.017401095,0.6291558
15,4.698972,0.08833175,0.07990371,0.64429456,0.9529401,0.55857706
16,3.4731746,0.1495512,0.17358647,0.8689361,0.4370628,0.56542015
17,3.9421575,0.42727682,0.101988345,0.031778987,0.79947054,0.4035272
18,2.9737694,0.13826466,1.8914634,1.7415633,0.100468144,3.7797853e-16
19,3.2937253,0.21358952,1.4205828,1.4345917,0.039490942,4.6023454e-10
20,3.2976162,0.23495036,1.5086695,1.4457941,0.07426172,3.7797853e-16
21,3.6787047,0.17677525,1.7560407,1.5000726,0.04376746,6.830023e-11
22,3.1046326,0.3278145,1.4477974,1.5268586,0.041348044,1.4683844e-10
23,2.9203575,5.657846e-16,1.9644635,2.0972404,0.12142584,3.7797853e-16
24,3.0346973,5.657846e-16,1.7663095,2.143484,0.12332172,3.7797853e-16
25,2.9523318,0.22583386,1.5578252,1.6922809,0.040382758,5.55771e-6
26,3.0380516,0.19833876,1.4031317,1.8292202,0.079276145,1.5821484e-15
27,2.945608,0.3027356,1.5767071,1.4925815,0.04418416,2.007602e-7
28,2.8663998,0.2900049,1.6757071,1.6322247,0.034445014,2.5929201e-11
29,4.077212,2.4499184e-7,0.13902761,1.2070004,0.0011997544,0.5805395
30,2.848729,0.3382579,1.7141304,1.5862764,0.08983103,3.7797853e-16
31,3.6103244,1.1668323e-8,0.08472547,1.029715,5.2114147e-16,0.658864
32,4.0663643,5.657846e-16,0.074247554,1.145515,5.2114147e-16,0.61105853
33,3.3084495,0.3254847,1.3553795,1.5426438,0.051675677,7.140003e-13
34,2.2184947,1.1038187,1.488383,1.446238,5.2114147e-16,1.8970795e-14
35,3.5204992,0.22746696,5.006139e-16,1.8789209,0.08930138,3.7797853e-16
36,2.1392155,0.008547205,2.0536666,1.4023278,0.0070504146,0.5063463
37,3.7301404,5.657846e-16,5.006139e-16,1.0152158,5.2114147e-16,0.66923237
38,3.7410924,0.30157843,5.006139e-16,1.6353256,0.13052274,3.7797853e-16
39,4.030921,0.34890026,5.006139e-16,1.5968568,0.065734334,3.7797853e-16
40,2.2200751,0.24845959,0.3521765,0.9584901,1.9027897,0.38904688
41,2.447081,0.06780741,1.1696112,1.1497875,0.0008686477,0.5075993
42,3.6937032,0.20104226,0.02703066,1.0829331,5.2114147e-16,0.42182863
43,3.969868,0.33756635,5.006139e-16,1.5500879,0.025619825,3.5051198e-8
44,3.8796704,0.32209855,5.006139e-16,1.6148665,0.06829123,3.7797853e-16
45,4.3746324,5.657846e-16,5.006139e-16,0.977515,5.2114147e-16,0.65232676
46,3.7394395,0.19676742,5.758633e-12,1.9319731,0.014723959,2.3108185e-5
47,4.09783,0.57399035,5.006139e-16,0.85728633,0.010006534,3.7797853e-16
48,4.34044,7.220272e-15,0.0046359,0.6711202,0.036415596,1.200035
49,2.6719947,0.1573831,1.7080023,1.3654085,0.0014710068,0.29703566
50,3.214101,0.28795853,1.2605494,1.6621026,0.09116818,3.7797853e-16
51,3.99369,0.3720988,1.1261324,1.5944155,0.1339001,3.7797853e-16
52,3.2033904,0.34856638,1.4316443,1.456382,0.039389215,6.905233e-7
53,3.8646019,0.36097893,0.3533172,1.3902813,0.035579354,0.0033874756
54,2.686088,0.36472178,1.6468632,1.4725676,0.021201907,3.0295133e-15
55,2.9640093,0.36774695,1.6125234,1.4278781,0.013162328,3.993514e-12
56,4.0743456,1.4906361e-10,5.006139e-16,1.1065695,0.00066732883,0.63912886
57,2.631846,0.34640977,1.6921685,1.4799135,0.017303264,2.1521492e-10
58,3.92391,0.3977608,5.006139e-16,1.4208807,0.11814493,3.7797853e-16
59,3.024209,0.41357765,1.0713973,1.3502716,0.064525515,3.7797853e-16
60,2.776473,2.2734524e-14,1.2953141,1.0799952,5.2114147e-16,0.6665969
61,4.202413,0.0042208093,5.006139e-16,1.3550758,5.2114147e-16,0.4702031
62,4.3126817,1.8588309e-10,5.006139e-16,0.98109454,5.2114147e-16,0.65899956
