Signal A
8533 	1.0
8557 	0.997
8574 	0.986
8564 	0.968
8550 	0.9
8539 	0.873
8553 	0.837
8575 	0.806
8516 	0.792
13662	0.78
14042	0.767
13699	0.762
13878	0.732
13885	0.72
13801	0.714
8531 	0.71
6728 	0.708
13738	0.708
7960 	0.702
7416 	0.7
8537 	0.698
6528 	0.694
7975 	0.692
8513 	0.691
8546 	0.689
8601 	0.689
14225	0.688
7977 	0.688
8591 	0.682
5652 	0.681
8455 	0.678
8534 	0.673
13832	0.673
6862 	0.673
8768 	0.67
8772 	0.669
8767 	0.668
9021 	0.664
8766 	0.664
8773 	0.664
6827 	0.663
6810 	0.66
8769 	0.658
4871 	0.658
8478 	0.655
13813	0.654
8514 	0.652
8413 	0.648
7414 	0.648
8283 	0.648
1578 	0.647
251  	0.645
8330 	0.644
8763 	0.644
7413 	0.643
6832 	0.642
9051 	0.642
8305 	0.641
8545 	0.639
8965 	0.636
5970 	0.636
4273 	0.635
8958 	0.634
6701 	0.634
6905 	0.632
6650 	0.63
1470 	0.628
1615 	0.626
8750 	0.625
8453 	0.625
6797 	0.623
6718 	0.623
8971 	0.619
6860 	0.619
6869 	0.619
14189	0.618
7782 	0.617
6800 	0.616
6729 	0.616
8592 	0.615
5001 	0.615
13847	0.615
10036	0.614
1831 	0.611
5169 	0.61
8530 	0.609
8412 	0.608
8512 	0.608
8561 	0.608
6470 	0.606
7244 	0.606
6824 	0.605
6805 	0.603
6986 	0.603
8787 	0.601
8493 	0.601
5567 	0.601
13844	0.601
7252 	0.601
13888	0.597
5499 	0.597
13798	0.596
1763 	0.596
5337 	0.596
8551 	0.595
8634 	0.595
5159 	0.594
1607 	0.594
6789 	0.594
4180 	0.594
8472 	0.593
9063 	0.593
8436 	0.592
10172	0.592
8584 	0.591
8709 	0.59
5066 	0.589
6774 	0.588
7116 	0.588
8583 	0.586
8597 	0.585
8776 	0.584
7995 	0.583
5514 	0.581
1628 	0.58
8213 	0.58
6798 	0.578
4865 	0.578
8485 	0.575
8469 	0.574
7771 	0.574
12027	0.573
8026 	0.571
8103 	0.57
13743	0.57
5088 	0.57
7565 	0.569
6825 	0.568
8473 	0.568
8968 	0.566
1181 	0.565
21   	0.565
5205 	0.565
5050 	0.565
8102 	0.564
8468 	0.564
8599 	0.564
8325 	0.563
5506 	0.563
8593 	0.562
7703 	0.562
1021 	0.562
13985	0.561
7751 	0.561
1280 	0.56
8630 	0.559
1744 	0.558
1644 	0.557
6675 	0.557
8005 	0.556
1681 	0.556
8969 	0.556
1626 	0.556
8547 	0.556
1680 	0.555
6512 	0.555
5542 	0.555
14162	0.555
6863 	0.554
7470 	0.553
8496 	0.553
4683 	0.553
8066 	0.552
6344 	0.552
7443 	0.551
5598 	0.551
5229 	0.55
13820	0.549
8585 	0.549
10090	0.548
1501 	0.548
5174 	0.548
1745 	0.548
8482 	0.547
8963 	0.547
5134 	0.547
6003 	0.547
7987 	0.547
5202 	0.545
8976 	0.545
2288 	0.543
6665 	0.542
7767 	0.542
14158	0.542
8708 	0.541
8061 	0.541
1761 	0.541
8215 	0.541
13988	0.541
8671 	0.541
7296 	0.54
7182 	0.54
6713 	0.54
8517 	0.537
8742 	0.537
8345 	0.537
6595 	0.536
13849	0.535
14196	0.535
8964 	0.534
8400 	0.534
1589 	0.534
8580 	0.533
8623 	0.533
4645 	0.532
8966 	0.531
961  	0.531
5523 	0.531
8982 	0.531
8203 	0.531
7907 	0.53
1609 	0.53
8497 	0.53
169  	0.53
6955 	0.529
1608 	0.529
1964 	0.529
8828 	0.528
8503 	0.528
8706 	0.527
6250 	0.527
5358 	0.527
4490 	0.526
9519 	0.526
8615 	0.526
5455 	0.525
14249	0.525
7165 	0.524
1645 	0.524
209  	0.524
7329 	0.524
13842	0.524
9311 	0.523
5445 	0.523
13840	0.522
1105 	0.522
13746	0.521
8540 	0.521
51   	0.521
6937 	0.521
1625 	0.521
7204 	0.521
7566 	0.521
5611 	0.52
8975 	0.52
5594 	0.52
1104 	0.52
8622 	0.519
7384 	0.518
1590 	0.518
6812 	0.517
5646 	0.517
6063 	0.516
6328 	0.515
1902 	0.515
5437 	0.515
9487 	0.515
6845 	0.513
7305 	0.513
4361 	0.512
1620 	0.512
7279 	0.512
896  	0.511
9249 	0.511
1619 	0.511
8336 	0.51
5453 	0.51
5327 	0.51
4433 	0.51
1624 	0.509
6820 	0.509
384  	0.509
324  	0.509
5586 	0.509
1157 	0.509
5569 	0.509
6604 	0.509
1623 	0.509
14199	0.509
6348 	0.508
8192 	0.508
1640 	0.508
3748 	0.508
4342 	0.508
344  	0.507
1665 	0.507
5491 	0.506
5072 	0.506
7325 	0.506
13805	0.505
4891 	0.505
7295 	0.505
5466 	0.505
343  	0.504
323  	0.504
7087 	0.504
7317 	0.503
5610 	0.503
4387 	0.502
9009 	0.502
3515 	0.502
1647 	0.501
7098 	0.501
3412 	0.501
5108 	0.501
335  	0.5
1328 	0.5
14255	0.5
5124 	0.5
