Name,X,Y,A,B,C,D,E,F,Signal
152,-110.90183,40.13246,0.024129532,0.14299804,0.061461017,0.022072135,0.467304,0.040772833,E
153,-111.1485,39.44441,0.081895225,0.012355615,0.044535827,0.0004407001,0.39662582,0.15884626,E
154,-111.1135,39.54469,2.726012e-7,0.0036690359,0.1318197,0.0035046854,0.40496066,0.15143497,E
155,-111.10767,39.56108,0.06647117,0.1124957,0.03228962,0.010106669,0.30085194,0.18457182,E
156,-111.12184,39.52247,0.0,0.0,0.06741403,0.0,0.46712908,0.11882682,E
157,-111.12295,39.51969,0.014453715,0.029560184,0.07223692,0.074942686,0.4664823,0.06341602,E
158,-111.18017,39.35969,0.018774321,0.071233176,0.029375175,0.19031495,0.33186758,0.07983717,E
159,-111.21045,39.27524,0.17261416,0.07959029,0.0,0.0073441695,0.341625,0.14642143,A
160,-111.18156,39.35858,0.0016340695,0.034917433,0.04900153,0.11615914,0.41502136,0.10539985,E
161,-111.2635,39.12691,0.6069846,2.2182064e-7,0.071838096,0.033155702,0.0,0.20447244,A
162,-111.18128,39.36135,0.0,0.0,0.07459939,0.0,0.45260113,0.108322576,E
163,-111.15934,39.42385,0.055349432,3.9484235e-6,0.060861535,0.0,0.41853583,0.14460292,E
164,-111.116,39.54635,0.03402048,0.008752068,0.12678221,0.0,0.40448374,0.16095701,E
165,-111.12017,39.5358,0.07944593,0.11980648,0.03346343,0.0,0.27221575,0.16675994,E
166,-111.18406,39.35774,0.0020772782,0.032750893,0.056679357,0.1007814,0.42488703,0.090065606,E
167,-111.23739,39.20969,0.63132924,0.08089954,0.0,0.011337464,0.0,0.17414625,A
168,-111.18628,39.3583,0.058879383,0.009750302,0.019326381,0.2774953,0.25836667,0.2352691,D
169,-111.16962,39.40858,1.114534e-6,0.093382955,5.035164e-5,0.042777956,0.5922043,0.115531296,E
170,-111.12239,39.54635,0.10106509,0.018645087,0.115039214,0.0,0.3433485,0.16725896,E
171,-111.18434,39.37191,0.023609526,0.0741405,0.037282176,0.0067633647,0.4398722,0.053245403,E
172,-111.23573,39.2358,0.33045283,0.049561083,0.030964348,0.0,0.18497112,0.16071409,A
173,-111.23628,39.23524,0.28323582,0.06480514,0.028053558,0.0,0.1639522,0.1387177,A
174,-111.33268,38.96108,0.3490081,0.110743284,0.00039380707,0.004140077,0.20407023,0.16517404,A
175,-111.33153,38.96777,0.24042736,0.0,0.11781439,0.0038793052,0.32701737,0.083520874,A
176,-111.33156,38.96775,0.19308065,0.0,0.11977033,0.009896511,0.3007482,0.0832518,A
177,-111.20267,39.33635,0.1583444,0.07160525,0.0,0.00078232307,0.32488376,0.1563812,A
178,-111.26795,39.1533,0.6900121,0.0,0.12149691,0.0036852953,0.0,0.027556162,A
179,-111.21795,39.29747,0.5118819,0.07321259,0.0007288325,0.001727712,0.032508105,0.15213332,A
180,-111.32712,38.98719,0.0051199766,0.0,0.13729455,0.008640562,0.40419888,0.023292221,E
181,-111.32156,39.00497,0.098386645,0.017367879,0.10130022,0.008824783,0.37325227,0.10105355,E
182,-111.22184,39.28913,0.6623726,0.025042597,0.027715495,0.0054213,0.0,0.1791725,A
183,-111.241,39.23524,0.5661432,0.08188755,0.00068111205,0.0,0.0,0.17607766,A
184,-111.21823,39.3008,0.6466969,0.017599557,0.044465423,0.0016919372,0.0,0.14909938,A
185,-111.12461,39.56885,1.7968723e-6,0.0,0.14397255,0.0,0.37712196,0.13433635,E
186,-111.14406,39.5158,0.0010740513,0.06154205,0.04982698,0.09219357,0.45787317,0.054172687,E
187,-111.24378,39.23497,0.6602379,1.3465844e-7,0.056855444,0.010369089,0.0,0.19119345,A
188,-111.23989,39.24858,0.6340901,0.0,0.059265457,0.0146971885,0.0,0.15582682,A
189,-111.29712,39.08691,0.62170553,0.0,0.0937979,0.017362827,0.0,0.085504025,A
190,-111.07934,39.70357,0.0,1.6942649e-6,0.15008081,0.00046583242,0.3548803,0.12052753,E
191,-111.21934,39.31135,0.42101696,0.0718602,0.0029146913,0.0028312826,0.10314899,0.16199581,A
192,-111.21767,39.31608,0.24022304,0.024887381,0.040752377,0.0009108913,0.29892537,0.15000215,A
193,-111.2435,39.24719,0.641331,0.0,0.054488067,0.0048718145,0.0,0.17612988,A
194,-111.14962,39.51497,0.054765068,0.07318404,0.0,0.0023650296,0.37255305,0.17261672,E
195,-111.22017,39.31608,0.3815149,0.03880013,0.03967454,0.0,0.1641231,0.13111831,A
196,-111.18628,39.4133,0.079915754,2.1235649e-6,0.062246,0.00093223504,0.38680008,0.14379576,E
197,-111.33129,39.00692,0.10343018,0.0016232963,0.119990766,0.006410385,0.39073262,0.08302447,E
198,-110.90738,40.20079,0.55891484,3.1031874e-7,0.149895,0.010654362,0.026098456,0.13169944,A
199,-111.21906,39.33274,0.024020232,0.04419032,0.05352991,0.05613468,0.37114462,0.08111322,E
200,-111.21906,39.33358,0.13730276,3.0174372e-6,0.05999996,0.00059442257,0.32165915,0.15943882,E
201,-111.16128,39.49802,0.008422397,0.045037247,0.022861691,0.00014961686,0.41947088,0.15671246,E
202,-111.13128,39.58441,0.0,0.0,0.15821208,0.00031625203,0.29375055,0.08279303,E
203,-111.07072,39.75468,0.0,0.0,0.14810841,0.00161662,0.38840407,0.1231512,E
204,-111.18517,39.43635,0.061686024,0.011213735,0.065319814,0.00020201885,0.3432758,0.15081657,E
205,-111.33518,39.01108,0.09421389,0.09751603,0.025643699,0.0009957489,0.313894,0.11089083,E
206,-111.18323,39.44469,0.016682794,0.0,0.07670457,0.0,0.42612702,0.13838537,E
207,-111.22073,39.33969,0.30887148,2.3910843e-6,0.05481304,0.00064858096,0.25564915,0.16886579,A
208,-111.13962,39.56885,0.0,0.0,0.153535,0.0,0.3322682,0.0993744,E
209,-111.21934,39.34608,0.035982057,0.06760205,0.05521419,0.109722294,0.5595318,0.052133348,E
210,-111.23017,39.31802,0.37919068,0.104570284,0.0,0.014733546,0.16443647,0.1035861,A
211,-111.19378,39.42247,0.00040233767,0.0,0.075036965,0.0,0.44436705,0.14428435,E
212,-111.19434,39.42219,0.0,0.0049351836,0.071212105,0.0016495541,0.4365495,0.14068605,E
213,-111.20601,39.39135,0.075858295,0.050646544,0.016892245,0.24927215,0.25975645,0.18994212,D
214,-111.23517,39.30913,0.48345986,0.0122539485,0.050725058,0.0,0.11140942,0.1548771,A
215,-111.20628,39.3908,0.02787011,0.084898256,0.020136692,0.12696737,0.36877927,0.10946131,E
216,-111.13295,39.59774,0.0,0.017474469,0.16220367,0.0,0.3639727,0.029732047,E
217,-111.14267,39.57108,0.14658694,0.06695646,0.09676267,0.06951113,0.18403943,0.11764312,A
218,-111.22378,39.34497,0.12271576,0.0,0.072573796,0.0,0.35800445,0.14860013,E
219,-111.25545,39.25608,0.002361473,0.0056348005,0.043343347,0.0633587,0.5442202,0.20382313,E
220,-111.15878,39.52969,0.0,0.09269661,0.058953863,0.00017877908,0.30199453,0.14883849,E
221,-111.14434,39.5708,0.046988722,0.0,0.15351173,0.0,0.3150261,0.10263205,E
222,-111.20878,39.38941,0.037976764,0.043329805,0.03582466,0.09965633,0.31548834,0.15629938,E
223,-111.17517,39.48552,0.0,0.0,0.0792989,0.0,0.42871442,0.12465453,E
224,-111.25712,39.25552,0.024718374,0.062949196,0.052328333,0.08540009,0.43748853,0.059959643,E
225,-111.25628,39.25858,0.6561106,0.0,0.039665483,0.012356658,0.0,0.20970617,A
226,-111.20767,39.39691,0.046827335,0.05624463,0.046930056,0.05289431,0.37202075,0.10034912,E
227,-111.23323,39.32497,0.2312358,0.07683,0.011875103,0.0008693206,0.23564614,0.13825683,A
228,-111.35073,38.99108,0.080966,0.0,0.12285229,0.014894755,0.37681717,0.05678073,E
229,-111.17851,39.47997,0.03074009,0.00018586084,0.070463665,0.0,0.47209102,0.15619493,E
230,-111.20295,39.41108,0.0105441855,0.10981293,0.006675136,0.106725164,0.31534138,0.09191291,E
231,-111.23878,39.31052,0.5208984,0.061172813,0.012017747,0.0012552409,0.055991605,0.15283589,A
232,-111.23517,39.32135,0.22900401,0.0,0.075205676,0.0014391205,0.2501383,0.13528861,A
233,-111.1335,39.60802,0.0,0.0,0.16610818,0.0,0.38596582,0.06011869,E
234,-111.31906,39.08441,0.08982901,0.05260752,0.05593454,0.00018516909,0.29892942,0.12728706,E
235,-111.136,39.60413,0.0,0.0,0.17321756,0.00014944955,0.3241336,0.039487932,E
236,-111.21212,39.39024,0.11718565,0.016493374,0.053775392,0.0020292813,0.35824615,0.16109352,E
237,-111.23878,39.31496,0.50547737,0.032177627,0.0477436,0.0,0.069717824,0.14711323,A
238,-111.22989,39.34135,0.32208222,0.007551337,0.06267769,0.0005727221,0.21252337,0.15602136,A
239,-111.34795,39.00969,0.09972749,4.5023057e-6,0.10928276,0.0055526537,0.3802613,0.09312604,E
240,-111.16378,39.53191,0.14342679,0.0,0.057280485,0.2846652,0.14876658,0.3747225,D
241,-111.18989,39.4608,0.014041356,0.010332531,0.06765269,0.0,0.3992923,0.14117694,E
242,-111.17851,39.49358,0.02732498,0.09108046,0.0,0.0012485697,0.35827458,0.15253074,E
243,-111.2824,39.20191,0.6679401,0.055328593,0.026218746,0.005108918,0.0,0.18218082,A
244,-111.35073,39.00858,0.11511416,1.5744673e-7,0.1207314,0.009086305,0.34959424,0.06304958,E
245,-111.22239,39.37302,0.045002677,0.0,0.0749906,0.0,0.42992553,0.1393549,E
246,-111.22517,39.36635,0.043892205,0.052676972,0.039153248,0.17095508,0.3510288,0.12516318,E
247,-111.23517,39.34163,0.2424004,0.0025926884,0.06835446,0.00048050337,0.33500397,0.16703612,A
248,-111.22239,39.38219,0.015785737,0.080430605,0.009005677,0.0005900993,0.42069915,0.14051622,E
249,-111.22545,39.37385,0.07367399,0.0023168258,0.067191094,0.0,0.4089339,0.15677756,E
250,-111.25601,39.28858,0.030422771,0.083355404,0.06107148,0.057565298,0.5089216,0.025588809,E
251,-111.02016,39.9519,0.0024606325,0.22346987,0.0,0.17664795,0.76287323,0.020537475,E
252,-111.25628,39.29108,0.2720378,0.10580069,0.0,0.0031374248,0.08945658,0.1579754,A
253,-111.24434,39.32496,0.35016245,0.00054736604,0.07738198,0.00078986073,0.15533125,0.14731981,A
254,-111.22601,39.37691,0.029414082,0.14872056,0.0152064515,0.09006232,0.38948137,0.0010447055,E
255,-111.24489,39.32358,0.37411898,7.397154e-5,0.07755166,0.0,0.14065926,0.14514036,A
256,-111.17462,39.5258,0.057371728,0.0,0.14756808,0.0,0.33304685,0.12395879,E
257,-111.2874,39.20774,0.65337676,0.0,0.066691026,0.0050917044,0.0,0.1800969,A
258,-111.28767,39.20802,0.6518039,0.0,0.06605792,0.003859586,0.0,0.18161064,A
259,-111.25517,39.30135,0.6681538,0.003579316,0.06178345,0.0033329884,0.0,0.17116348,A
260,-111.22962,39.37441,0.05500741,5.0141366e-6,0.08139701,0.000601794,0.3984639,0.14058995,E
261,-111.24934,39.32024,0.038309533,0.0980698,0.0,0.06675789,0.31453866,0.14724085,E
262,-111.15573,39.58496,0.12680568,0.0,0.07729096,0.06997059,0.20364635,0.3111965,A
263,-111.22184,39.40191,0.05321908,3.7523301e-7,0.082644984,0.0012955127,0.41296548,0.13913964,E
264,-111.23156,39.37497,0.04154892,5.8744463e-5,0.08474766,0.0,0.40193152,0.12992072,E
265,-111.26212,39.28913,0.20271581,0.03711324,0.030428259,0.0066635734,0.33928385,0.19491675,A
266,-111.22656,39.3908,0.017490447,0.0011431252,0.1128948,0.08344312,0.40434384,0.05849661,E
267,-111.31795,39.13275,0.04130418,0.047862437,0.06751991,0.030369416,0.44179866,0.10614287,E
268,-111.24628,39.33608,0.5156633,0.09732184,0.0,0.0017800045,7.360071e-5,0.14756535,A
269,-111.23184,39.37774,0.021731155,0.034185093,0.08848241,0.019587785,0.44645143,0.052213643,E
270,-111.22156,39.40691,0.027053682,0.041248783,0.095656484,0.07106052,0.31966776,0.018773416,E
271,-110.93961,40.19384,0.0,0.17678241,0.0,0.041970346,0.37782994,0.1495494,E
272,-111.22878,39.38691,0.00073676574,0.0,0.08591654,0.0027928122,0.39588788,0.13023618,E
273,-111.16573,39.56552,0.08013631,0.0,0.13412388,0.0,0.3168205,0.13856784,E
274,-111.25267,39.3208,0.48635343,0.03460263,0.03862803,0.0005951973,0.11083597,0.17644732,A
275,-111.18267,39.51913,0.13842432,0.0,0.067164615,0.17876242,0.17161383,0.3437405,D
276,-111.24934,39.33135,0.055520426,0.05908406,0.036392707,0.10556799,0.3985688,0.13478495,E
277,-111.21073,39.44163,0.0,0.0,0.08507057,0.0,0.43125626,0.118338495,E
278,-111.15684,39.59358,0.060840797,0.0,0.15643473,0.0,0.34267274,0.034471143,E
279,-111.23128,39.38469,0.0,0.010160099,0.07039755,0.0013487304,0.4715987,0.14536467,E
