Name,S1,S2,S3,S4,S5,S6
Temperature [C],0.10093459,0.14406525,0.09707856,0.038205083,0.06451483,0.07693899
GTM Quartz [C],0.0563382,0.11952567,0.045072827,8.7763956e-17,0.05873224,0.057897598
GTM Chalcedony [C],0.050723337,0.111439385,0.040330973,8.7763956e-17,0.055706345,0.053816464
Al [ppm],7.274419e-17,8.714236e-17,9.848669e-17,8.7763956e-17,0.015005654,5.2360374e-5
B [ppm],7.274419e-17,8.714236e-17,9.848669e-17,8.7763956e-17,0.050377533,0.0011487616
Ba [ppm],0.00040849287,0.0013830846,9.848669e-17,0.00287211,0.0053509735,1.3044076e-16
Be [ppm],0.00012765155,5.9503738e-5,9.848669e-17,0.00018034354,0.0066862586,6.343237e-5
Br [ppm],7.274419e-17,8.714236e-17,9.848669e-17,8.7763956e-17,0.06499598,1.3044076e-16
Ca [ppm],0.019673811,0.017780032,0.007890123,0.2397688,9.4607333e-17,0.02255937
Cl [ppm],7.274419e-17,0.0032191428,0.024605738,0.044276707,0.20168062,1.3044076e-16
HCO3 [ppm],0.05457345,0.07326355,0.053571586,0.07744327,0.017578118,0.019558517
K [ppm],0.00044020108,0.010868537,0.000103300525,0.009712363,0.11974343,0.00049085054
Li [ppm],7.274419e-17,8.714236e-17,9.848669e-17,3.5828714e-5,0.033835735,1.3044076e-16
Mg [ppm],7.274419e-17,8.714236e-17,9.848669e-17,0.16289587,0.0021685478,1.3044076e-16
Na [ppm],0.004394626,0.024358278,0.039357185,1.8504196e-16,0.20743841,0.008988229
Heat flow [W/m²],7.274419e-17,0.20125778,2.0937165e-8,0.073347695,9.4607333e-17,0.15004507
Two m temperature [C],0.4360737,1.6272404e-14,2.8057584e-6,0.06720995,0.0007259815,0.03573323
Depth to the basement [m],5.6103033e-13,0.057470884,0.31298974,0.064105526,0.06999879,1.5293765e-16
Gravity anomaly [mGal],0.1440023,0.1182948,9.848669e-17,0.13481669,6.4565575e-9,1.3044076e-16
Magnetic anomaly [nT],0.08703864,0.09954996,0.023534652,0.016077328,0.025460556,0.034835663
Strain rate [nS⁻¹],0.036180444,0.017464139,0.22035894,0.043196242,9.4607333e-17,0.22816165
Dilation rate [nS⁻¹],0.009090575,1.902916e-12,0.13510357,0.025856184,9.4607333e-17,0.05489276
Shear rate [nS⁻¹],7.274419e-17,8.714236e-17,9.848669e-17,8.7763956e-17,9.4607333e-17,0.25481704
