Name,X,Y,S1,S2,S3,S4,Cluster
82A-11,326907.12,4.40670723e6,2.7498375210006433e-16,1.3499362729422003e-16,0.8341104134933467,2.0305730316421364e-16,C
82A-11-RD1,326907.12,4.40670723e6,2.7498375210006433e-16,1.3499362729422003e-16,0.8341104134933467,2.0305730316421364e-16,C
82A-11-RD2,326907.12,4.40670723e6,2.7498375210006433e-16,1.3499362729422003e-16,0.8341104134933467,2.0305730316421364e-16,C
82A-11-RD3,326907.12,4.40670723e6,2.7498375210006433e-16,1.3499362729422003e-16,0.8341104134933467,2.0305730316421364e-16,C
88-11,326889.0,4.40544507e6,0.006080946127561057,0.027493414143540347,0.505754167433544,0.3415961270208094,C
B1,327745.53,4.40596877e6,2.7498375210006433e-16,0.10401043527304532,2.761840455277599e-16,0.7091351559282221,A
B2,327721.65,4.40609786e6,0.704636303955094,8.370190501258964e-7,4.974576511161066e-7,0.3303436532356452,B
B3,327738.97,4.40619405e6,9.284241542671763e-10,1.0,2.761840455277599e-16,0.32101754253141435,D
B4,327778.14,4.40639034e6,0.50208547415003,0.9955852305020217,2.204748124504249e-8,0.004378174968688082,D
B5,327713.81,4.40629808e6,0.37351400512883026,1.3499362729422003e-16,0.774508194968813,2.0305730316421364e-16,C
B5A,327754.04,4.40637455e6,0.48370943686892814,0.6009466838028926,0.20459637353025678,2.551297643147981e-5,D
B6,327848.36,4.40636567e6,4.144157918792338e-11,0.8694344143084448,0.41380653674195794,0.08978798636742283,D
B7,327784.51,4.40629935e6,0.14541898236621806,0.9409134438824266,0.39482341146451716,0.029947144893749753,D
B8,327603.56,4.40643766e6,0.04689272035389975,1.3499362729422003e-16,2.761840455277599e-16,0.7925346748421804,A
BCH-1,328398.2,4.40887416e6,0.40968366344743384,0.2439272933510846,0.29480307193349314,2.0305730316421364e-16,D
BCH-2,327732.14,4.40800628e6,0.540442813679533,0.32307550256680095,2.761840455277599e-16,0.019284256831560046,D
BCH-3,327126.74,4.40600409e6,2.7498375210006433e-16,0.3901603013369807,0.47505483677125926,2.2392886466718175e-15,D
EE-1,327575.0,4.40640489e6,2.7498375210006433e-16,1.3499362729422003e-16,2.761840455277599e-16,0.8228895892786675,A
MG-1(SP-1),328194.09,4.4071925e6,0.503213082506363,0.10923978170993223,0.660427526561971,1.2989205674835624e-13,C
MG-2(SP-2),328128.08,4.4076273e6,0.9868042157035398,1.3499362729422003e-16,0.29218610441184856,2.0305730316421364e-16,B
MGI-1,327853.91,4.40678619e6,0.7903242392917258,0.6130633373756298,0.00018455246855525584,0.03979428344795555,D
MGI-2,327994.35,4.40709171e6,0.06153652512351054,0.9116511524081685,0.5883229775862405,0.05081761666836695,D
