Name,S1,S2,S3,S4,S5,S6
Normal stress,3533.2693499125685,4225.764653768203,745.5382577269355,4683.481433157332,4463.79011951049,4009.1835536750195
Coulomb shear stress,3058.5824072071528,4798.086290038562,1004.995258712943,4847.171574025617,3043.036704496349,3819.421497073063
Dilation,2708.744069086028,11196.127541107473,1340.3391298340352,2065.4725300015807,2847.0106087757304,2180.3644615735943
Faulting,2711.490889285814,13748.987270366306,2824.5258371014615,2251.565211715257,1119.5365076878554,2034.8259222961556
Fault dilation tendency,2356.528929699177,1.7280610731315889e-12,3150.3345990891485,2744.5710072762126,16146.625225494898,3410.549312044697
Fault slip tendency,1746.6062702907868,1.7280610731315889e-12,2307.6164782035626,1914.290494539504,11170.656333716348,2314.492712467406
Fault curvature,2139.8924624687397,1.0893578484281092e-10,2753.756107082504,2445.8916396612112,14608.523849193007,3030.7837681197298
Temperature,562.65392383764,1.7280610731315889e-12,848.7389602652987,724.1862865990347,3557.229060448999,580.2813559882259
Fault density,4558.711631400001,7925.007543015126,6144.095705250654,2086.532575170633,5550.9094434289855,2772.1539547276475
Fault intersection density,4669.546192640376,2729.2636976864464,3967.425690419327,1192.0527939356627,8548.461505808104,5127.784356953287
Inverse distance from faults,4740.989308585161,7666.396218132115,4524.97596627953,4503.504717570021,13427.326458023372,6115.329071840584
