Name,X,Y,S1,S2,Cluster
15-12,327137.93,4.40603467e6,0.4949869815170671,0.3547511307270129,A
17-31,328813.04,4.40882204e6,0.9002514837839476,2.1062304391209075e-16,B
18-1,327026.54,4.40703217e6,0.18976313935898104,0.7482535093360208,A
18-31,328801.97,4.40871725e6,0.5568899546346907,0.48267158506977204,A
18A-1,327056.33,4.40703775e6,0.19907972700182544,0.6983858962767251,A
18B-31,328791.32,4.40871144e6,0.5580793469273096,0.49805403140740456,A
18D-31,328751.91,4.40862911e6,0.5022630894639942,0.5586514759053622,A
22-13,327161.72,4.4051245e6,0.2578972461710484,0.41035777771390824,A
26-12,327300.66,4.40579963e6,0.7595826112903105,8.454516398598199e-13,B
27-1,327256.49,4.40720478e6,0.4215337622582793,0.37736276979932154,A
27A-1,327256.49,4.40720478e6,0.42153398440301776,0.3773629036177178,A
46-1,327805.01,4.40748476e6,0.7433124708492311,0.201276524661399,B
46A-1,327774.78,4.40740108e6,0.8993758813141574,3.2378288322502844e-6,B
47A-1,327661.35,4.40729129e6,0.8375378682486692,1.1584953185180544e-10,B
47C-1,327746.25,4.4073085e6,0.8712521862920276,7.670035679362592e-12,B
48A-1,327704.9,4.40718065e6,0.8697321065691065,5.8967717988125666e-15,B
55-1,328014.47,4.40772054e6,0.6628409134944486,0.42577516718467784,A
56-1,327963.43,4.40755491e6,0.8000838891228441,0.23055938222986302,B
56A-1,327859.51,4.40755578e6,0.7003373850763722,0.3352085932685367,B
56B-1,327891.35,4.40745289e6,1.0,2.1062304391209075e-16,B
57-1,327931.46,4.40741438e6,0.8757696146268072,0.19145944564128417,B
64-1,328156.6,4.40795433e6,0.2990480107937734,0.6143194341971777,A
68A-1,328229.72,4.40707921e6,0.5595483355628411,0.3914102321884344,A
68B-1,328065.7,4.40706164e6,0.6017225530922105,0.498168796947885,A
77-1,328214.13,4.40718169e6,0.3907880001916332,0.7099188315064815,A
81-1,328567.28,4.40851194e6,0.6813911127509787,0.26567848778675923,B
81-11,326859.34,4.4069495e6,0.6460542579230639,2.1062304391209075e-16,B
81A-1,328598.76,4.40855648e6,0.6658014121861185,0.25695722222012296,B
81B-1,328528.63,4.40843124e6,0.4033650734812142,0.6137388210062509,A
82A-11,326907.12,4.40670723e6,1.8949449590421663e-16,0.7161330339540228,A
82A-11-RD1,326907.12,4.40670723e6,1.8949449590421663e-16,0.7161330339540228,A
82A-11-RD2,326907.12,4.40670723e6,1.8949449590421663e-16,0.7161330339540228,A
82A-11-RD3,326907.12,4.40670723e6,1.8949449590421663e-16,0.7161330339540228,A
88-11,326889.0,4.40544507e6,0.33365710281818156,0.4437514717128771,A
B1,327745.53,4.40596877e6,0.7346107389827585,2.1062304391209075e-16,B
B2,327721.65,4.40609786e6,0.8948626807336514,3.702258296915009e-5,B
B3,327738.97,4.40619405e6,0.5400782422638207,0.3322687684373449,A
B4,327778.14,4.40639034e6,0.5548251442096461,0.4626579667965759,A
B5,327713.81,4.40629808e6,1.7220747638030097e-10,1.0,A
B5A,327754.04,4.40637455e6,0.5881241894991185,0.4555877970741398,A
B6,327848.36,4.40636567e6,0.3323619980913016,0.6095508042958366,A
B7,327784.51,4.40629935e6,0.13259716484020712,0.9834837161714213,A
B8,327603.56,4.40643766e6,0.7324272152682049,1.8550352829601094e-6,B
BCH-1,328398.2,4.40887416e6,0.45640520952823305,0.37588708563760853,A
BCH-2,327732.14,4.40800628e6,0.7566684793453156,2.1062304391209075e-16,B
BCH-3,327126.74,4.40600409e6,0.5312714344659707,0.3326433966619668,A
EE-1,327575.0,4.40640489e6,0.7295129471040102,9.475478980030289e-6,B
MG-1(SP-1),328194.09,4.4071925e6,0.42648123205951133,0.6057537916726027,A
MG-2(SP-2),328128.08,4.4076273e6,0.44140419146852417,0.514174571976183,A
MGI-1,327853.91,4.40678619e6,0.6372910869182965,0.39465572277955097,A
MGI-2,327994.35,4.40709171e6,0.29337625465359796,0.8732668812901098,A
