Name,S1,S2,S3,S4,S5,S6
15-12,2.4790504319211276e-17,0.0013699140111361843,2.7691294360379127e-17,0.04695434537676241,0.004385652705040736,0.06008454411865725
17-31,0.05301255006449014,0.01983491030532072,0.02775875960210326,2.754095349240336e-17,1.2032794247665951e-17,5.853539045180888e-11
18-1,2.4790504319211276e-17,0.025148967461627047,0.00757815426436789,0.05624424016949022,0.007246462439940319,2.457154547452509e-17
18-31,0.001396907210282929,0.03112452305541448,0.045934531511442514,0.021129978986028725,3.750494474384713e-15,3.726823261223346e-5
18A-1,2.4790504319211276e-17,0.02836425067778151,2.7691294360379127e-17,0.051625646011122225,0.00789678930001994,2.457154547452509e-17
18B-31,0.00019768249529529872,0.030436732753902313,0.04435239553607948,0.0232238323370268,5.180526593659101e-16,6.225355957471892e-6
18D-31,0.0001747007531995404,0.03451922833702352,0.03303815598493421,0.03143886210156518,0.0006908565195672056,0.00022399142416523326
22-13,2.4790504319211276e-17,0.03150527428972743,0.02497100536777332,2.754095349240336e-17,0.0019298614038825229,0.00999929129128512
26-12,0.015232822920001327,0.012432019225085144,0.028560473925709814,2.754095349240336e-17,0.0011464757125598027,0.044534244703468014
27-1,2.4790504319211276e-17,0.02584233140305955,2.7691294360379127e-17,0.02313228270178701,1.2032794247665951e-17,0.045620041307086995
27A-1,2.4790504319211276e-17,0.025842333158754643,2.7691294360379127e-17,0.02313228762040804,1.2032794247665951e-17,0.045620082041771384
46-1,2.4790504319211276e-17,0.03072538818480949,0.03902979948230535,2.754095349240336e-17,0.01096092473790002,0.029769756833384682
46A-1,2.4790504319211276e-17,0.032253296326054455,0.03340800598437417,2.754095349240336e-17,0.01030841944660585,0.03395985352978657
47A-1,0.05354044155811905,0.03042111285384306,2.7691294360379127e-17,2.754095349240336e-17,0.009407629520042635,0.00855201839587268
47C-1,2.4790504319211276e-17,0.034280431911847764,0.004973731074493173,2.754095349240336e-17,0.00843657136693915,0.055524400909921945
48A-1,0.0011480976924511783,0.02114260924018937,2.7691294360379127e-17,2.754095349240336e-17,1.241376544737821e-15,0.11138283623550158
55-1,0.05767732223232026,0.008830984481019807,0.035399215013883094,0.029674020016267764,0.010780706117722597,2.457154547452509e-17
56-1,0.06761042864627857,0.017352358712228053,0.04285315220643128,8.999410231631687e-8,0.008358489792066418,2.457154547452509e-17
56A-1,2.4790504319211276e-17,0.02570820453637727,2.7691294360379127e-17,0.02840748969132836,0.01068671300811797,0.05486386648297115
56B-1,0.0783423469594572,0.02855703685744505,2.7691294360379127e-17,2.754095349240336e-17,1.2032794247665951e-17,0.0120511816270585
57-1,0.051928781370569305,0.023910389080671453,0.03915874622732569,2.754095349240336e-17,0.008166251204571002,0.015706779682800036
64-1,0.018051963446581883,0.026307443939500776,0.0521234150625202,0.012724051616959522,1.2032794247665951e-17,2.457154547452509e-17
68A-1,0.042662481537678834,0.015912146509818068,0.025596693917184964,0.022740172786792565,1.2032794247665951e-17,0.02183121707668553
68B-1,2.4790504319211276e-17,0.014697849193150411,0.051694530455453656,0.031152756551723396,1.2032794247665951e-17,0.04798362785127146
77-1,2.4790504319211276e-17,0.021923043721308974,0.039738025758985655,0.05252101363525386,0.01017874982249554,2.457154547452509e-17
81-1,0.0006814055368123785,0.023212830265603078,0.05267677781902126,2.754095349240336e-17,2.924101591775364e-15,0.019193013004376556
81-11,0.016048265436175244,0.021883742472984094,2.7691294360379127e-17,2.754095349240336e-17,1.2032794247665951e-17,0.04222128857312389
81A-1,0.0006130434561626422,0.022325081682958714,0.05291234668508001,2.754095349240336e-17,3.2534804245949823e-15,0.019281545769830457
81B-1,0.008032302649421333,0.025115101917270222,0.03849297340067101,0.034514171474380524,2.274608033878596e-5,0.00024866866088633655
82A-11,2.4790504319211276e-17,0.026721363414345185,2.7691294360379127e-17,0.0436289865180331,1.2032794247665951e-17,2.457154547452509e-17
82A-11-RD1,2.4790504319211276e-17,0.026721363414345185,2.7691294360379127e-17,0.0436289865180331,1.2032794247665951e-17,2.457154547452509e-17
82A-11-RD2,2.4790504319211276e-17,0.026721363414345185,2.7691294360379127e-17,0.0436289865180331,1.2032794247665951e-17,2.457154547452509e-17
82A-11-RD3,2.4790504319211276e-17,0.026721363414345185,2.7691294360379127e-17,0.0436289865180331,1.2032794247665951e-17,2.457154547452509e-17
88-11,2.4790504319211276e-17,0.009657046850382673,0.014791364641229179,0.04462755558539973,0.007521572067365119,0.01518238433307061
B1,0.027057198046413034,0.023897545566038042,2.7691294360379127e-17,2.754095349240336e-17,0.007989640012260973,0.03338866402787762
B2,0.024786761732847485,0.015447210949657663,3.811776312955804e-14,2.754095349240336e-17,3.1106231931021118e-15,0.09552636314679305
B3,0.004742410847690829,0.00898590754211624,2.7691294360379127e-17,2.754095349240336e-17,0.16837834200205434,0.0023742000569640883
B4,2.2327259218885094e-5,0.004262837344722705,0.03109583906922899,2.754095349240336e-17,0.1675658521998692,0.0013353734173986711
B5,2.4790504319211276e-17,0.022584091503701397,0.03554315135368564,0.04884477269824419,1.2032794247665951e-17,2.457154547452509e-17
B5A,0.0015673906590392749,0.0054127289070266945,0.03396457569899451,0.010835759366529913,0.14103893455124478,5.362330963146801e-6
B6,0.03148653039513712,0.005195791949436535,2.7691294360379127e-17,0.02933245788898747,0.11940492841726257,0.0017628305663152832
B7,0.0025953176889986747,0.008406957370826001,0.028001548638406096,0.03350271384122104,0.10892334628446723,0.0014879341827028442
B8,0.0642722722835729,0.02453599262095645,2.7691294360379127e-17,2.754095349240336e-17,0.0058150982839219765,2.457154547452509e-17
BCH-1,2.4790504319211276e-17,1.699286150852248e-16,0.03785366841238453,0.02550995299703885,1.2032794247665951e-17,0.05260842998546792
BCH-2,0.07569025551931621,0.0001563971970464267,2.7691294360379127e-17,2.754095349240336e-17,1.2032794247665951e-17,0.042946547444942015
BCH-3,2.4790504319211276e-17,3.013823241559966e-8,2.7691294360379127e-17,0.04559837754801338,0.003837329747827204,0.06763847592047674
EE-1,0.06534320762180897,0.024227210011325908,2.7691294360379127e-17,2.754095349240336e-17,0.005408075657998319,2.457154547452509e-17
MG-1(SP-1),0.07299682921867738,0.015982718330242646,2.7691294360379127e-17,0.04413199187503104,1.2032794247665951e-17,2.457154547452509e-17
MG-2(SP-2),0.03319895085058934,0.022968569980131675,0.05594699788235795,0.010823764916479477,1.2032794247665951e-17,2.457154547452509e-17
MGI-1,0.052565054067151326,0.006879663820949745,0.041024848278466676,2.754095349240336e-17,0.07151389718003341,0.006119067579871789
MGI-2,0.07732394984424103,0.0035343096939132726,0.0015271167450679772,0.043661466139923194,0.0819996844178696,0.0009286238401457424
