Name,S1,S2,S3
Normal stress,5606.282959783268,4243.362366845173,11076.830458572358
Coulomb shear stress,6103.8444581503045,4256.253108915851,10431.102646979145
Dilation,6197.668618800066,8253.294229086701,7573.814286417474
Faulting,7837.109340911946,10837.946290564654,6679.197382981358
Fault dilation tendency,3070.471391019648,4423.619933641776,9634.328793473833
Fault slip tendency,2130.982858826297,3241.718470225875,6707.336559831531
Fault curvature,2729.1382712596533,3890.6003001762897,8671.713789501242
Temperature,729.9339139115419,1166.9359292915562,1945.6516284754007
Fault density,5380.1121821377155,12693.71147530358,8686.624065342186
Fault intersection density,2250.650418742799,7790.1695092700975,11734.26186060534
Inverse distance from faults,7529.720254243513,10361.004269784873,15746.908625186556
