Name,S1,S2,S3,S4
Normal stress,3170.643660686365,7757.8577703058245,5823.036202829979,5676.544063399366
Coulomb shear stress,3118.670898724025,7441.152654394502,6255.037157663978,5288.543591601875
Dilation,5608.20894500067,3117.3647438021894,6505.032639201115,6889.546277515061
Faulting,7565.679776234467,1782.7920207872396,7987.651337305021,7635.763340856469
Fault dilation tendency,4722.666956812665,7593.579910352468,2983.8904313079947,3769.4050510783736
Fault slip tendency,3518.650325196754,5219.694122843965,2068.94668465784,2642.1159689637916
Fault curvature,4186.886586081925,6810.363592130212,2631.3244994885968,3406.1610502330996
Temperature,1189.784545252143,1168.8830729793026,752.1941561114251,957.3853823758968
Fault density,10654.521662335681,2875.6255100702692,5484.492023984528,7657.681886707042
Fault intersection density,6964.235825477784,7721.984832879451,2450.750826738219,6254.030085972125
Inverse distance from faults,8496.721779046136,10042.565635615014,7832.499394715186,9048.926061623128
