Name,S1,S2
Normal stress,13011.345898067324,7611.442203839384
Coulomb shear stress,12307.53265975659,8255.476458925337
Dilation,13634.052439309868,8498.007472708845
Faulting,14760.095973204634,10864.796184351715
Fault dilation tendency,11504.781873438653,4842.773868390015
Fault slip tendency,8146.336728376268,3387.4419647114023
Fault curvature,10341.551187697516,4255.320209140407
Temperature,2556.729884956188,1134.5541618301163
Fault density,17569.891863486002,8934.20997812287
Fault intersection density,16749.506513736,4287.677965721584
Inverse distance from faults,21915.23040694886,10918.17073813139
