15-12,327137.93,4.40603467e6,0.385092790687566,0.6682175727221981,7.00863269772057e-11,2.1291623567608346e-16,A
17-31,328813.04,4.40882204e6,2.77811753448891e-16,0.767590303350022,0.19043994895720137,1.1647877291305976e-8,A
18-1,327026.54,4.40703217e6,0.9078261555167837,0.10339636218377518,1.4101465876650682e-6,0.20240552681897786,D
18-31,328801.97,4.40871725e6,0.20279420959374728,1.0,8.114795620125062e-6,1.3318806934471587e-8,A
18A-1,327056.33,4.40703775e6,0.8095380751999878,3.580425000074789e-16,0.17112434705664822,0.12183583963954682,D
18B-31,328791.32,4.40871144e6,0.21274582328272815,0.9479781339582238,6.833180401759909e-8,7.387550702959168e-9,A
18D-31,328751.91,4.40862911e6,0.1830094036079483,0.5814862385417128,5.100377093298808e-14,0.22199401446215863,A
22-13,327161.72,4.4051245e6,2.2989115853788812e-5,0.5516185438026628,2.3802124396038496e-16,0.07965128427760171,A
26-12,327300.66,4.40579963e6,2.77811753448891e-16,0.6901950423755927,0.24209619907303068,0.013765746077200143,A
27-1,327256.49,4.40720478e6,0.4441412845040704,3.580425000074789e-16,0.40147903746301083,2.1291623567608346e-16,D
27A-1,327256.49,4.40720478e6,0.4441412845040704,3.580425000074789e-16,0.40147903746301083,2.1291623567608346e-16,D
46-1,327805.01,4.40748476e6,0.010315053331705694,0.3583915524955478,0.6801922778758293,2.1291623567608346e-16,B
46A-1,327774.78,4.40740108e6,4.494716501906276e-7,0.32677637472534304,0.7247760216898947,2.1291623567608346e-16,B
47A-1,327661.35,4.40729129e6,5.00945790111479e-5,0.0003544628173450818,0.9042461781916108,2.1291623567608346e-16,B
47C-1,327746.25,4.4073085e6,3.558986633484203e-7,0.07589365427232049,0.8515218780232707,2.1291623567608346e-16,B
48A-1,327704.9,4.40718065e6,3.186295428665109e-7,3.580425000074789e-16,0.9118749008565253,2.1291623567608346e-16,B
55-1,328014.47,4.40772054e6,0.18278419753748995,0.48935174302033935,0.40214135364095677,0.17753147191817384,A
56-1,327963.43,4.40755491e6,8.904521886229672e-9,0.505392665854775,0.6412954071033019,1.1248306525639403e-10,B
56A-1,327859.51,4.40755578e6,0.22348441955600756,0.1274566195073902,0.7158131336410515,2.1291623567608346e-16,B
56B-1,327891.35,4.40745289e6,2.77811753448891e-16,8.410048600040956e-7,1.0,2.1291623567608346e-16,B
57-1,327931.46,4.40741438e6,3.151904663902844e-15,0.4762959107775435,0.6912041845042062,9.009326056925518e-11,B
64-1,328156.6,4.40795433e6,0.32028355493741445,0.2579520657921166,0.0002687536271129335,0.4752994739663512,C
68A-1,328229.72,4.40707921e6,2.77811753448891e-16,0.00013111178508515474,0.05656796706283721,1.0,C
68B-1,328065.7,4.40706164e6,1.8872546130333483e-8,0.3781725121004322,0.04417599480832679,0.7909059586452692,C
77-1,328214.13,4.40718169e6,0.1667880109398559,0.24582813257945135,0.09163982059694493,0.6801451633152962,C
81-1,328567.28,4.40851194e6,1.7834912899040709e-6,0.8326617305319696,0.1272564503528972,2.1291623567608346e-16,A
81-11,326859.34,4.4069495e6,4.005458776867513e-5,2.697554425966683e-13,0.6956344823845032,2.1291623567608346e-16,B
81A-1,328598.76,4.40855648e6,1.4866896643466044e-7,0.8030620291650645,0.12274472157684828,2.1291623567608346e-16,A
81B-1,328528.63,4.40843124e6,0.30126264778515766,0.8563325393672095,1.1414101279988606e-8,0.01890910693595084,A
82A-11,326907.12,4.40670723e6,1.0,3.580425000074789e-16,2.3802124396038496e-16,2.1291623567608346e-16,D
82A-11-RD1,326907.12,4.40670723e6,1.0,3.580425000074789e-16,2.3802124396038496e-16,2.1291623567608346e-16,D
82A-11-RD2,326907.12,4.40670723e6,1.0,3.580425000074789e-16,2.3802124396038496e-16,2.1291623567608346e-16,D
82A-11-RD3,326907.12,4.40670723e6,1.0,3.580425000074789e-16,2.3802124396038496e-16,2.1291623567608346e-16,D
88-11,326889.0,4.40544507e6,0.20381080378413197,0.7166608277832623,1.6147865430372634e-15,1.35925834490412e-6,A
B1,327745.53,4.40596877e6,2.77811753448891e-16,0.23380828361497777,0.4133140166760433,0.29703815051155735,C
B2,327721.65,4.40609786e6,0.00028924153765409787,0.6280202397551591,0.32158684876223664,0.2756194736767877,A
B3,327738.97,4.40619405e6,9.817973187605556e-13,1.8331051354822133e-12,0.18644468044986603,0.6770664891222083,C
