15-12,327137.93,4.40603467e6,2.3540427672968113e-16,0.4147905882468584,A
17-31,328813.04,4.40882204e6,2.3540427672968113e-16,0.3059253128492484,A
18-1,327026.54,4.40703217e6,0.9536975581045235,2.1162204666754058e-16,B
18-31,328801.97,4.40871725e6,1.0060958948300646e-13,0.431501776127336,A
18A-1,327056.33,4.40703775e6,1.0,2.1162204666754058e-16,B
18B-31,328791.32,4.40871144e6,7.03378680892402e-11,0.39875426515512896,A
18D-31,328751.91,4.40862911e6,3.646715736349077e-16,0.37449205733900043,A
22-13,327161.72,4.4051245e6,2.3540427672968113e-16,0.31916130199758097,A
26-12,327300.66,4.40579963e6,2.3540427672968113e-16,0.4121208991433446,A
27-1,327256.49,4.40720478e6,0.8304589545969938,2.1162204666754058e-16,B
27A-1,327256.49,4.40720478e6,0.8625786304729198,2.1162204666754058e-16,B
46-1,327805.01,4.40748476e6,0.9332897362051945,2.1162204666754058e-16,B
46A-1,327774.78,4.40740108e6,0.887552779658573,2.1162204666754058e-16,B
47A-1,327661.35,4.40729129e6,0.6915804775208015,0.17656297366567522,B
47C-1,327746.25,4.4073085e6,0.9212422234736449,9.571015543589447e-9,B
48A-1,327704.9,4.40718065e6,0.7119750980443766,0.19009735402604427,B
55-1,328014.47,4.40772054e6,0.08479722871274416,0.6128172450642134,A
56-1,327963.43,4.40755491e6,0.2926807266410525,0.5063927937555671,A
56A-1,327859.51,4.40755578e6,0.6487152178912304,0.17800740488372002,B
56B-1,327891.35,4.40745289e6,0.41462840192920797,0.41409525112334156,A
57-1,327931.46,4.40741438e6,0.31978644025711905,0.48888930141230746,A
64-1,328156.6,4.40795433e6,0.17773425135284038,0.484885052908052,A
68A-1,328229.72,4.40707921e6,2.3540427672968113e-16,0.6613475084895115,A
68B-1,328065.7,4.40706164e6,9.898862181169135e-6,0.6747039327077059,A
77-1,328214.13,4.40718169e6,2.3540427672968113e-16,0.6777639594433884,A
81-1,328567.28,4.40851194e6,3.632504010645271e-6,0.3568620597790163,A
81-11,326859.34,4.4069495e6,0.6412464465381983,2.1162204666754058e-16,B
81A-1,328598.76,4.40855648e6,2.174842578373016e-7,0.2640350080082461,A
81B-1,328528.63,4.40843124e6,1.5997778551657975e-6,0.4250696144603407,A
82A-11,326907.12,4.40670723e6,0.7606210652414698,0.0519579371774308,B
82A-11-RD1,326907.12,4.40670723e6,0.8209842195788339,2.1162204666754058e-16,B
82A-11-RD2,326907.12,4.40670723e6,0.8303578332679898,2.1162204666754058e-16,B
82A-11-RD3,326907.12,4.40670723e6,0.810590478612247,2.1162204666754058e-16,B
88-11,326889.0,4.40544507e6,2.3540427672968113e-16,0.3860852483281689,A
B1,327745.53,4.40596877e6,0.0001561124010278505,0.5259226009631095,A
B2,327721.65,4.40609786e6,0.07895815217308774,0.44412989346957815,A
B3,327738.97,4.40619405e6,0.10872702893982811,0.5368078983721878,A
B4,327778.14,4.40639034e6,0.4996941194576976,0.3639731775953844,B
B5,327713.81,4.40629808e6,0.40129700539977703,0.40343745243240886,A
B5A,327754.04,4.40637455e6,0.368131934491035,0.4484447906066854,A
B6,327848.36,4.40636567e6,0.3102427779291775,0.5793425931333487,A
B7,327784.51,4.40629935e6,0.06930024634140475,0.8694104571699492,A
B8,327603.56,4.40643766e6,0.4174305556033394,0.27950131255933475,B
BCH-1,328398.2,4.40887416e6,0.13519172080576622,0.22008832018068208,A
BCH-2,327732.14,4.40800628e6,0.2083052840339122,0.3688516574101049,A
BCH-3,327126.74,4.40600409e6,2.3540427672968113e-16,0.4319536727900343,A
EE-1,327575.0,4.40640489e6,0.24582804209036987,0.4124487076903198,A
MG-1(SP-1),328194.09,4.4071925e6,2.3540427672968113e-16,0.6513692951580615,A
MG-2(SP-2),328128.08,4.4076273e6,0.04042594079735094,0.6905714298119793,A
MGI-1,327853.91,4.40678619e6,0.42439476965475953,0.2454069371525007,B
MGI-2,327994.35,4.40709171e6,0.2913577981773312,0.5159955529366577,A
