15-12,327137.93,4.40603467e6,8.657527883392941e-17,1.7153412481414338e-16,9.649317865719048e-11,0.5993691754282653,A
17-31,328813.04,4.40882204e6,0.0039659249565205295,0.1433150810171642,2.330165195491264e-16,0.2015657946553131,A
18-1,327026.54,4.40703217e6,8.657527883392941e-17,0.14757771324238725,0.7857098435627582,1.2663162056219615e-16,D
18-31,328801.97,4.40871725e6,1.3498953564507834e-5,1.2731432926893259e-12,2.7038249435699503e-5,0.5785591126990577,A
18A-1,327056.33,4.40703775e6,8.657527883392941e-17,1.7153412481414338e-16,1.0,1.2663162056219615e-16,D
18B-31,328791.32,4.40871144e6,4.416887031671218e-5,1.7153412481414338e-16,0.0018638668784759953,0.5426748261663604,A
18D-31,328751.91,4.40862911e6,2.3114611740252976e-5,0.34000137640863376,2.515160928797047e-14,0.014919632846115246,B
22-13,327161.72,4.4051245e6,8.657527883392941e-17,1.7153412481414338e-16,2.330165195491264e-16,0.4348763576434705,A
26-12,327300.66,4.40579963e6,9.255894401937377e-10,0.25459051354109946,2.330165195491264e-16,0.20459767695016043,B
27-1,327256.49,4.40720478e6,0.035406482013221614,1.7153412481414338e-16,0.7278289180200981,1.2663162056219615e-16,D
27A-1,327256.49,4.40720478e6,8.657527883392941e-17,1.7153412481414338e-16,0.8733007067789905,0.008506886994011855,D
46-1,327805.01,4.40748476e6,0.6029810859647377,1.7153412481414338e-16,1.7166990364752197e-5,1.2663162056219615e-16,C
46A-1,327774.78,4.40740108e6,0.5725768932148652,1.7153412481414338e-16,0.002651757043703444,1.2663162056219615e-16,C
47A-1,327661.35,4.40729129e6,0.5456083803025102,1.7153412481414338e-16,0.11767770551962324,1.0262292681113519e-7,C
47C-1,327746.25,4.4073085e6,0.5911297436044838,1.7153412481414338e-16,5.748047168991065e-10,1.2663162056219615e-16,C
48A-1,327704.9,4.40718065e6,0.7044050090773586,1.7153412481414338e-16,1.7573041929030065e-14,1.2663162056219615e-16,C
55-1,328014.47,4.40772054e6,0.001968387248156728,0.5524171538537875,0.0814174438688968,0.07851185203564345,B
56-1,327963.43,4.40755491e6,0.09318124389383362,0.2688145731788237,0.15852049435238505,0.3245618481537079,A
