Name,S1,S2
Normal stress,8155.851732215551,10434.284903876247
Coulomb shear stress,8527.995638797158,10048.463795137803
Dilation,11877.31894757164,8403.372863728044
Faulting,15187.441588551586,8477.389308027507
Fault dilation tendency,6720.054968879041,8545.417024801172
Fault slip tendency,4847.456261471468,5945.573368936721
Fault curvature,5961.723669970866,7658.343305319961
Temperature,1724.6181334742348,1755.8620309363573
Fault density,15497.934280063106,9940.386026481016
Fault intersection density,9469.39422420248,10361.351196686768
Inverse distance from faults,13356.884075520762,12936.607474512339
