Name,S1,S2,S3,S4,S5,S6
Normal stress,3112.4367757768387,1003.4793871995039,2338.4241967197645,4154.027876661145,4206.591177050594,3788.3327554496786
Coulomb shear stress,3545.545619582754,1437.351503270705,2073.586046607737,3720.3149680928527,4222.359164172372,3493.115972104532
Dilation,3248.617905362807,2649.6461939190935,2492.6645070976633,1416.5612373160388,5372.695030024917,4807.3990733379005
Faulting,4401.077904300694,4836.303817156164,1859.1730098380713,869.2996871101265,5997.005313560932,5448.5128658850035
Fault dilation tendency,1877.5352658309434,2704.2499835433814,1926.7771203822726,4115.121626360629,2883.562261149342,2530.222598965315
Fault slip tendency,1288.8162484622303,1998.6067962837599,1309.7366561628805,2815.5098630143725,2049.3557812973095,1850.3156510421009
Fault curvature,1635.2198579389012,2386.2756537151886,1699.746845205951,3681.918351673922,2619.827472915613,2296.269291440469
Temperature,437.72838095169107,776.9110359843202,422.84390294333394,651.6545702225851,770.9416073717712,559.4093700601062
Fault density,2745.954282063583,6470.1651339293685,2186.2218321513465,1919.234625074288,6044.302063244871,6014.889221429647
Fault intersection density,1440.629454428709,2960.141423897517,1733.5465639643755,4133.152358679476,4324.779709354561,5347.75427974216
Inverse distance from faults,4624.534276787121,3716.1894967950493,2456.402216327688,4327.173196920142,5829.176692852096,5538.978106382824
