Name,X,Y,S1,S2,Signal
15-12,327137.93,4.40603467e6,1.7312828697702878e-7,0.7756834123126758,B
17-31,328813.04,4.40882204e6,0.5886768276221512,0.09654022554849485,A
18-1,327026.54,4.40703217e6,0.444397236197596,0.3007510506580046,A
18-31,328801.97,4.40871725e6,0.4120258714104968,0.6009528833938077,B
18A-1,327056.33,4.40703775e6,0.3994601590305479,0.315814498026494,A
18B-31,328791.32,4.40871144e6,0.6199386852565266,0.27650739038428723,A
18D-31,328751.91,4.40862911e6,0.6015347839895547,0.3518082658190717,A
22-13,327161.72,4.4051245e6,0.37796406849355074,0.1875204627294332,A
26-12,327300.66,4.40579963e6,0.33976221707911175,0.43025368219976273,B
27-1,327256.49,4.40720478e6,0.16595011427366435,0.5462129551434189,B
46-1,327805.01,4.40748476e6,0.34993630146819205,0.5696548059703844,B
46A-1,327774.78,4.40740108e6,0.3380044398407898,0.5894247032974091,B
47A-1,327661.35,4.40729129e6,0.32532660947808245,0.543680110597305,B
47C-1,327746.25,4.4073085e6,4.4999523735614497e-7,0.931862052390482,B
48A-1,327704.9,4.40718065e6,1.5911808957013717e-15,0.9962547518446151,B
55-1,328014.47,4.40772054e6,0.5093065923809763,0.4976997155587004,B
56-1,327963.43,4.40755491e6,0.497740158927609,0.5112812594789129,B
56A-1,327859.51,4.40755578e6,2.367068721014343e-7,1.0,B
56B-1,327891.35,4.40745289e6,0.2400903982400587,0.8063526495397778,B
57-1,327931.46,4.40741438e6,0.509486490968202,0.5528164405347232,B
64-1,328156.6,4.40795433e6,0.7592811312308057,1.8355690422369794e-16,A
68A-1,328229.72,4.40707921e6,0.6175079370249485,0.24577053273174215,A
68B-1,328065.7,4.40706164e6,0.6270072042673933,0.36750025953617693,A
77-1,328214.13,4.40718169e6,0.5903981560837264,0.34421693390486113,A
81-1,328567.28,4.40851194e6,0.49432095616906285,0.2888128401477928,A
81-11,326859.34,4.4069495e6,1.8290921146460965e-16,0.697672895112563,B
81A-1,328598.76,4.40855648e6,0.443123472183586,0.34089943150332574,A
81B-1,328528.63,4.40843124e6,0.6718920083356231,0.21419808874643037,A
82A-11,326907.12,4.40670723e6,0.554479591388777,0.00029533616737765513,A
88-11,326889.0,4.40544507e6,0.17571288939012344,0.49218066976526775,B
B1,327745.53,4.40596877e6,6.902171073763915e-13,0.7774225083503478,B
B2,327721.65,4.40609786e6,0.001033876061917702,0.9284793901805967,B
B3,327738.97,4.40619405e6,0.601278109345578,0.06338535531089844,A
B4,327778.14,4.40639034e6,0.7478939821454617,0.029860469362665513,A
B5,327713.81,4.40629808e6,0.7261192322119732,7.518205869636641e-16,A
B5A,327754.04,4.40637455e6,0.7345298032798819,0.03807617634549126,A
B6,327848.36,4.40636567e6,0.677592664868367,0.1209866273865912,A
B7,327784.51,4.40629935e6,0.9346626749831622,0.00882966003935099,A
B8,327603.56,4.40643766e6,0.3557806861317104,0.41532619249511976,B
BCH-1,328398.2,4.40887416e6,0.3268800475064146,0.42663393747386574,B
BCH-2,327732.14,4.40800628e6,0.1730570653127527,0.6126326546946205,B
BCH-3,327126.74,4.40600409e6,8.95182891822858e-7,0.7966309186184386,B
EE-1,327575.0,4.40640489e6,0.31007157704621324,0.44955616160731604,B
MG-1(SP-1),328194.09,4.4071925e6,0.6612108408456588,0.23529289902402822,A
MG-2(SP-2),328128.08,4.4076273e6,0.839271033546048,1.8355690422369794e-16,A
MGI-1,327853.91,4.40678619e6,0.6491609986828912,0.1911301565421706,A
MGI-2,327994.35,4.40709171e6,1.0,0.019328441686040622,A
