Name,X,Y,S1,S2,S3,S4,S5,S6,Signal
56-1,327963.43,4.40755491e6,0.11311158049831462,0.6759781561588092,4.0081680668999945e-15,0.26230264241472206,0.39789222069141345,0.6899931392355478,B
56A-1,327859.51,4.40755578e6,0.43288463426805873,5.135140790013002e-16,3.73761697058988e-16,0.6620903017690372,0.7230403587005316,4.2640433435256026e-13,C
56B-1,327891.35,4.40745289e6,3.243082859345432e-16,5.135140790013002e-16,3.73761697058988e-16,0.07477714913687741,0.7164283176198247,1.0,F
57-1,327931.46,4.40741438e6,4.4847207607531863e-11,0.7947483310883433,3.73761697058988e-16,0.3418946786191993,0.49137101913404574,0.6508954972839276,B
64-1,328156.6,4.40795433e6,0.3334797934320128,1.0,3.73761697058988e-16,3.8302761967627364e-16,3.3836342400846644e-16,0.46642273834890974,B
68A-1,328229.72,4.40707921e6,3.243082859345432e-16,0.47266581379998646,0.4414472395241922,0.26273803651590194,5.634287178870964e-10,0.7945084058562194,A
68B-1,328065.7,4.40706164e6,0.0001772923859066995,0.9592203050640852,0.6642921220812872,0.6770451079998899,2.038030487892555e-8,0.22535141629169492,A
77-1,328214.13,4.40718169e6,0.2965985019120027,0.5396881783668313,0.6718370974944441,3.8302761967627364e-16,0.5217627682280428,4.0982462510702745e-16,A
81-1,328567.28,4.40851194e6,0.16107170680934343,0.8311221029409395,3.73761697058988e-16,0.4010164152614195,0.24815505736153734,0.19118188701621663,B
81-11,326859.34,4.4069495e6,3.243082859345432e-16,5.135140790013002e-16,3.73761697058988e-16,0.5462436596818643,0.4188481923980264,0.36669777468836534,C
81A-1,328598.76,4.40855648e6,0.1492576742879478,0.8435197402363187,3.73761697058988e-16,0.39279563021944885,0.1618451674305569,0.28110073756756,B
81B-1,328528.63,4.40843124e6,0.45201671545293304,0.6741024218942813,0.21780702498584747,0.031012039382059927,0.1431216514551977,0.2238252955235308,D
82A-11,326907.12,4.40670723e6,1.0,5.135140790013002e-16,3.73761697058988e-16,3.8302761967627364e-16,7.175004605526342e-13,5.544139541209102e-13,E
88-11,326889.0,4.40544507e6,0.49516350011226734,0.1291994028035601,3.73761697058988e-16,0.00011296632885339017,0.5703195035344314,4.0982462510702745e-16,D
B1,327745.53,4.40596877e6,3.243082859345432e-16,5.135140790013002e-16,3.73761697058988e-16,0.3959469023716543,0.581894245763371,0.45907858450595806,C
B2,327721.65,4.40609786e6,0.009950020584805881,0.66833999770987,3.73761697058988e-16,0.16678371811818757,0.15555616353024435,0.7624724803686779,B
B3,327738.97,4.40619405e6,3.243082859345432e-16,1.8728778328624474e-11,0.5751394013390809,0.040683488037322885,0.4198078426831834,0.5761763287234635,A
B4,327778.14,4.40639034e6,3.285206526497646e-11,0.6438763774681003,0.6548718411709938,0.32104922784064693,0.13670318163292092,0.3752875935253946,A
B5,327713.81,4.40629808e6,0.3484598959130037,0.671923436948707,0.8035190564641973,3.8302761967627364e-16,2.338995186340727e-15,4.0982462510702745e-16,A
B5A,327754.04,4.40637455e6,2.636714487952996e-7,0.6298969687889484,0.8296778098396966,0.3014861935186785,0.06801851298360716,0.3150723370750387,A
B6,327848.36,4.40636567e6,0.276296753605709,7.548287778267472e-16,0.6652711065515511,0.20851837754933814,0.04953694540860737,0.6610323995038598,A
B7,327784.51,4.40629935e6,0.21049650974394074,0.5188384118666567,0.6930527780730367,0.3811835732701262,0.10615022891289758,0.24454804720211087,A
B8,327603.56,4.40643766e6,3.243082859345432e-16,5.135140790013002e-16,3.73761697058988e-16,3.8302761967627364e-16,0.5209305584095691,0.8911081953746195,F
BCH-1,328398.2,4.40887416e6,0.3484001932421539,0.6393164843952385,3.73761697058988e-16,0.7609033996414635,3.3836342400846644e-16,6.364744334896237e-12,E
BCH-2,327732.14,4.40800628e6,3.243082859345432e-16,5.135140790013002e-16,3.73761697058988e-16,0.6615064952573819,3.3836342400846644e-16,0.9299375659467183,F
BCH-3,327126.74,4.40600409e6,0.5041988181229008,5.135140790013002e-16,0.10468812124876173,1.0,4.822061176138712e-7,4.0982462510702745e-16,E
EE-1,327575.0,4.40640489e6,3.243082859345432e-16,5.135140790013002e-16,3.73761697058988e-16,3.8302761967627364e-16,0.4908160225633679,0.9050728812296063,F
MG-1(SP-1),328194.09,4.4071925e6,0.2811207536722446,5.135140790013002e-16,1.0,3.962807272238562e-12,3.3836342400846644e-16,0.6750615623301192,A
MG-2(SP-2),328128.08,4.4076273e6,0.2668989264868542,0.8601323490130202,0.01952579172230075,3.8302761967627364e-16,3.3836342400846644e-16,0.7748615334158104,B
MGI-1,327853.91,4.40678619e6,0.15236339621459097,0.4182627011214065,0.3178442491351358,0.7856306424777797,0.04124044751855473,0.6940878968709042,B
MGI-2,327994.35,4.40709171e6,0.39201514242747654,0.42873500956884514,0.7320424561311241,0.4859153138805461,0.04446377946459382,0.3134447327353514,A
