Name,X,Y,S1,S2,S3,S4,S5,S6,Signal
15-12,327137.93,4.40603467e6,0.6097210971504662,5.135140790013002e-16,3.4595351545783075e-8,0.9207068999413807,1.4371682939750174e-7,4.0982462510702745e-16,E
17-31,328813.04,4.40882204e6,3.243082859345432e-16,0.5858959267592605,3.73761697058988e-16,0.018615213329321974,0.12758868672914966,0.835307223570999,B
18-1,327026.54,4.40703217e6,0.5844105075823173,0.08258741569969003,0.987061676760458,3.8302761967627364e-16,6.463148839640794e-5,4.0982462510702745e-16,A
18-31,328801.97,4.40871725e6,0.4377640875137529,0.7412459481558111,3.73761697058988e-16,0.08669974596572096,0.33931210502335374,0.15953426857022968,D
18A-1,327056.33,4.40703775e6,0.4861403287291863,5.135140790013002e-16,0.5178722191202899,3.8302761967627364e-16,0.3901321214140534,4.0982462510702745e-16,A
18B-31,328791.32,4.40871144e6,0.4645106738429583,0.7571485503735665,3.73761697058988e-16,0.05900652369915447,0.3172258512697187,0.1158463226197108,D
18D-31,328751.91,4.40862911e6,0.36210822492298905,0.61440061347489,0.24986485430759597,0.028078729287293776,0.5070038842845112,0.045411261331575956,D
22-13,327161.72,4.4051245e6,0.16926318188354902,0.5775000692749663,3.73761697058988e-16,3.8302761967627364e-16,0.4506481924201003,4.0982462510702745e-16,D
26-12,327300.66,4.40579963e6,3.243082859345432e-16,0.49759329517096096,3.73761697058988e-16,0.569403623803608,0.33835081112283305,0.2836419188397016,C
27-1,327256.49,4.40720478e6,0.6658110405061435,5.135140790013002e-16,3.73761697058988e-16,0.4151512622866432,5.396694893243989e-5,0.28767679203750207,E
46-1,327805.01,4.40748476e6,4.214390111866029e-13,0.7494642046085302,3.73761697058988e-16,0.18439428579707504,0.9643323778741104,4.0982462510702745e-16,C
46A-1,327774.78,4.40740108e6,3.243082859345432e-16,0.6523618258320462,3.73761697058988e-16,0.2582788230868407,1.0,4.0982462510702745e-16,C
47A-1,327661.35,4.40729129e6,3.243082859345432e-16,0.07014747155567776,2.929674611129522e-11,0.19591082801206233,0.7501576922396177,0.5797921905783616,F
47C-1,327746.25,4.4073085e6,1.0161982134387233e-14,0.1586218060537571,3.73761697058988e-16,0.5746608023098639,0.988826605152303,1.7990899840137188e-11,C
48A-1,327704.9,4.40718065e6,3.243082859345432e-16,5.135140790013002e-16,3.73761697058988e-16,0.7849202551929808,0.9761776320336149,0.23639468007557793,C
55-1,328014.47,4.40772054e6,0.2832346216172852,0.5465289821267496,0.20254554529393534,0.1732215040832096,0.36085300292164413,0.5312128988397302,B
