Name,X,Y,S1,S2,S3,S4,Signal
15-12,327137.93,4.40603467e6,1.0850608154936042e-15,0.4854560404259278,0.6431162922971347,2.933702371328518e-16,B
17-31,328813.04,4.40882204e6,0.31114079048458965,2.315821284115485e-16,0.00914523665849263,0.6066500655546901,C
18-1,327026.54,4.40703217e6,0.02648485104905739,1.0,2.544568180137815e-16,2.933702371328518e-16,D
18-31,328801.97,4.40871725e6,0.05238353354042073,0.23504057493367841,0.0015172883528828793,0.8293935683121326,C
18A-1,327056.33,4.40703775e6,0.23549932167942578,0.7023429937621642,2.544568180137815e-16,2.933702371328518e-16,D
18B-31,328791.32,4.40871144e6,0.04275073068665283,0.2707110845070975,0.0014284183568471995,0.7718755999022995,C
18D-31,328751.91,4.40862911e6,0.2229131891583986,0.39550322841098007,0.004091409651160419,0.5223891310469382,C
22-13,327161.72,4.4051245e6,0.1453242368232036,1.0158234306947804e-6,0.09805416929190262,0.5197682275284378,C
26-12,327300.66,4.40579963e6,0.002322030706657568,2.315821284115485e-16,0.563573125352615,0.5127267206592047,B
27-1,327256.49,4.40720478e6,0.21113665230693524,0.407303735896265,0.34981097095138214,2.933702371328518e-16,D
46-1,327805.01,4.40748476e6,0.33264220858276744,2.315821284115485e-16,0.35916659434894876,0.5228876690886624,A
46A-1,327774.78,4.40740108e6,0.34943528570962074,2.315821284115485e-16,0.40572661661585635,0.4756679419700528,A
47A-1,327661.35,4.40729129e6,0.6905458651849562,2.315821284115485e-16,0.12266115070661097,0.24888317410079927,A
47C-1,327746.25,4.4073085e6,0.6741882588522701,2.315821284115485e-16,0.4834276672410207,0.025997574153753988,A
48A-1,327704.9,4.40718065e6,0.7534277751825135,2.315821284115485e-16,0.5520495982792786,2.933702371328518e-16,A
55-1,328014.47,4.40772054e6,0.5312289713150792,0.2978129647858864,1.1335716593655564e-6,0.4398578661512444,A
56-1,327963.43,4.40755491e6,0.6671304665393121,3.000328467813061e-8,1.2890363893739835e-7,0.5863186871870154,A
56A-1,327859.51,4.40755578e6,0.511351114763669,0.34456137474043974,0.45159723656177314,2.933702371328518e-16,A
56B-1,327891.35,4.40745289e6,1.0,2.315821284115485e-16,0.0314120424507728,0.1723421275402864,A
57-1,327931.46,4.40741438e6,0.6114316786620267,2.315821284115485e-16,0.1547823629646759,0.5854356148614014,A
64-1,328156.6,4.40795433e6,2.1721719347282728e-16,0.15262881145194823,2.544568180137815e-16,0.9066757817458393,C
68A-1,328229.72,4.40707921e6,1.3615108226616885e-9,0.29519794221674067,0.29769537985842376,0.632970556899528,C
68B-1,328065.7,4.40706164e6,2.1721719347282728e-16,0.3550417705489684,0.508962211920609,0.577750924420421,B
77-1,328214.13,4.40718169e6,0.3366214375664632,0.5911504687200461,2.544568180137815e-16,0.29353727187538137,D
81-1,328567.28,4.40851194e6,0.01943217504447393,3.994371158358384e-16,0.02394991255049145,0.929261453086094,C
81-11,326859.34,4.4069495e6,0.5175467211840474,2.315821284115485e-16,0.3864194034804858,2.933702371328518e-16,A
81A-1,328598.76,4.40855648e6,0.008530214487222219,2.315821284115485e-16,0.044908866609998876,0.9226447367282283,C
81B-1,328528.63,4.40843124e6,0.023730366666647237,0.4053330560195089,0.02972625505088834,0.6427428440172073,C
82A-11,326907.12,4.40670723e6,1.905405810265666e-14,0.7681564407842606,2.544568180137815e-16,2.933702371328518e-16,D
88-11,326889.0,4.40544507e6,0.25571357538407247,0.4777263560007062,0.146657575931522,7.6115501714732e-8,D
B1,327745.53,4.40596877e6,0.6626822122572825,2.315821284115485e-16,0.30035745500112154,2.933702371328518e-16,A
B2,327721.65,4.40609786e6,0.39453406123929363,4.727545745265192e-15,0.5159410247376841,0.32848860413542663,A
B3,327738.97,4.40619405e6,0.42830407074448495,0.2806031117889203,0.5488415574246586,8.385142902399052e-9,A
B4,327778.14,4.40639034e6,0.03757035224565219,0.36597108686457025,0.5747778077248761,0.42808719857343036,B
B5,327713.81,4.40629808e6,2.1721719347282728e-16,0.6599755647572335,2.544568180137815e-16,0.3656590721841254,D
B5A,327754.04,4.40637455e6,0.0004461379979823162,0.41370548982141464,0.4431122920969489,0.46141615968724486,B
B6,327848.36,4.40636567e6,0.17116118606339756,0.5254203914781677,0.8125067517834988,7.092128311289074e-10,B
B7,327784.51,4.40629935e6,0.037103466557028106,0.7061781386967574,0.316127241278343,0.30888943607205627,D
B8,327603.56,4.40643766e6,0.7846968984991087,2.315821284115485e-16,2.544568180137815e-16,0.10731479032508659,A
BCH-1,328398.2,4.40887416e6,2.1721719347282728e-16,0.2169081373533245,0.5440868194995263,0.3503510526006934,B
BCH-2,327732.14,4.40800628e6,5.5827103056035066e-5,2.315821284115485e-16,0.7473914523975363,0.4066920126566429,B
BCH-3,327126.74,4.40600409e6,1.4506170937307112e-12,0.4330005501452502,0.7318978393282114,2.933702371328518e-16,B
EE-1,327575.0,4.40640489e6,0.8579549468669884,2.315821284115485e-16,2.544568180137815e-16,0.0007230623026224272,A
MG-1(SP-1),328194.09,4.4071925e6,4.308815161293908e-15,0.6331341126170826,0.1843048022112508,0.4434502679751804,D
MG-2(SP-2),328128.08,4.4076273e6,2.1721719347282728e-16,0.17088250563258098,2.544568180137815e-16,1.0,C
MGI-1,327853.91,4.40678619e6,0.07623884431970823,0.260231448279977,0.9329422872981632,0.39725075912533764,B
MGI-2,327994.35,4.40709171e6,0.09926468157935894,0.6959974790197552,1.0,0.05453260704259082,B
