Name,X,Y,A,B,C,Signal
Alamos spr,35.06007978,-107.132374,0.5429962270701283,0.21454218080759713,0.13985336439033016,C
Sacred spr,34.90582063,-108.9664032,0.5862635040213979,0.01463954872125878,6.450229060694461e-5,A
Rainbow spr,34.90653255,-108.9445631,0.6235109313494981,0.012887914756014224,1.1496125483812844e-5,A
Laguna Pbl,34.84456635,-107.0830558,0.3874921644071011,0.2765014769526947,0.2889942519945303,C
Dent well,34.83805433,-108.8320045,0.6798897319749223,0.0,0.0,A
Jerry well,34.48149077,-108.7067822,0.5915702863610159,0.09621835025264336,0.036061123033638266,A
Pueblo well,34.53348434,-108.7744213,0.6248806971617905,0.014820437789800805,0.0,A
Ojitos spr,34.12501194,-106.9785008,0.0931611714843659,0.027977516108126276,0.9028011987507014,C
Well 1,34.15003574,-108.3236553,0.7210125382144299,0.05207993413224465,0.03411459259900591,A
Ojo Canas,34.03785708,-106.7815119,0.12104584254034428,0.0,0.7347986529359966,C
Socorro Can,34.05325124,-106.9551655,0.010020364199405963,0.0,1.0,C
Aragon spr,33.89254513,-108.5081617,0.7606723211426224,0.0,0.116133286524983,A
Freiborn spr,33.71474239,-109.0185221,0.7260894368203391,0.0,0.0,A
Ojo Caliente,33.57268338,-107.5905579,0.6780693703437368,0.1687604728469335,0.009595064753237773,A
Victoria well,33.40490196,-106.8975047,0.2813062540836092,0.4920953169803631,0.0,B
Gila spr 1,33.23272251,-108.2455859,0.8047350992870546,0.0,0.03957239105238474,A
Gila spr 2,33.23328042,-108.2241539,0.8191698962697285,1.5766926031067427e-7,0.030988966132487958,A
Warm spr,33.28479029,-107.5605437,0.5761780570004168,0.24522911278768655,0.17722673688531593,C
Turkey spr,33.10029397,-108.4763133,0.9163749177215607,0.11007720812340456,0.0011718576388634202,A
T or C spr,33.12838501,-107.255928,0.16551897280898029,0.3978863437229061,0.44339168214927915,C
Riverside well,32.93459903,-108.5980719,0.7291382772869709,0.14945094289520347,0.0429866303279297,A
Spring,32.95994845,-107.5725187,0.7024193462709638,0.2836646035064693,0.014842605553489822,A
Cliff spr,32.9699912,-108.620893,0.6811465974529352,0.08452006433309671,0.02293563287440098,A
B.Iorio well,33.05549771,-107.2968987,0.20191226005944496,0.2622363956618744,0.43702121651362996,C
Derry spr,32.80351607,-107.2690376,0.43595237663073166,0.3362254069502296,0.11837212109654008,B
Ash spr,32.81392736,-108.4010589,0.8599997545636259,0.0015085757789741663,0.0,A
Goat spr,32.83089057,-109.0422131,0.4490139508362947,0.3418647103868789,0.02437464164531608,B
Mangas spr,32.84699667,-108.5091049,0.7100254949796185,0.03209220356918625,0.017789858132617655,A
Spring Can,32.88119541,-108.574546,0.7414604910640582,0.06396104267249769,0.023664641551687442,A
Allen spr,32.88712043,-108.3611214,1.0,0.0,0.0,A
Mimbres spr,32.75570562,-107.8440603,0.8109828226865682,0.14928486997689216,0.0010901614006278008,A
Garton well,32.77702868,-107.6953191,0.8144276964613829,0.05354317683346292,0.0,A
Kennecott well,32.55301934,-108.0292645,0.5459950268435846,0.2875149078783189,0.0,A
Faywood spr,32.55403823,-107.9867174,0.5413391156383566,0.38563739514026335,0.0,B
Apache well,32.64048324,-108.1387645,0.5878901620995461,0.18736575073360878,0.0,A
Radium spr,32.50270608,-106.9208891,0.17731334190485795,0.6712857257242617,0.10805778751378425,B
Well 4,32.24927086,-106.9792122,0.0,0.8219249160526504,0.12936824928837384,B
Carne well,32.25659024,-107.5737009,0.14492133952052305,0.6444749111576136,0.0,B
Los Alturas,32.27132749,-106.7036745,0.06330909912252868,0.7735651245344854,0.0,B
Well 2,32.2846619,-107.0224495,0.0,0.7525584725244798,0.14035049770254848,B
Well 3,32.07547507,-107.6109744,0.21229230904412355,0.6104255688849373,0.0,B
Well 5,32.1426885,-106.8708971,0.0,0.7736536674287091,0.04074361144060864,B
Lightning Dock,32.15224481,-108.8424302,0.2302163324630571,0.7103795176284237,0.0,B
Fed H1 well,31.8515527,-107.0340698,0.012750053420533078,1.0,0.13745538109120667,B
