Name,S1,S2,S3,S4,S5
Boron concentration,3.576868990123718,5.60012596445592,0.9515386156268556,6.7842904409845355,1.369576146292252
Gravity anomaly,7.2917213378748125,9.909380213325873,2.6692727345525342e-107,8.768734458e-314,0.5771625127164024
Magnetic intensity,9.709164300282486,4.596662681035792,1.550721913427497e-8,6.2776073780755235,4.351694543243221e-122
Volcanic dike density,8.795839276637228,2.5e-323,1.1e-322,5.0e-323,4.944064777484972e-218
Drainage density,10.997080601870787,9.4e-323,6.597269362991248,4.850451551124041,2.1868183518523687
Fault intersection density,1.997864044568077,0.1293275748957342,2.0e-323,2.5e-323,4.395088879520634
Quaternary fault density,4.2339237870461934e-193,4.767246679155999,2.0e-323,2.5e-323,4.768183143564565
Seismicity,8.0e-323,2.5e-323,0.32235237678351863,0.03285563401866662,4.536473384264412
State map fault density,5.4805402855665084e-235,0.49396926822770076,8.873965366368074,1.2871360880365683,3.8315729429561847
Spring density,0.8055583966500645,2.5e-323,0.42320999900565315,3.9234435136275483,4.059341378102732
Volcanic vent density,5.0e-323,3.011410360267639,1.0403449919418497,1.302712393988952,1.7193697258452334
Lithium concentration,15.470923770854508,5.027896949349014,1.9674529924004954e-88,6.543068965018262,0.9908398937908378
Precipitation,2.09679544852038,1.5185002644299732e-223,11.75323399486302,1.4607180760147317e-16,1.5e-323
Silica geothermometer,3.296961785676151,6.972673026796077,6.5057245270499395,6.20745073032728e-111,0.864158717638243
Hydraulic gradient,1.1503186277422119e-132,0.14985852259163335,8.735439421074018,0.48763367605649316,2.4014559695536373
Heat flow,1.772745088326436,5.150970572852909,2.76818765017387,3.014479749735471,0.8768470986623731
Crustal thickness,2.8914316277213175,1.2e-322,2.170519059002374,10.639091912658467,1.6987951257353955e-100
Depth to basement,5.0e-323,7.538155401921019,8.613915179993472e-53,3.0532790704748987,3.5e-323
