Signal A (S1)
30	1.0
19	0.884
12	0.849
16	0.846
26	0.839
17	0.83
32	0.789
31	0.785
8 	0.77
11	0.761
13	0.746
9 	0.743
29	0.742
21	0.733
28	0.704
5 	0.696
10	0.681
18	0.677
23	0.676
14	0.67
22	0.67
1 	0.648
7 	0.635
3 	0.635
6 	0.622
4 	0.602
2 	0.598
35	0.564
33	0.51

Signal B (S2)
44	1.0
37	0.84
40	0.784
42	0.719
39	0.692
36	0.688
43	0.677
20	0.605
38	0.592
41	0.561
24	0.48
15	0.463
25	0.401
34	0.392
27	0.355

