Name,S1,S2
1,0.026921467715657628,0.019046708042200867
2,0.024855851499192408,0.00227576008215846
3,0.02641064601203567,0.002302185194377548
4,0.02501540609475175,0.026690703700850867
5,0.028952023767293656,0.000600083220107298
6,0.025874460169493296,0.008815278294161634
7,0.026420468533734736,0.0024897435490771453
8,0.032004986981551437,0.02932044238215289
9,0.030894314355796322,0.007212010934809762
10,0.02833392156559664,0.021837391203714123
11,0.0316484710872911,0.02972791151406875
12,0.035313533213573625,0.006420281682318396
13,0.0309998036560111,0.0
14,0.02786792211919422,0.014016581518216454
15,0.0099107228052729,0.03273966049100964
16,0.03516548875559011,0.002833749778521157
17,0.03450154365344175,0.0051888120330458865
18,0.028143735508220257,0.024582537291117833
19,0.03675920413014498,0.012651903074007041
20,0.01776277455265149,0.042776724047595235
21,0.030485943830132915,0.015135844616114677
22,0.02785071393027941,0.023255822928920884
23,0.02812390866886564,0.010020702037017212
24,0.01949670392847952,0.033976983686764176
25,0.019999723609880043,0.02832915209266457
26,0.03488693573687696,0.004430343225227878
27,0.018051100664126057,0.02510117858277829
28,0.029257818836712714,0.006751900360616222
29,0.030842432388621423,0.008733530186326999
30,0.041576250106898305,0.003052127903677032
31,0.03264569194969869,0.014059698101043981
32,0.032788104917607135,0.008141514371325435
33,0.021211288147628123,0.02132080358500455
34,0.02070064411774359,0.027706552912234922
35,0.02342877908060291,0.014950609765794265
36,0.00782594475761625,0.048638221136086034
37,0.0,0.05942602330488109
38,0.003603255294261702,0.0418920544381197
39,0.0001309711299152421,0.048941155996119916
40,1.0121796490478444e-148,0.055434469797466086
41,0.0063228591832640985,0.03968400192047852
42,0.0,0.050866251134841806
43,0.006556509592410094,0.047900949777670856
44,0.00045767395188407755,0.07072164010531398
