Name,S1,S2
Normal stress,6354.005424192762,12532.161077113244
Coulomb shear stress,6143.859534746565,12674.701628689942
Dilation,9310.764305522853,10982.871392989298
Faulting,11148.748240956565,12370.417992391811
Fault dilation tendency,5767.4587582283575,9956.956145846732
Fault slip tendency,4264.569212532786,6837.941673244897
Fault curvature,5148.0166723895045,8892.025252875983
Temperature,1437.762277997181,2143.707070299441
Fault density,12637.006207268783,12796.59295116877
Fault intersection density,8609.761144035103,11576.951740674018
Inverse distance from contacts,7618.101182342423,2810.5979518881545
Inverse distance from faults,10179.680998013084,16333.790066361222
Unit thickness,11409.761010495744,17061.505489257102
Lithology,6164.674825880828,8698.398908787785
