Name,X,Y,S1,S2,S3,Signal
15-12,327137.93,4.40603467e6,0.3417246640207472,0.5263054441075353,2.8381109953203304e-16,A
17-31,328813.04,4.40882204e6,2.1056685721051552e-16,0.2622134309694239,0.7170211160078063,B
18-1,327026.54,4.40703217e6,1.0,2.0248558089529374e-16,2.8381109953203304e-16,C
18-31,328801.97,4.40871725e6,0.2805546598436959,0.7903721368401666,0.1077428838997812,A
18A-1,327056.33,4.40703775e6,0.8169914722673248,0.12161205967072068,2.8381109953203304e-16,C
18B-31,328791.32,4.40871144e6,0.2947961727556763,0.5290482301401367,0.3533685238372828,A
18D-31,328751.91,4.40862911e6,0.4066747639289953,0.5456991542117574,0.21913749297334878,A
22-13,327161.72,4.4051245e6,0.3465834006115138,0.19915912960406837,0.20157298424723122,C
26-12,327300.66,4.40579963e6,2.1056685721051552e-16,0.48809785390131055,0.4533536346369963,A
27-1,327256.49,4.40720478e6,0.42098658906526554,0.4097639338191367,2.8381109953203304e-16,C
46-1,327805.01,4.40748476e6,2.1056685721051552e-16,0.6718401828092171,0.35020017586015495,A
46A-1,327774.78,4.40740108e6,2.1056685721051552e-16,0.6465823439655413,0.3885878465605786,A
47A-1,327661.35,4.40729129e6,2.1056685721051552e-16,0.5214053854425643,0.4794659331769856,A
47C-1,327746.25,4.4073085e6,2.1056685721051552e-16,0.7880999001114737,0.1692346394016146,A
48A-1,327704.9,4.40718065e6,2.1056685721051552e-16,0.8989270385268722,0.13827349988292437,A
55-1,328014.47,4.40772054e6,0.3177637912756481,0.36936717566039423,0.5281127653533693,B
56-1,327963.43,4.40755491e6,0.0642336232907421,0.46664858135368514,0.6580423150670457,B
56A-1,327859.51,4.40755578e6,0.3056327673417192,0.7262566162896978,2.8381109953203304e-16,A
56B-1,327891.35,4.40745289e6,2.1056685721051552e-16,0.5722349361304084,0.568792314995365,A
57-1,327931.46,4.40741438e6,2.1056685721051552e-16,0.5432105366690124,0.6871980334034192,B
64-1,328156.6,4.40795433e6,0.2795874702824026,2.0248558089529374e-16,0.8370025559017554,B
68A-1,328229.72,4.40707921e6,0.27190841371507235,0.1595695783699277,0.7794300233577527,B
68B-1,328065.7,4.40706164e6,0.34127224419860736,0.3061735607781228,0.6447699088975939,B
77-1,328214.13,4.40718169e6,0.580975219331801,0.20263631392436232,0.44315469949514735,C
81-1,328567.28,4.40851194e6,2.1056685721051552e-16,0.9318852081246003,0.18547450882552852,A
81-11,326859.34,4.4069495e6,2.1056685721051552e-16,0.6166384238988085,0.17673787962220233,A
81A-1,328598.76,4.40855648e6,2.1056685721051552e-16,1.0,0.09575234467052676,A
81B-1,328528.63,4.40843124e6,0.3903965710705576,0.7375381108756917,4.908595374669565e-13,A
82A-11,326907.12,4.40670723e6,0.7738944383113339,2.0248558089529374e-16,2.8381109953203304e-16,C
88-11,326889.0,4.40544507e6,0.44243047965319154,0.3586688829927546,2.8381109953203304e-16,C
B1,327745.53,4.40596877e6,2.1056685721051552e-16,0.49997526631408745,0.4164967387047285,A
B2,327721.65,4.40609786e6,2.1056685721051552e-16,0.07739237709970292,1.0,B
B3,327738.97,4.40619405e6,0.3012108019792515,2.0248558089529374e-16,0.7457950633423028,B
B4,327778.14,4.40639034e6,0.4293795592482793,0.0007375562625190121,0.7114429192456468,B
B5,327713.81,4.40629808e6,0.6720987540836841,2.0248558089529374e-16,0.3982601737782361,C
B5A,327754.04,4.40637455e6,0.48011577842243863,1.6767761982185845e-5,0.638921323904752,C
B6,327848.36,4.40636567e6,0.560101008283459,2.0248558089529374e-16,0.5066434579191552,C
B7,327784.51,4.40629935e6,0.7318817275693682,1.7367841685599199e-12,0.46732091008824117,C
B8,327603.56,4.40643766e6,2.1056685721051552e-16,0.31158357281314175,0.7382256443298494,B
BCH-1,328398.2,4.40887416e6,0.20249489220673775,0.4441962019253693,0.21178961984376107,A
BCH-2,327732.14,4.40800628e6,2.1056685721051552e-16,0.5078614233817917,0.4336269503442671,A
BCH-3,327126.74,4.40600409e6,0.32521707091538743,0.5575246496097921,2.8381109953203304e-16,A
EE-1,327575.0,4.40640489e6,2.1056685721051552e-16,0.33041254097130446,0.69897593869439,B
MG-1(SP-1),328194.09,4.4071925e6,0.6802774548684128,2.0248558089529374e-16,0.5647713077970693,C
MG-2(SP-2),328128.08,4.4076273e6,0.3050595805775541,2.0248558089529374e-16,0.8730013333918154,B
MGI-1,327853.91,4.40678619e6,0.2990329254408278,0.2802042308684867,0.6165019861225696,B
MGI-2,327994.35,4.40709171e6,0.7117543637391388,2.416631892818612e-9,0.532984560985787,C
