Name,X,Y,S1,S2,S3,Signal
15-12,327137.93,4.40603467e6,0.8387496467345192,0.8687716516008952,0.18855204272583845,C
17-31,328813.04,4.40882204e6,0.3727790602160382,0.3004304892197847,0.2600699273741962,B
18-1,327026.54,4.40703217e6,0.6341733308746764,0.8331175015557019,0.34981192779994247,C
18-31,328801.97,4.40871725e6,0.26222867356639357,0.22891894990397754,0.1567239232322787,B
18A-1,327056.33,4.40703775e6,0.5350243873325328,0.8550397299836782,0.3478057441877867,C
18B-31,328791.32,4.40871144e6,0.35141009099803006,0.23819715008303513,0.1967017158919001,B
18D-31,328751.91,4.40862911e6,0.3039509338379402,0.2965728591164854,0.11366781364265689,C
22-13,327161.72,4.4051245e6,0.2961840878573733,0.3762882295274979,0.7459417701807527,A
26-12,327300.66,4.40579963e6,0.45180759776648466,0.4632618905384651,0.3460074336355108,B
27-1,327256.49,4.40720478e6,0.42838401425237094,1.0,0.2660542942820963,C
46-1,327805.01,4.40748476e6,0.49859552353046915,0.6036488136018863,0.5025289972280574,A
46A-1,327774.78,4.40740108e6,0.44580750681989995,0.589013674072539,0.5397548113398931,A
47A-1,327661.35,4.40729129e6,0.5146684999573414,0.7596766316644853,0.7452066638612965,A
47C-1,327746.25,4.4073085e6,0.4339339806940826,0.6611820533686746,0.6237204774363471,A
48A-1,327704.9,4.40718065e6,0.1190358697961442,0.48139964516208306,0.4184395604844465,A
55-1,328014.47,4.40772054e6,0.9574916341596705,0.3591290677132391,0.661389397545447,B
56-1,327963.43,4.40755491e6,1.0,0.5978097282692668,0.8699503843552171,B
56A-1,327859.51,4.40755578e6,0.7522395449941864,0.5668612976358057,0.6581202485262877,B
56B-1,327891.35,4.40745289e6,0.2674150380571606,0.46506563484280583,0.36970607601457955,A
57-1,327931.46,4.40741438e6,0.9491550576793496,0.7948821659092216,0.8809668538569027,B
64-1,328156.6,4.40795433e6,0.5305120573044304,0.3946498710105977,1.0,A
68A-1,328229.72,4.40707921e6,0.687581825202645,0.7675844235072821,0.6907913540541326,A
68B-1,328065.7,4.40706164e6,0.772466154951253,0.6261033070037009,0.6494225883583821,B
77-1,328214.13,4.40718169e6,0.8369035368375611,0.751959799542105,0.7197124909988636,B
81-1,328567.28,4.40851194e6,0.23382132161697522,0.21658914790191797,0.18741461931809875,B
81-11,326859.34,4.4069495e6,0.358577510726133,0.5416621648758956,0.10548638514103166,C
81A-1,328598.76,4.40855648e6,0.20621312106132433,0.20685454422176183,0.17325198391023192,B
81B-1,328528.63,4.40843124e6,0.3210829073130607,0.2075138896913797,0.16160006021685264,B
82A-11,326907.12,4.40670723e6,0.2151624183854187,0.7452568088981216,0.2778549987888168,C
88-11,326889.0,4.40544507e6,0.5646517678349453,0.6911405814003981,0.3907333290874306,C
B1,327745.53,4.40596877e6,0.48631023990374067,0.29616120311888516,0.5975613842438396,B
B2,327721.65,4.40609786e6,1.9139026538814963e-16,0.09534165153736414,0.056471776284688704,A
B3,327738.97,4.40619405e6,0.13709973627832817,0.1999080914779899,0.15507187388975463,A
B4,327778.14,4.40639034e6,0.29094721848886385,0.22418219631283468,0.19824601629916974,B
B5,327713.81,4.40629808e6,0.4491820264878391,0.5357482997826927,0.4374724188395635,A
B5A,327754.04,4.40637455e6,0.4481622658863126,0.33308116050877573,0.29035255817969385,B
B6,327848.36,4.40636567e6,0.2638879117460284,0.20599280665351538,0.17011127838604848,B
B7,327784.51,4.40629935e6,0.15874481718614097,0.06420033221331145,0.06888527779398396,B
B8,327603.56,4.40643766e6,0.4102206244645939,0.8020172271168258,0.6331997207024755,A
BCH-1,328398.2,4.40887416e6,0.606069438086146,0.45629666651377077,0.49231000998375546,B
BCH-2,327732.14,4.40800628e6,0.6804290188504049,0.676973746383898,0.5910853235998687,B
BCH-3,327126.74,4.40600409e6,0.9056926879369989,0.8510602019438607,0.20174000453449042,C
EE-1,327575.0,4.40640489e6,0.3961892942874683,0.8520272134493607,0.5799749021974016,A
MG-1(SP-1),328194.09,4.4071925e6,0.6625418781188549,0.790656465448845,0.7365157895766505,A
MG-2(SP-2),328128.08,4.4076273e6,0.6286394683302441,0.5352019113643929,0.934560232254749,A
MGI-1,327853.91,4.40678619e6,0.18293635498186187,0.20292384530759539,0.2037746071679433,A
MGI-2,327994.35,4.40709171e6,0.2949233352767785,0.13064872904547248,0.13909799936986839,B
