Name,X,Y,S1,S2,Signal
15-12,327137.93,4.40603467e6,0.8256815319973356,0.609045918294505,B
17-31,328813.04,4.40882204e6,0.3716276297404195,0.3198705052366868,B
18-1,327026.54,4.40703217e6,0.6273413281522127,0.7505849991321489,B
18-31,328801.97,4.40871725e6,0.26110335769277254,0.22134194790841355,B
18A-1,327056.33,4.40703775e6,0.5288314844925823,0.7972669087821979,A
18B-31,328791.32,4.40871144e6,0.35010443145987513,0.23007033029678048,B
18D-31,328751.91,4.40862911e6,0.301486768894289,0.23545660217899672,B
22-13,327161.72,4.4051245e6,0.3055343622639071,0.7402976437515801,A
26-12,327300.66,4.40579963e6,0.4485802886104097,0.4935633223865673,B
27-1,327256.49,4.40720478e6,0.42305084486626754,0.8916856621961637,A
46-1,327805.01,4.40748476e6,0.4972018391775976,0.7047411178033981,A
46A-1,327774.78,4.40740108e6,0.44513671707059954,0.7345083950932689,A
47A-1,327661.35,4.40729129e6,0.5144638716221787,1.0,A
47C-1,327746.25,4.4073085e6,0.4340153429782837,0.8567958858330686,A
48A-1,327704.9,4.40718065e6,0.11896388255247535,0.6593093079642648,A
55-1,328014.47,4.40772054e6,0.958036899002238,0.4711138448619188,B
56-1,327963.43,4.40755491e6,1.0,0.8043585909601905,B
56A-1,327859.51,4.40755578e6,0.7519727943833117,0.7052019347161571,B
56B-1,327891.35,4.40745289e6,0.26722673510561495,0.5656652811022753,A
57-1,327931.46,4.40741438e6,0.9477323649209809,0.9927665194436839,B
64-1,328156.6,4.40795433e6,0.5298336061712844,0.8730585003074189,A
68A-1,328229.72,4.40707921e6,0.6842981382645404,0.917778601240743,A
68B-1,328065.7,4.40706164e6,0.7697894736370561,0.7443273266525333,B
77-1,328214.13,4.40718169e6,0.8334379114162476,0.8794915242064029,B
81-1,328567.28,4.40851194e6,0.23320999455425404,0.241090555043757,B
81-11,326859.34,4.4069495e6,0.3556318095108367,0.4167313461582919,B
81A-1,328598.76,4.40855648e6,0.2056247043115858,0.23145961556541564,B
81B-1,328528.63,4.40843124e6,0.3196281296699629,0.18922784709771123,B
82A-11,326907.12,4.40670723e6,0.21309536408028962,0.7510871614182455,A
88-11,326889.0,4.40544507e6,0.5607835643323821,0.6802513769475045,B
B1,327745.53,4.40596877e6,0.48441750174159376,0.5211001099354564,B
B2,327721.65,4.40609786e6,2.3571403473920875e-16,0.11912523440914893,A
B3,327738.97,4.40619405e6,0.13634715442110257,0.23425935474654025,A
B4,327778.14,4.40639034e6,0.28952563784966734,0.2382615594551024,B
B5,327713.81,4.40629808e6,0.446810040866416,0.6184779160126471,A
B5A,327754.04,4.40637455e6,0.44590455848369087,0.34628044499423777,B
B6,327848.36,4.40636567e6,0.2626091115075248,0.21143275036521264,B
B7,327784.51,4.40629935e6,0.15798349694706115,0.0539307192654342,B
B8,327603.56,4.40643766e6,0.40853563899834217,0.9894190623934931,A
BCH-1,328398.2,4.40887416e6,0.6046757722015632,0.5421116539107259,B
BCH-2,327732.14,4.40800628e6,0.677355946764305,0.7739593945039192,B
BCH-3,327126.74,4.40600409e6,0.8907958895712679,0.5848507911723329,B
EE-1,327575.0,4.40640489e6,0.3940613007316739,0.9979841858035151,A
MG-1(SP-1),328194.09,4.4071925e6,0.6597317566762212,0.976559497598689,A
MG-2(SP-2),328128.08,4.4076273e6,0.6288561780038733,0.9122859931102589,A
MGI-1,327853.91,4.40678619e6,0.18230101957469347,0.25702589610267157,A
MGI-2,327994.35,4.40709171e6,0.29368923672041247,0.11733523810162329,B
