Name,S1,S2
Normal stress,0.0544965797685981,0.12356108932742306
Coulomb shear stress,0.0558972531086665,0.1229105943633889
Dilation,0.05456960599106768,0.1392585461897102
Faulting,0.06415424655381145,0.15801599423938126
Fault dilation tendency,0.17920671745077257,5.803071816125492e-17
Fault slip tendency,0.12654613171426268,5.803071816125492e-17
Fault curvature,0.15961762836199841,5.803071816125492e-17
Temperature,0.042885252014246734,5.803071816125492e-17
Fault density,0.07560746192329897,0.15603092650889405
Fault intersection density,0.0679251590913719,0.12367603347123914
Inverse distance from faults,0.11909396402190496,0.17654681589996352
