Name,X,Y,S1,S2,S3,S4,Signal
15-12,327137.93,4.40603467e6,0.8287770282200916,0.9942482354491539,0.37692442910455426,0.41195362794866663,C
17-31,328813.04,4.40882204e6,0.37721793483863575,0.29899049428338226,0.24439191697678952,0.3666634129537801,A
18-1,327026.54,4.40703217e6,0.6458270890584503,0.7085096000737582,0.2624620350938456,0.8773609619708859,B
18-31,328801.97,4.40871725e6,0.2659949454860092,0.21477542899541943,0.12564435881325386,0.27770698611276906,A
18A-1,327056.33,4.40703775e6,0.5441064139268532,0.719877721634905,0.27955181412107777,0.8648993264654546,B
18B-31,328791.32,4.40871144e6,0.3568371423567629,0.23175793334238642,0.15453187304223692,0.3215798756842044,A
18D-31,328751.91,4.40862911e6,0.30821272239415626,0.271897134612058,0.07972442839845506,0.3040630990506648,B
22-13,327161.72,4.4051245e6,0.31402468254944627,0.28480598915676536,0.35864820348698,1.0,B
26-12,327300.66,4.40579963e6,0.44971040532198325,0.49789595417005467,0.4496018418658107,0.38905010877338014,A
27-1,327256.49,4.40720478e6,0.4322781329500234,0.851647445521246,0.3066497309912685,0.8018585311256786,B
46-1,327805.01,4.40748476e6,0.4991142780566735,0.5719039930984661,0.5764148200708985,0.6370287362441059,D
46A-1,327774.78,4.40740108e6,0.4457894884211515,0.5559438063015815,0.6203999182889335,0.6378285152801149,D
47A-1,327661.35,4.40729129e6,0.5114337023402972,0.7405951167896849,0.9237925663760286,0.7643214811132891,D
47C-1,327746.25,4.4073085e6,0.43143388316667053,0.6347625168998127,0.7591197739556511,0.6719628676644659,D
48A-1,327704.9,4.40718065e6,0.11819688984159706,0.43659661666893157,0.5065360991931456,0.4600314155693213,D
55-1,328014.47,4.40772054e6,0.9543131588251148,0.47644193043561406,0.826519666511287,0.5029889174648869,A
56-1,327963.43,4.40755491e6,1.0,0.6566952929946136,0.9920870370977165,0.8228813960290359,A
56A-1,327859.51,4.40755578e6,0.7521989823848827,0.6073349665717681,0.7901786766576298,0.6482407368269847,A
56B-1,327891.35,4.40745289e6,0.2682889168597938,0.4097235531478807,0.3895607274491242,0.5136078000639988,D
57-1,327931.46,4.40741438e6,0.9520113086004339,0.7879589693210991,0.9655917472403883,0.9963722365693012,A
64-1,328156.6,4.40795433e6,0.5345631200433629,0.35868526108485604,0.9015824748421614,0.957196271300248,D
68A-1,328229.72,4.40707921e6,0.6882697360282943,0.7547911147184473,0.7683845704258333,0.8334414848263476,D
68B-1,328065.7,4.40706164e6,0.7696740448731616,0.6728709363655325,0.8042613845998038,0.653639091577445,A
77-1,328214.13,4.40718169e6,0.8367945652525275,0.771209874197599,0.8156653309371693,0.8294129822666196,A
81-1,328567.28,4.40851194e6,0.23517503078212004,0.2194830245229311,0.20117005901195958,0.23710036373457116,A
81-11,326859.34,4.4069495e6,0.3672142796402903,0.4027383665962235,0.015170885290359032,0.5723914377061688,B
81A-1,328598.76,4.40855648e6,0.20731849530114427,0.20675827905158867,0.18803162848939106,0.22156205773598256,A
81B-1,328528.63,4.40843124e6,0.3237464025153854,0.2170313531412841,0.15534694654986367,0.24274271263714944,A
82A-11,326907.12,4.40670723e6,0.22145387826687474,0.5594717330338219,0.12836319870090473,0.82123728101866,B
88-11,326889.0,4.40544507e6,0.5624590835384409,0.7621864853962644,0.5860005620093163,0.4360474628308892,C
B1,327745.53,4.40596877e6,0.4947544708075176,0.27675457887637556,0.43244350185864155,0.7002334984569325,B
B2,327721.65,4.40609786e6,2.553262000098371e-16,0.08012421437027148,0.059991736299408994,0.08720082719558073,D
B3,327738.97,4.40619405e6,0.13809220972038094,0.19169316031841574,0.1737906174022562,0.19930945622194726,D
B4,327778.14,4.40639034e6,0.2905580552572481,0.24385381042789403,0.24464711449516519,0.22018612195108467,A
B5,327713.81,4.40629808e6,0.4489691105664708,0.5244756928234902,0.4835037667914064,0.5584734621438132,D
B5A,327754.04,4.40637455e6,0.44840692098869633,0.35709112384882435,0.34000569822080506,0.34621690818348627,A
B6,327848.36,4.40636567e6,0.2633826015710295,0.2221013971041701,0.2034202993408541,0.2034056627429611,A
B7,327784.51,4.40629935e6,0.15878615668759596,0.08119576227070076,0.08147819262112857,0.07447900896473582,A
B8,327603.56,4.40643766e6,0.41148565338299664,0.7373799234467077,0.714520569299871,0.8076071847093714,D
BCH-1,328398.2,4.40887416e6,0.5994991858455063,0.5783641259217714,0.7713099474955433,0.2931132612923649,C
BCH-2,327732.14,4.40800628e6,0.666392913803276,0.8223156377930773,1.0,0.35392448406903937,C
BCH-3,327126.74,4.40600409e6,0.8921552503781063,1.0,0.391307540901198,0.40409715144577896,C
EE-1,327575.0,4.40640489e6,0.39728701665814653,0.7770556769195243,0.6541919310251822,0.8119792538854652,D
MG-1(SP-1),328194.09,4.4071925e6,0.6623091456486959,0.7824798529429821,0.8499602960423852,0.8353438645452377,D
MG-2(SP-2),328128.08,4.4076273e6,0.63144286535666,0.5144212391409854,0.9517945107879526,0.9069154647065593,D
MGI-1,327853.91,4.40678619e6,0.1812369712481182,0.21770980046898994,0.2837441942794883,0.17409709824546765,D
MGI-2,327994.35,4.40709171e6,0.293237587535002,0.1633996554101314,0.1836320931559855,0.13544797147095805,A
