Name,S1,S2,S3,S4
Normal stress,3531.0494798439436,5978.697041088375,5041.622284815344,5107.58884988078
Coulomb shear stress,3933.603047747741,5399.143433628874,5484.528649379578,4857.050968570568
Dilation,7038.905758720116,6022.92764115257,5289.868792850471,3336.374144359244
Faulting,10194.250550694049,5813.212339379777,6550.25397033708,3011.414890001768
Fault dilation tendency,5835.132902670472,4209.844372822885,2275.190901580168,3955.0907583345925
Fault slip tendency,4177.854588853981,3054.9024195656157,1564.0273613576994,2693.074887921074
Fault curvature,5209.806860338242,3784.753913983279,1982.1452837627312,3558.8446342853595
Temperature,1290.0970290137986,979.8235214394747,578.7160113966465,828.6149120039606
Fault density,11496.499436209058,7612.142141944767,4249.87938250819,3455.862346005474
Fault intersection density,6605.238215720808,7068.708766385631,1712.8627516717204,5495.264256927909
Inverse distance from faults,7.408868890203361,6.805454916183055,8.46359861192999,4.840400375114418
