Name,S1,S2
Normal stress,8047.107097522025,12604.334243959576
Coulomb shear stress,8645.971182335177,11933.05104922639
Dilation,8754.063995773948,13455.009343112146
Faulting,10974.148635777714,14776.572341670957
Fault dilation tendency,5334.746944312161,10884.98481610984
Fault slip tendency,3676.392337881555,7771.287081078113
Fault curvature,4666.462263108331,9817.118620719744
Temperature,1208.9579173666707,2465.3269353690644
Fault density,9064.44853701533,17534.00382323788
Fault intersection density,4650.120582542256,16413.017178387716
Inverse distance from faults,14.479016097821516,12.933201083253218
