Name,X,Y,S1,S2,S3,S4,S5,S6,Cluster
B6,327848.36,4.40636567e6,0.015884095793947218,0.7900023276473586,0.3454093414130849,0.3438163791923431,5.210625093953699e-16,0.39019057913890526,A
B7,327784.51,4.40629935e6,0.10696125726409696,0.8355230488192908,0.08795378889569214,0.44710773980627766,0.45908749172789715,0.26839879914197007,A
B8,327603.56,4.40643766e6,4.604461086407843e-16,6.089933246187557e-16,0.43619381863169054,0.7569467138193386,5.210625093953699e-16,4.3958847664929017e-16,B
BCH-1,328398.2,4.40887416e6,0.7517119110394873,6.089933246187557e-16,2.88922820434788e-16,4.2967035086555556e-16,0.5954626739806239,0.2978101371698962,C
BCH-2,327732.14,4.40800628e6,0.7186859950903222,6.089933246187557e-16,2.88922820434788e-16,1.0,5.210625093953699e-16,4.3958847664929017e-16,C
BCH-3,327126.74,4.40600409e6,1.0,0.5591191806548823,2.88922820434788e-16,4.2967035086555556e-16,5.210625093953699e-16,0.43332568925650194,C
EE-1,327575.0,4.40640489e6,4.604461086407843e-16,6.089933246187557e-16,0.4735309344009239,0.6648628560692068,5.210625093953699e-16,4.3958847664929017e-16,B
MG-1(SP-1),328194.09,4.4071925e6,4.604461086407843e-16,0.8192126735411353,2.88922820434788e-16,0.8560044349233733,5.210625093953699e-16,0.5120872758233217,A
MG-2(SP-2),328128.08,4.4076273e6,4.604461086407843e-16,6.089933246187557e-16,2.88922820434788e-16,0.7439697737547661,0.8492998299960276,0.23863024128185006,D
MGI-1,327853.91,4.40678619e6,0.13557934336924488,0.3784638499531395,0.0023957742491760355,0.9632289383657496,0.7221630741465507,5.826707830814747e-14,B
MGI-2,327994.35,4.40709171e6,0.2384862666431424,0.8775428386152596,0.0019020711344055563,0.8661476612149032,0.12545368059400955,0.5405092948808927,A
