Name,S1,S2,S3,S4,S5,S6
15-12,0.07700472094543036,0.047344650654413095,2.5849513747324657e-17,2.7264817175723675e-17,2.736808475967527e-17,0.03200849166019386
17-31,4.0640437106265985e-12,4.825338819120687e-17,0.009179508325791435,0.05131356434720223,0.02813494721813402,3.027167534562998e-17
18-1,4.029818961481704e-17,0.07923467506218503,2.5849513747324657e-17,2.7264817175723675e-17,0.010237304456300306,0.052961851112190386
18-31,0.00047667656266526734,4.825338819120687e-17,0.00536416360531042,0.011481762260246888,0.04389136795951738,0.034352229332890116
18A-1,4.029818961481704e-17,0.04393428826569156,0.020370902639818275,2.7264817175723675e-17,2.736808475967527e-17,0.0480332822271365
18B-31,1.153711407255035e-5,4.825338819120687e-17,0.0014726312658958013,0.011789381418960462,0.04319901782361452,0.037259113913122935
18D-31,0.0005818220959232963,0.024159442660870264,0.024276115650127373,0.0003306353103473778,0.033613161370264634,0.031167149328342775
22-13,0.011199070428413433,4.825338819120687e-17,0.00766961053246728,2.7264817175723675e-17,0.05058261118439596,3.027167534562998e-17
26-12,0.05567469561652491,4.825338819120687e-17,0.0011884445072738012,0.02877331116119722,0.025884447431716265,3.027167534562998e-17
27-1,0.05921547918725738,4.825338819120687e-17,2.5849513747324657e-17,2.7264817175723675e-17,2.736808475967527e-17,0.05478938325262643
27A-1,0.059215510346613945,4.825338819120687e-17,2.5849513747324657e-17,2.7264817175723675e-17,2.736808475967527e-17,0.05478938971078936
46-1,0.03992544512694378,4.825338819120687e-17,0.0365568185274372,2.7264817175723675e-17,0.044779439641149686,3.027167534562998e-17
46A-1,0.04359531049476899,4.825338819120687e-17,0.040242986946078904,2.7264817175723675e-17,0.04020909091565075,3.027167534562998e-17
47A-1,5.231740968176305e-9,4.825338819120687e-17,0.046605210609011245,0.05516490909127294,2.736808475967527e-17,3.027167534562998e-17
47C-1,0.05597283899685075,4.825338819120687e-17,0.05858229231363364,2.7264817175723675e-17,0.008228783760941305,3.027167534562998e-17
48A-1,0.03485499546727254,4.825338819120687e-17,0.08946857748524258,2.7264817175723675e-17,2.736808475967527e-17,3.027167534562998e-17
55-1,0.0013373649773720253,0.026584942231286036,0.037629220706867354,0.02775827160830604,0.026882583530192638,0.016998544768103984
56-1,4.029818961481704e-17,4.825338819120687e-17,0.03698255726358637,0.049381567792737245,0.035118670074180305,2.896394725323518e-7
56A-1,0.05250806425760705,4.825338819120687e-17,0.046295018288199215,2.7264817175723675e-17,2.736808475967527e-17,0.036968728548565886
56B-1,1.6899474493699503e-6,4.825338819120687e-17,0.0630062498140487,0.05386787935981017,2.736808475967527e-17,3.027167534562998e-17
57-1,0.021822830280621493,4.825338819120687e-17,0.03922332156641388,0.03909533406220563,0.0365643104698951,3.027167534562998e-17
64-1,4.029818961481704e-17,4.825338819120687e-17,2.5849513747324657e-17,0.02929955719315541,0.048158657102182895,0.02089596582566504
68A-1,0.03194347692807874,0.034242478259707845,2.5849513747324657e-17,0.05163560903974048,0.02841498826108706,3.027167534562998e-17
68B-1,0.05962393221178884,0.05512772012805264,2.5849513747324657e-17,0.02003004679930495,0.04848737418350995,1.8953382554708617e-5
77-1,4.029818961481704e-17,0.06741191890483676,0.02903944143926656,2.7264817175723675e-17,0.03125922788749729,0.02421532566331496
