Name,X,Y,S1,S2,S3,S4,Cluster
15-12,327137.93,4.40603467e6,3.1728634108827577e-16,2.7012203105713275e-16,0.4462816247394109,0.47554917612178726,B
17-31,328813.04,4.40882204e6,0.5402044997638804,0.42946285177927,3.588175795589553e-16,3.5651151662319756e-7,A
18-1,327026.54,4.40703217e6,0.27655840176178054,0.25370740279009807,0.6138179637929195,1.8020556206331555e-16,C
18-31,328801.97,4.40871725e6,0.8171938803717134,2.7012203105713275e-16,0.42639958291120983,0.006500238801165553,C
18A-1,327056.33,4.40703775e6,0.33035822899534256,0.1439170427792712,0.6635633828404827,1.8020556206331555e-16,C
18B-31,328791.32,4.40871144e6,0.7868482665670734,2.7012203105713275e-16,0.4562373526286913,0.00013431202938326783,C
18D-31,328751.91,4.40862911e6,0.6196765752584945,0.16403163738617815,0.5266250161225555,0.002770089539312631,C
22-13,327161.72,4.4051245e6,0.6216149987306063,2.7012203105713275e-16,0.03063330444393477,0.055978833512314974,D
26-12,327300.66,4.40579963e6,0.40610552270288114,0.19343937735134906,3.588175795589553e-16,0.26958243821081157,B
27-1,327256.49,4.40720478e6,3.1728634108827577e-16,2.7012203105713275e-16,0.6819215710246963,0.30953353276784756,B
27A-1,327256.49,4.40720478e6,3.1728634108827577e-16,2.7012203105713275e-16,0.6819215720757085,0.30953371147448905,B
46-1,327805.01,4.40748476e6,0.8874150961527436,2.7012203105713275e-16,3.588175795589553e-16,0.24495136552852453,D
46A-1,327774.78,4.40740108e6,0.8385107580975903,2.7012203105713275e-16,3.588175795589553e-16,0.28655377889658595,D
47A-1,327661.35,4.40729129e6,0.4762520829022319,0.42446119906664687,3.588175795589553e-16,0.1607945374066022,A
47C-1,327746.25,4.4073085e6,0.4905203958124357,2.7012203105713275e-16,3.588175795589553e-16,0.49079127856120375,B
48A-1,327704.9,4.40718065e6,3.1728634108827577e-16,2.7012203105713275e-16,3.588175795589553e-16,1.0,B
55-1,328014.47,4.40772054e6,0.5810323994414559,0.393334824855533,0.31954089379650735,0.07899073329928964,A
56-1,327963.43,4.40755491e6,0.7059813330467346,0.5359599148268155,0.03413615211792256,0.04021510468548038,A
56A-1,327859.51,4.40755578e6,0.4250754002687852,2.7012203105713275e-16,0.40611792360617194,0.4134651146065026,B
56B-1,327891.35,4.40745289e6,3.1728634108827577e-16,0.4654808142751352,3.588175795589553e-16,0.6770854597516198,B
57-1,327931.46,4.40741438e6,0.735948007632943,0.41391467604266874,3.588175795589553e-16,0.18519451319873276,D
64-1,328156.6,4.40795433e6,0.5179717222528334,0.24991182482389895,0.34082059722093533,1.8020556206331555e-16,C
68A-1,328229.72,4.40707921e6,0.23303890048354975,0.6644119055234985,3.588175795589553e-16,0.1410399284806499,A
68B-1,328065.7,4.40706164e6,0.3957488307934991,0.40331700880603905,0.19593823469639865,0.2583890092299467,B
77-1,328214.13,4.40718169e6,0.6391988162056031,0.25744513281334463,0.4852347097819713,1.8020556206331555e-16,C
81-1,328567.28,4.40851194e6,0.968630926515218,2.7012203105713275e-16,0.002027160215300916,0.009350615362735664,D
81-11,326859.34,4.4069495e6,3.1728634108827577e-16,0.08269330835175985,3.588175795589553e-16,0.522834269766952,B
81A-1,328598.76,4.40855648e6,0.960101021570984,2.7012203105713275e-16,8.740719474995345e-5,0.00710262140918631,D
81B-1,328528.63,4.40843124e6,0.6099781269659097,0.13144723919475618,0.5477522577803619,1.2534094138040764e-5,C
82A-11,326907.12,4.40670723e6,3.1728634108827577e-16,2.7012203105713275e-16,1.0,1.8020556206331555e-16,C
82A-11-RD1,326907.12,4.40670723e6,3.1728634108827577e-16,2.7012203105713275e-16,1.0,1.8020556206331555e-16,C
82A-11-RD2,326907.12,4.40670723e6,3.1728634108827577e-16,2.7012203105713275e-16,1.0,1.8020556206331555e-16,C
82A-11-RD3,326907.12,4.40670723e6,3.1728634108827577e-16,2.7012203105713275e-16,1.0,1.8020556206331555e-16,C
88-11,326889.0,4.40544507e6,0.3523084268782893,2.7012203105713275e-16,0.4920751055750063,0.1209089766500334,C
B1,327745.53,4.40596877e6,0.2446675848784546,0.1777075949410439,3.588175795589553e-16,0.3846522712087574,B
B2,327721.65,4.40609786e6,1.0,2.7012203105713275e-16,1.0455390130191314e-13,0.009676325306428977,D
B3,327738.97,4.40619405e6,3.1728634108827577e-16,1.0,3.588175795589553e-16,0.04636989017041164,A
B4,327778.14,4.40639034e6,0.4513711787685235,0.6906938432466367,0.09406689832432233,2.9746161926619315e-8,A
