Name,S1,S2,S3,S4,S5,S6
Normal stress,3196.9718451344133,1880.8492693094804,4758.253962243138,3453.509099781236,1664.3000583730404,4577.505557322583
Coulomb shear stress,3140.641969507204,1364.0579408315677,4383.896509562589,3241.39518135101,2245.6209818222796,5047.661529018603
Dilation,1222.9493592093145,1209.744885017244,5991.537739714041,3738.8737725536903,4187.099397620495,5361.981308742734
Faulting,1041.2911307999461,212.57126614875455,6237.477344647155,4216.283566589054,6926.357805544116,6843.836855791982
Fault dilation tendency,2561.0061712878405,2341.4631592779833,3604.7257441204347,2557.269072010395,2846.8098043651266,1816.7915229323671
Fault slip tendency,1760.3828091949977,1586.6211181375265,2590.6308859692926,1858.0729014972458,2049.0149667289943,1273.5547971163087
Fault curvature,2295.959045096706,2091.954350375041,3369.0036643819617,2245.653888884991,2461.3778202756407,1599.6529032318313
Temperature,436.765417873784,476.9468732927071,957.5497659532102,501.11473219115675,763.6752873860831,487.81675123229087
Fault density,1059.077658666977,988.2259908686945,6547.2907136947115,5691.5518109077775,7835.319307057564,4420.026242332267
Fault intersection density,3720.0390714622313,1409.6854510541796,4752.708783012554,5431.077576857421,3143.2352002322164,1748.3674437969921
Inverse distance from faults,4.338448826218805,5.685127573787334,3.5043560987875,2.641880871200638,5.712824239265203,5.636999174287398
