Name,X,Y,S1,S2,S3,Signal
15-12,327137.93,4.40603467e6,0.19379429303162962,0.8566580209269347,0.8378052777742402,C
17-31,328813.04,4.40882204e6,0.26209325270005523,0.295758867586296,0.37379146853080253,B
18-1,327026.54,4.40703217e6,0.34936466988129367,0.8271998796878087,0.6352688338831233,C
18-31,328801.97,4.40871725e6,0.16008077752626643,0.2294341058475506,0.2628717047869418,B
18A-1,327056.33,4.40703775e6,0.34755789816143956,0.8470863220295749,0.5355889496372,C
18B-31,328791.32,4.40871144e6,0.20056023589670977,0.23753851351994001,0.35223822550577577,B
18D-31,328751.91,4.40862911e6,0.11647241322407373,0.3006505353388543,0.3044246945154217,C
22-13,327161.72,4.4051245e6,0.7310933602754774,0.38849231626316094,0.29835795654996294,A
26-12,327300.66,4.40579963e6,0.35302525321941697,0.4718017370364651,0.4531825634463865,B
27-1,327256.49,4.40720478e6,0.2682188972402884,1.0,0.4282527416798275,C
46-1,327805.01,4.40748476e6,0.5137712143460709,0.6050440132352002,0.4978476405527002,A
46A-1,327774.78,4.40740108e6,0.5541737346108594,0.6011470630846352,0.44510469316626755,A
47A-1,327661.35,4.40729129e6,0.7587367995798607,0.762461034335383,0.514845581552273,A
47C-1,327746.25,4.4073085e6,0.6400108138398283,0.6795910477738425,0.4339572766145338,A
48A-1,327704.9,4.40718065e6,0.4277513174870137,0.4945491002155368,0.11905561408400259,A
55-1,328014.47,4.40772054e6,0.6715319090367805,0.352939951168201,0.9575073312877611,B
56-1,327963.43,4.40755491e6,0.8866294929097284,0.5949306713719095,1.0,B
56A-1,327859.51,4.40755578e6,0.6698143513739117,0.5636614841880034,0.7514346023016227,B
56B-1,327891.35,4.40745289e6,0.38132797226836324,0.4836313076015611,0.26750207935329273,A
57-1,327931.46,4.40741438e6,0.9041287849697006,0.7983795882563322,0.9483544598063898,B
64-1,328156.6,4.40795433e6,1.0,0.3939404036031775,0.5308615435289878,A
68A-1,328229.72,4.40707921e6,0.6942800393889579,0.7572036283131564,0.6829627450723789,A
68B-1,328065.7,4.40706164e6,0.6642684209051123,0.6290863800180331,0.7729213434489348,B
77-1,328214.13,4.40718169e6,0.731358033348176,0.7544732196575803,0.8365154105249218,B
81-1,328567.28,4.40851194e6,0.18952879515741344,0.2169672063553415,0.2341595195676457,B
81-11,326859.34,4.4069495e6,0.10534955194007914,0.5323875112040994,0.35928876699649837,C
81A-1,328598.76,4.40855648e6,0.17505607012038052,0.20716188081585066,0.20667836292537503,B
81B-1,328528.63,4.40843124e6,0.16445540952926407,0.20553248950882289,0.32090317248147676,B
82A-11,326907.12,4.40670723e6,0.2956462403385398,0.8042785185944873,0.21568471576782292,C
88-11,326889.0,4.40544507e6,0.3863980393741102,0.68322270786219,0.5657195236194128,C
B1,327745.53,4.40596877e6,0.5966332252069323,0.28594034302681476,0.4883978755544223,B
B2,327721.65,4.40609786e6,0.05625333985208435,0.0957518915450484,1.9539777782214448e-16,A
B3,327738.97,4.40619405e6,0.15544729083590889,0.1983093055815702,0.1367208383443991,A
B4,327778.14,4.40639034e6,0.20259366737937884,0.22657768891762683,0.29172451641678876,B
B5,327713.81,4.40629808e6,0.44049571896462864,0.5263211342621164,0.44908527194955883,A
B5A,327754.04,4.40637455e6,0.29533385470944856,0.3331756316442988,0.4484205488755443,B
B6,327848.36,4.40636567e6,0.17199836739985536,0.20367631106565387,0.2635955420682685,B
B7,327784.51,4.40629935e6,0.07048676102945785,0.06334524921455323,0.15903540389120746,B
B8,327603.56,4.40643766e6,0.6458129396893068,0.8243551811209071,0.411897832632637,A
BCH-1,328398.2,4.40887416e6,0.4921662310943168,0.4534800354080413,0.6093316616000289,B
BCH-2,327732.14,4.40800628e6,0.5956291968853262,0.670612207491398,0.681191975105889,B
BCH-3,327126.74,4.40600409e6,0.20735057936303475,0.8352711715081668,0.9043335813675242,C
EE-1,327575.0,4.40640489e6,0.5852926849140082,0.8626656647309731,0.3973509711043534,A
MG-1(SP-1),328194.09,4.4071925e6,0.749490505919289,0.801623254114786,0.6628776922179641,A
MG-2(SP-2),328128.08,4.4076273e6,0.9425847734438016,0.536723456238186,0.6301481182312904,A
MGI-1,327853.91,4.40678619e6,0.2083871669335871,0.2051056008179805,0.18269587381286606,A
MGI-2,327994.35,4.40709171e6,0.14325616645217826,0.12806048804777762,0.29374015490294075,B
