Name,X,Y,S1,S2,S3,S4,Signal
15-12,327137.93,4.40603467e6,0.7774580213504936,0.1463383387924017,0.8286732502482076,0.6557579534339347,A
17-31,328813.04,4.40882204e6,0.20058473996419965,0.2708766090495922,0.37786219849231434,0.2958386968752169,A
18-1,327026.54,4.40703217e6,0.31671102577843624,0.4195712360849664,0.6469634408967865,0.9531184024310134,C
18-31,328801.97,4.40871725e6,0.11529870792734766,0.17486709918967672,0.2665585583219864,0.26011816344010835,C
18A-1,327056.33,4.40703775e6,0.3421560995159737,0.41231355505136486,0.5445991336820709,0.9364561944344106,C
18B-31,328791.32,4.40871144e6,0.1278548550298707,0.21393929327902228,0.3575126648615151,0.2813726926191321,C
18D-31,328751.91,4.40862911e6,0.12678291198495084,0.13944289653547354,0.30873191615089907,0.35414029555254817,C
22-13,327161.72,4.4051245e6,0.12004561493721305,0.7890330331954432,0.31708583615343816,0.4493745827750116,D
26-12,327300.66,4.40579963e6,0.45876157906083875,0.3332673419740167,0.4508595202375427,0.3159685869131919,A
27-1,327256.49,4.40720478e6,0.5164374706845934,0.2811726243107644,0.43234450366430965,1.0,C
46-1,327805.01,4.40748476e6,0.5096284145334385,0.5035565926070197,0.4985771571510593,0.4580832696340351,B
46A-1,327774.78,4.40740108e6,0.5168306965703384,0.5498651609926902,0.44518795249346416,0.42359749293903065,B
47A-1,327661.35,4.40729129e6,0.7652025220956061,0.7323915187851131,0.5115429762651966,0.4216074147575205,B
47C-1,327746.25,4.4073085e6,0.637071184541983,0.6253690462335291,0.43148176131637417,0.4117811458158298,B
48A-1,327704.9,4.40718065e6,0.42245647793678687,0.4273183678683574,0.11821340647486595,0.2841423137195911,B
55-1,328014.47,4.40772054e6,0.5914019944148192,0.6160920529911615,0.9534263537870159,0.15611371659982393,A
56-1,327963.43,4.40755491e6,0.7169224648247238,0.8488265226567214,1.0,0.3630521333134693,A
56A-1,327859.51,4.40755578e6,0.6314195431295178,0.6346438924719615,0.7514780372759479,0.3471477711790699,A
56B-1,327891.35,4.40745289e6,0.33870976606548314,0.388726519480356,0.26856134787519925,0.3953654371133151,B
57-1,327931.46,4.40741438e6,0.7460769639310427,0.8819890908232857,0.9518510904101862,0.6032273027746116,A
64-1,328156.6,4.40795433e6,0.407432859336666,1.0,0.5348260807263074,0.26167142398956955,D
68A-1,328229.72,4.40707921e6,0.6286214575802453,0.6935637957007673,0.6837699285617788,0.5858036233780418,B
68B-1,328065.7,4.40706164e6,0.6873722275513794,0.6205903511278958,0.77042487696265,0.3981695813593627,A
77-1,328214.13,4.40718169e6,0.6783778232792689,0.7172001398698786,0.8364639997230734,0.5793952999809722,A
81-1,328567.28,4.40851194e6,0.16813067260604048,0.19302803633775042,0.2352590271173401,0.18664010224979907,A
81-11,326859.34,4.4069495e6,0.052593967020129154,0.18013267472966446,0.36810033989273944,0.7439304144378324,C
81A-1,328598.76,4.40855648e6,0.16081318627363358,0.1784396750985623,0.20756288002890308,0.1734716873368325,B
81B-1,328528.63,4.40843124e6,0.140387877418203,0.1692373993881063,0.3234155705886643,0.22184809305565914,A
82A-11,326907.12,4.40670723e6,0.13090920129068073,0.4103539730236716,0.22199398856074548,0.9842228072531876,C
88-11,326889.0,4.40544507e6,0.6793089581834335,0.36060311768966097,0.5626671058164032,0.40905208248283004,A
B1,327745.53,4.40596877e6,0.15918012117911284,0.61613569886747,0.49642967284903955,0.35065601052151707,D
B2,327721.65,4.40609786e6,0.056509247813152266,0.061033148298214907,2.1841066935757227e-16,0.07302336874089427,B
B3,327738.97,4.40619405e6,0.1533483977137489,0.15730577086285583,0.1377877489493876,0.1522204931331108,B
B4,327778.14,4.40639034e6,0.22775937703015264,0.19173772622635554,0.29132936346664695,0.16354232787218312,A
B5,327713.81,4.40629808e6,0.42210404720942446,0.4434638707031501,0.44885822033739453,0.4141783885179618,B
B5A,327754.04,4.40637455e6,0.31215086654986623,0.28461536805313536,0.44868012379924344,0.265742520091316,A
B6,327848.36,4.40636567e6,0.19078294934505666,0.16631747945019848,0.2629697946751996,0.15929178339436345,A
B7,327784.51,4.40629935e6,0.07340917079559002,0.06561743443991165,0.15904887028987133,0.05639804850209739,A
B8,327603.56,4.40643766e6,0.6457527344242817,0.6435187147369409,0.41308792473250094,0.5983366049864964,B
BCH-1,328398.2,4.40887416e6,0.6970788988166604,0.4334999826380677,0.6015043226457701,0.09504354981614532,A
BCH-2,327732.14,4.40800628e6,1.0,0.4851460511353364,0.666225825225506,0.1524773085364542,A
BCH-3,327126.74,4.40600409e6,0.7965057141072748,0.15465404155893442,0.8928265585243694,0.6263092396022855,A
EE-1,327575.0,4.40640489e6,0.6350867933410917,0.5853522495716101,0.3984391609944625,0.6622629732523527,B
MG-1(SP-1),328194.09,4.4071925e6,0.7101125750732169,0.7360285875369847,0.6627223776936825,0.5676026292618851,B
MG-2(SP-2),328128.08,4.4076273e6,0.5441932944422522,0.9350465560928823,0.6326797166943015,0.3491628853115552,D
MGI-1,327853.91,4.40678619e6,0.25461353233343736,0.1850031387305431,0.18102155601341843,0.08694171788195033,A
MGI-2,327994.35,4.40709171e6,0.1704149883589765,0.12448894820154834,0.2921803130142226,0.09299072591221473,A
