Name,S1,S2,S3
Faulting,11319.153455408898,4201.663262089209,7442.141388095962
Fault curvature,4586.248586217618,6554.609532730151,3249.7426920270946
Fault dilation tendency,5005.961513734473,7398.471287774473,3713.4558203631186
Fault slip tendency,3682.062904417911,5051.180680410544,2604.020797603691
Inverse distance from faults,10608.749374114757,8873.495866314443,7258.4791569871195
Fault density,12850.713500905618,5332.395222897267,6760.007999533722
Fault intersection density,10185.111599665828,6273.809369215532,3944.7138248626816
Dilation,9819.951085274239,4274.168130836708,5968.242391510561
Normal stress,7192.229894271362,7316.470963711974,4822.124440065007
Coulomb shear stress,6673.541055300579,7484.22630558886,5131.741238648001
Inverse distance from contacts,5347.53571232812,225.10233717831332,4440.158751951875
Unit thickness,12927.515988245676,8508.53602565809,7152.896214771424
Good lithology,3756.2888095838994,4241.576794648885,6633.804829181084
Modeled temperature,1196.6297085252918,1564.069473473029,844.8276520434622
