Name,S1,S2,S3,S4
Faulting,3315.5641267706883,7380.8857661714455,6250.263268229517,6117.300602338566
Fault curvature,5483.592280390105,2952.9426697279664,3576.7496498123055,2455.940598871916
Fault dilation tendency,6223.27621305855,3198.8659374999484,4010.7149713895105,2780.0822035782103
Fault slip tendency,4217.034121934755,2303.328104714127,3038.094853499933,1881.2189586259478
Inverse distance from faults,7870.865804894517,6978.893061726773,5585.895872769825,6235.338438239689
Fault density,4072.681313608812,7406.023765914369,9400.215980313222,4438.049616253604
Fault intersection density,5558.456749121187,5928.014276938255,6739.176816089439,2384.982059573428
Dilation,3472.929706357373,6623.975749807754,4782.68564771434,5138.066303164229
Normal stress,6741.553618129951,5143.407885839522,2542.777991554213,4580.117218068933
Coulomb shear stress,6879.266319842588,4705.303606531038,2390.8104616470264,4902.372429466129
Inverse distance from contacts,127.02092863457986,3367.8780914440513,3145.988551400592,3409.6216840392667
Unit thickness,7520.582956209768,8315.224732718909,7123.615010908242,5734.445845570007
Good lithology,3473.9151704132446,2528.906751014709,2070.8086118406,6219.271468188722
Modeled temperature,1171.7071010760626,766.6329431128842,1065.6145151694843,640.7468376803731
