Name,S1,S2,S3
15-12,8.912406921631723e-17,0.054353248767071545,0.00934021044425699
17-31,0.046820242157757375,0.0001713368895852716,1.8173530389712235e-11
18-1,1.6541103999951595e-16,0.010266028019536211,0.05810877313091722
18-31,0.013455275071379322,0.0740472922315688,2.8000301893291168e-6
18A-1,0.008664767578828385,4.8726923423297275e-9,0.054265262235578725
18B-31,0.011982495471085817,0.07558515819098856,1.1549641506874103e-5
18D-31,0.008368925166317947,0.05041759545773213,0.023133075413217248
22-13,0.009464851777382986,0.009458496899536874,0.02929781708075657
26-12,0.026035373658836892,0.029484311298935358,6.855952891522528e-8
27-1,0.013483464955095491,0.02479023855310463,0.017133181871976
46-1,0.026350756596709612,0.03689865915417459,4.036559649443502e-8
46A-1,0.029162795759792873,0.03318815409142164,1.2567820187681314e-10
47A-1,0.03914742378238391,0.014993661682459795,2.6612554301479575e-14
47C-1,0.02872388064040225,0.03234854370986478,6.702337710506965e-14
48A-1,0.045446736982321066,0.0011831035753798712,1.242345539269061e-13
55-1,0.03201954939397651,0.011808360093633629,0.025649377479015426
56-1,0.0417697397029253,0.02053770147420717,0.0008067899369449662
56A-1,0.023787721696954818,0.044587065215977446,1.705520108157503e-6
56B-1,0.052223681761579474,2.0366508860966446e-8,9.547831420994988e-16
57-1,0.04350426009743922,0.022436556227038624,8.564359180592622e-6
64-1,0.021721854294794264,1.3879078004329987e-17,0.039205946223163805
68A-1,0.024131692124984803,0.008850773156011519,0.03550828346740922
68B-1,0.009420390449795396,0.025178714272878135,0.04942672217319154
77-1,0.018182658983145538,9.313596247456764e-11,0.05835642018325211
81-1,0.011850045907651029,0.062245075609019394,1.4290044860027576e-10
81-11,0.023314378830877558,0.02472034312667871,2.515589437301869e-13
81A-1,0.012820591302819753,0.059051618337402786,1.1543125786032917e-10
81B-1,0.0023145382637294065,0.06594528623252345,0.016513111917309024
82A-11,2.1393458335017696e-14,1.5692896353962366e-5,0.05372653535391927
88-11,0.009717012706743747,0.024334193638922683,0.02035363106800406
B1,0.03273056344232974,0.01848379527031011,6.114209234520222e-12
B2,0.049164210068376804,0.001983466235747534,3.285018873970612e-7
B3,0.026786696919251327,1.8701440572428946e-10,0.02993375389028135
B4,0.01924957214440067,0.0009842929644468979,0.04553535126621105
B5,1.2740849532687918e-11,7.356611736016425e-14,0.07081260146971684
B5A,0.016407130765273524,0.00025284264193773764,0.051651728607339256
B6,0.010783902046346739,1.1573210456297513e-5,0.05326299399230098
B7,0.005927691917210972,0.0034835619610949367,0.0630719825845619
B8,0.04876236474752405,1.3879078004329987e-17,1.4700871341370106e-7
BCH-1,0.008837325009137654,0.049238386763155034,0.0004132516800519357
BCH-2,0.02743723251381715,0.02714376732645719,1.4757699448244722e-14
BCH-3,5.638434232425901e-17,0.05511950560465778,0.010054482438339448
EE-1,0.04821279432521553,1.3879078004329987e-17,1.4433673266001584e-7
MG-1(SP-1),0.014689140462529615,0.010722835157773372,0.04870565554584366
MG-2(SP-2),0.025510419907434998,4.81689238048877e-14,0.03753834932975553
MGI-1,0.02679260060604718,0.008584828563192008,0.031195066946382227
MGI-2,0.00482324999663079,0.00709390997929032,0.06697429553807677
