15-12,327137.93,4.40603467e6,0.465403024587699,0.4221724031536834,3.0553781269389785e-16,2.7177402550769933e-16,D
17-31,328813.04,4.40882204e6,0.2552020816325926,3.29024368552033e-16,0.60619540389236,2.5997193981086163e-11,B
18-1,327026.54,4.40703217e6,0.00010549943036983413,0.5883150154722342,5.242730840578999e-11,0.5455031113338212,A
18-31,328801.97,4.40871725e6,0.0017300645977476716,0.4226422273505422,0.723124947665399,1.2650606329475242e-14,B
18A-1,327056.33,4.40703775e6,0.013595268505557898,0.548794908514383,3.0553781269389785e-16,0.5331716605761282,A
18B-31,328791.32,4.40871144e6,0.00010970957289513783,0.43323917487254776,0.681319313383437,2.6446988999327278e-14,B
18D-31,328751.91,4.40862911e6,0.01294072628794621,0.4597467492875422,0.5301160965511443,0.177169634674504,B
22-13,327161.72,4.4051245e6,0.0967380807796621,0.16744242697526493,0.2671917742114118,2.7177402550769933e-16,B
26-12,327300.66,4.40579963e6,0.4567492493997845,3.29024368552033e-16,0.34236659797426205,0.004121553424704606,C
27-1,327256.49,4.40720478e6,0.3714583673985328,0.4847430687527792,3.0553781269389785e-16,3.287689373179316e-5,D
27A-1,327256.49,4.40720478e6,0.37145852100180643,0.48474236044153274,3.0553781269389785e-16,3.27972471227086e-5,D
46-1,327805.01,4.40748476e6,0.5248249047643002,0.008380116766750148,0.5070607043723014,2.7177402550769933e-16,C
46A-1,327774.78,4.40740108e6,0.5778149590175352,5.070051759813241e-13,0.4708897873585042,3.2772011379407667e-16,C
47A-1,327661.35,4.40729129e6,0.5269682938791749,3.29024368552033e-16,0.3957244980644699,0.03356020208079729,C
47C-1,327746.25,4.4073085e6,0.7927723685192817,3.06135277519533e-7,0.11204157157101538,5.408261785441065e-9,C
48A-1,327704.9,4.40718065e6,1.0,3.29024368552033e-16,3.0553781269389785e-16,3.6774629026460563e-13,C
55-1,328014.47,4.40772054e6,0.31324874325906127,0.22144280070831976,0.509876014436089,0.23328757197231068,B
56-1,327963.43,4.40755491e6,0.44542550470782,5.672370890522148e-12,0.7510159960334615,1.1509341403150724e-6,B
56A-1,327859.51,4.40755578e6,0.7609255953309654,0.3588977679696024,5.775955034507115e-16,1.5249925750487673e-12,C
56B-1,327891.35,4.40745289e6,0.8922242802083344,3.29024368552033e-16,0.28310833325307133,0.0002056746030762104,C
57-1,327931.46,4.40741438e6,0.5225735288535133,3.29024368552033e-16,0.7327417546126147,0.003688503212228912,C
64-1,328156.6,4.40795433e6,2.1343982932643055e-16,0.25835462548925814,0.6654096794472807,0.24999770479464087,B
68A-1,328229.72,4.40707921e6,0.16561024327687718,3.29024368552033e-16,0.3712199124796461,0.6611375495199437,A
68B-1,328065.7,4.40706164e6,0.2700964699153055,0.05436748951528094,0.47779066696097305,0.5756209197782987,A
