Name,S1,S2,S3,S4,S5,S6
15-12,0.06324583676127316,2.348372247875352e-17,3.048527550603112e-17,0.05712599631383629,2.6118175824489304e-17,3.2012102398975076e-17
17-31,0.02417963651081422,0.0020544789192187235,0.03539730267776215,3.0013369464981694e-17,0.04950271703135088,3.2012102398975076e-17
18-1,2.6710156565290007e-17,0.017139484713878137,3.048527550603112e-17,0.0713743468981707,2.6118175824489304e-17,0.04378007774129561
18-31,3.328058232629107e-6,0.022830186002440002,0.04463501798013772,0.04036222576081837,0.009861897213638227,3.2012102398975076e-17
18A-1,2.6710156565290007e-17,0.02490647560294513,3.048527550603112e-17,0.06407899450829788,2.6118175824489304e-17,0.03215959457305128
18B-31,2.5877945173165283e-7,0.02016505984002583,0.04323836365295461,0.0440905889589749,0.009056192440120589,3.2012102398975076e-17
18D-31,1.7616947021790078e-12,0.03346907444461746,0.03146811916021052,0.04235502472343393,2.6118175824489304e-17,0.01795630363818921
22-13,2.6710156565290007e-17,0.023781602477761267,0.028648473177084133,0.03436215486546828,2.6118175824489304e-17,3.2012102398975076e-17
26-12,0.044918639826433154,0.01777060287629541,0.02928469186743724,3.0013369464981694e-17,0.018626377511283786,3.2012102398975076e-17
27-1,0.027157256349912007,2.348372247875352e-17,3.048527550603112e-17,0.05966415608036778,0.02593577051365484,3.2012102398975076e-17
46-1,0.011196063100512434,0.06832858633460506,0.03386403783612893,3.0013369464981694e-17,2.6118175824489304e-17,3.2012102398975076e-17
46A-1,0.015598462896437688,0.07073123546445302,0.028391333950261863,3.0013369464981694e-17,2.6118175824489304e-17,3.2012102398975076e-17
47A-1,2.6710156565290007e-17,0.06099834687111902,0.004648881009527105,3.0013369464981694e-17,0.033757275690799546,3.2012102398975076e-17
47C-1,0.03504800066491591,0.07221545291987674,3.048527550603112e-17,3.0013369464981694e-17,2.6118175824489304e-17,3.2012102398975076e-17
48A-1,0.04246601445360368,0.06260021148359739,3.048527550603112e-17,3.0013369464981694e-17,0.018047726211970726,3.2012102398975076e-17
55-1,0.010876322815819071,0.024730871307218613,0.032337244817824864,0.02556155598743377,0.032750122093448984,0.01630174701408928
56-1,0.011742808114352285,0.031176864682692682,0.04262710653234151,0.00021706307630233409,0.044493563549676436,3.2012102398975076e-17
56A-1,0.03927347560730672,0.05060153772472107,3.048527550603112e-17,0.0364239507366263,2.6118175824489304e-17,3.2012102398975076e-17
56B-1,6.666571197161269e-5,0.054954380014222426,3.048527550603112e-17,3.0013369464981694e-17,0.061990926019080496,3.2012102398975076e-17
57-1,0.018043014369178777,0.03441227387304073,0.04069290833693848,3.0013369464981694e-17,0.04234009080498612,3.2012102398975076e-17
64-1,2.6710156565290007e-17,2.348372247875352e-17,0.048546566547152115,0.024017100144775743,0.04923460012316685,3.2012102398975076e-17
68A-1,0.015461443969891821,2.348372247875352e-17,0.02261922263217918,3.0013369464981694e-17,0.04870580218816077,0.06734332394296945
68B-1,0.042077363054810454,2.348372247875352e-17,0.048913595352097966,3.0013369464981694e-17,2.6118175824489304e-17,0.09253526078967121
77-1,2.6710156565290007e-17,0.03446851645460595,0.023167649322639986,0.025820589268262386,2.6118175824489304e-17,0.07403000335343943
81-1,0.04708328033523725,0.017782815300907518,0.05553733364787543,3.0013369464981694e-17,2.6118175824489304e-17,3.2012102398975076e-17
81-11,0.0390725879681075,0.019155777175762993,3.048527550603112e-17,3.0013369464981694e-17,0.03694322603765072,3.2012102398975076e-17
81A-1,0.04624936901713389,0.016660107584885776,0.05642547404707058,3.0013369464981694e-17,2.3911763808099064e-16,3.2012102398975076e-17
81B-1,0.013334513034382128,0.014230019077329792,0.03835939394892998,0.047326797618483456,2.6118175824489304e-17,0.011994076932638795
82A-11,2.6710156565290007e-17,2.348372247875352e-17,3.048527550603112e-17,0.10295608881804084,2.6118175824489304e-17,3.2012102398975076e-17
88-11,0.0038702035422709933,0.0313109622556918,0.0014359724242334695,0.06261601690046632,2.6118175824489304e-17,3.2012102398975076e-17
B1,0.027813743949069877,0.03496499003916072,3.048527550603112e-17,3.0013369464981694e-17,0.040073989054518803,3.2012102398975076e-17
B2,0.00018061465769879164,0.0008397949218874252,4.6987746725088464e-7,3.0013369464981694e-17,0.11676725789452956,3.2012102398975076e-17
B3,0.02036959973634208,0.036774097783532904,3.048527550603112e-17,3.0013369464981694e-17,0.015773162005095737,0.06484940378816097
B4,0.05434826512958608,0.00760482543709871,0.03383224916065414,3.0013369464981694e-17,0.006566719646441187,0.06441252625462557
B5,2.6710156565290007e-17,2.348372247875352e-17,0.033263531184585755,0.04041730540420117,2.6118175824489304e-17,0.07279177926148504
B5A,0.047683775350084806,0.005827453744173644,0.03546895000383863,2.422573136470517e-10,2.6118175824489304e-17,0.07824037097681505
B6,0.02911811650855921,0.023389631449993013,3.048527550603112e-17,0.029676296847298653,0.0004682236414749329,0.07175861931239742
B7,0.03373043065869467,0.01628806781337001,0.01713431395043083,0.025533418174360868,0.0006100476116144253,0.06929226348367318
B8,2.6710156565290007e-17,0.024772715721415976,3.048527550603112e-17,3.0013369464981694e-17,0.08223666862591784,3.2012102398975076e-17
BCH-1,0.05131575237546101,2.348372247875352e-17,0.03520410549683385,0.028651471398708554,2.6118175824489304e-17,3.2012102398975076e-17
BCH-2,0.05089417871197559,2.348372247875352e-17,3.048527550603112e-17,3.0013369464981694e-17,0.061365897903328824,3.2012102398975076e-17
BCH-3,0.06970285194839489,2.348372247875352e-17,3.048527550603112e-17,0.05238125990088036,2.6118175824489304e-17,9.914388163294749e-9
EE-1,2.6710156565290007e-17,0.02300187655283887,3.048527550603112e-17,3.0013369464981694e-17,0.0832329151790204,3.2012102398975076e-17
MG-1(SP-1),2.6710156565290007e-17,2.348372247875352e-17,3.048527550603112e-17,0.025972912766198862,0.0380393993744815,0.10852985292987763
MG-2(SP-2),2.6710156565290007e-17,2.348372247875352e-17,0.06608744391805248,0.019815210006112745,0.037148743750566544,0.009619806311237364
MGI-1,0.04278786048600189,5.247014714168915e-11,0.046196465443336006,3.0013369464981694e-17,0.0364540275252701,0.03439810910895675
MGI-2,0.021090265544320617,6.162308214553112e-5,0.04257378204401302,0.039199474600222176,1.6660358750637717e-5,0.070006870673038
