Name,X,Y,S1,S2,S3,S4,Signal
15-12,327137.93,4.40603467e6,0.12242807061159885,4.59682425338829e-9,2.6786916247297703e-16,0.9828235235115034,A
17-31,328813.04,4.40882204e6,1.0806719572095532e-15,0.4420270032583783,0.5847903401970458,4.510309753411381e-8,C
18-1,327026.54,4.40703217e6,1.0,2.701857742325757e-11,2.6786916247297703e-16,0.20580634523390515,B
18-31,328801.97,4.40871725e6,4.1898430378030444e-7,0.20522939394013096,0.45595092420830036,0.792519027675405,A
18A-1,327056.33,4.40703775e6,0.9171878920650528,0.19871921847816082,2.6786916247297703e-16,1.1345999974410557e-13,B
18B-31,328791.32,4.40871144e6,6.51323448124297e-7,0.1038081178595526,0.55313552774896,0.7779733926281689,A
18D-31,328751.91,4.40862911e6,0.3133647913288726,0.16912349447334876,0.40167712663602306,0.5051741919193901,A
22-13,327161.72,4.4051245e6,0.26601715129023373,0.284591167861586,0.2548195180856943,0.04121058882274308,C
26-12,327300.66,4.40579963e6,5.998958124418696e-11,0.2468438136945973,0.41548510168980984,0.4219965667911693,A
27-1,327256.49,4.40720478e6,0.26465726756351565,0.3891966649139745,2.6786916247297703e-16,0.30245355850818145,A
46-1,327805.01,4.40748476e6,1.4381148766193568e-11,0.5256178869773873,0.399307032641348,0.22008385256665025,C
46A-1,327774.78,4.40740108e6,5.224646558959763e-15,0.661096250791871,0.3698575052239997,0.07699722234171914,D
47A-1,327661.35,4.40729129e6,2.2886810910275506e-15,0.7632725584053461,0.2550327106925452,0.002613900270269185,D
47C-1,327746.25,4.4073085e6,1.3229321518652943e-14,0.7928430461548311,1.1049777900526151e-8,0.23385093668010104,D
48A-1,327704.9,4.40718065e6,2.7888914794619263e-16,1.0,2.6786916247297703e-16,3.540767692688604e-10,D
55-1,328014.47,4.40772054e6,0.28548041177879624,0.406114946903396,0.47899642654575136,0.1733854174461069,C
56-1,327963.43,4.40755491e6,5.020003757934008e-8,0.5177671392092554,0.6077500306331364,0.16793515154455,C
56A-1,327859.51,4.40755578e6,8.949669851273948e-5,0.6244599708333256,2.6786916247297703e-16,0.5507679674958541,A
56B-1,327891.35,4.40745289e6,2.7888914794619263e-16,0.9598475427897918,0.17597946242409754,9.152670715366152e-16,D
57-1,327931.46,4.40741438e6,3.003797502179059e-11,0.6676726127091759,0.5689920378335463,0.07510057874572063,C
64-1,328156.6,4.40795433e6,0.47036726395942546,9.665982301369827e-14,0.816429965066625,2.3137609895330783e-16,C
68A-1,328229.72,4.40707921e6,0.5288955627784597,0.3494499308684174,0.43216105712412556,0.00012841160819543852,B
68B-1,328065.7,4.40706164e6,0.548954781933302,1.372462547898344e-6,0.5640088566720682,0.43923680603956605,A
77-1,328214.13,4.40718169e6,0.8098830008703004,0.28804157585028434,0.2950225768313288,1.3402656797386692e-10,B
81-1,328567.28,4.40851194e6,3.4974517980593843e-13,0.13929596456774213,0.6165736966840032,0.4394104921474095,A
81-11,326859.34,4.4069495e6,2.7888914794619263e-16,0.8175409025364955,2.6786916247297703e-16,0.0005005743741330282,D
81A-1,328598.76,4.40855648e6,9.622251384675086e-14,0.15080418966740644,0.6248738703662068,0.39609141670005416,A
81B-1,328528.63,4.40843124e6,0.20864031544289477,0.041667847698147534,0.3882680055940557,0.7755147977840996,A
82A-11,326907.12,4.40670723e6,0.9121799489762077,2.233696016605253e-12,2.6786916247297703e-16,1.2826943847770906e-7,B
88-11,326889.0,4.40544507e6,0.17741792240403156,0.25401317537914625,8.379313507419836e-14,0.5102551429858835,A
B1,327745.53,4.40596877e6,1.0769234363648705e-12,0.8931994816307769,1.2841861425603668e-14,3.739075182332571e-9,D
B2,327721.65,4.40609786e6,5.446995825996785e-7,0.2705709929111793,1.0,0.03957257851696924,C
B3,327738.97,4.40619405e6,0.5089977080823244,0.5715412787219185,0.0006814474968440906,1.2526576071800742e-12,B
B4,327778.14,4.40639034e6,0.598606465683911,0.1330204234894663,0.5244837666894816,0.000325375191735028,B
B5,327713.81,4.40629808e6,0.9159707155355195,2.417335047702332e-16,0.3543859684046803,5.650513599893798e-9,B
B5A,327754.04,4.40637455e6,0.730349867928751,0.025522776454481956,0.5080398888206208,0.00613508168107379,B
B6,327848.36,4.40636567e6,0.8641984693675406,0.3106937536108668,3.253295000046653e-5,0.00021285140891400627,B
B7,327784.51,4.40629935e6,0.8795309777317856,0.01468928741222365,0.3401575462737613,0.11847053943122722,B
B8,327603.56,4.40643766e6,2.2210618373707656e-5,0.8636070987191655,0.07969002117818363,2.3137609895330783e-16,D
BCH-1,328398.2,4.40887416e6,6.066726833558756e-14,2.6776670890032316e-6,0.3182997218239554,0.7846620134492722,A
BCH-2,327732.14,4.40800628e6,2.931965218286568e-16,0.328709054178666,0.28848087403912404,0.4581082981072518,A
BCH-3,327126.74,4.40600409e6,0.1315094611769376,2.421493733914689e-9,2.6786916247297703e-16,1.0,A
EE-1,327575.0,4.40640489e6,2.6569611685775984e-5,0.9170212995378123,2.2148351260775326e-7,2.3137609895330783e-16,D
MG-1(SP-1),328194.09,4.4071925e6,0.8009795963723082,9.06972298398509e-12,0.4433990932759491,0.18691784596664726,B
MG-2(SP-2),328128.08,4.4076273e6,0.42912152721659447,6.886512851505932e-14,0.9203426581683106,1.6173803097839729e-9,C
MGI-1,327853.91,4.40678619e6,0.4106516107657302,0.24711741644843524,0.6268128739126637,0.011285426079566369,C
MGI-2,327994.35,4.40709171e6,0.8955610772304581,0.01631848640849507,0.42181826944154527,0.14225396335504872,B
