Name,X,Y,S1,S2,S3,S4,S5,S6,Signal
81A-1,328598.76,4.40855648e6,0.8874550560697857,1.3469604402659883e-13,0.1443731294689177,3.0526520435966253e-16,1.950256341675492e-8,0.8291761838895236,E
81B-1,328528.63,4.40843124e6,0.6119678472621415,0.4807987737035887,0.13008060445601277,0.11355495688362127,1.2647588565300354e-13,0.31276523143731366,B
82A-11,326907.12,4.40670723e6,4.207881929954422e-16,1.0,3.174498892417101e-16,3.0526520435966253e-16,2.403076669488822e-16,4.1778555460211896e-16,B
88-11,326889.0,4.40544507e6,8.040365944870755e-11,0.6703626822516062,0.4081617516098688,3.0526520435966253e-16,2.403076669488822e-16,0.09461831179202453,B
B1,327745.53,4.40596877e6,4.207881929954422e-16,2.849976854284943e-16,0.5163297531101924,3.0526520435966253e-16,0.36456425995602226,0.3930651974333947,D
B2,327721.65,4.40609786e6,0.0001478097915861162,4.932018753975676e-12,0.18551579346385166,3.0526520435966253e-16,1.0,0.00838155517413148,D
B3,327738.97,4.40619405e6,4.207881929954422e-16,2.849976854284943e-16,0.5389121846688594,0.5929116026292996,0.06618753889270645,0.4618718962960077,A
B4,327778.14,4.40639034e6,0.535442365301035,2.849976854284943e-16,0.020756955891107657,0.5619613088607092,0.1459827211013745,0.7291154915628145,A
B5,327713.81,4.40629808e6,0.4992436235732894,0.4572020706704782,3.174498892417101e-16,0.6328720614962546,2.403076669488822e-16,4.1778555460211896e-16,A
B5A,327754.04,4.40637455e6,0.5584009687848926,3.4058812030343845e-10,0.046293694810742324,0.7010513697576568,1.6820854295394913e-11,0.7282045342559581,A
B6,327848.36,4.40636567e6,4.207881929954422e-16,0.3008593031243252,0.3202378197582777,0.6399554905237554,0.0013869988443719328,0.4593572001430072,A
B7,327784.51,4.40629935e6,0.28990775994532353,0.2620769202303613,0.18083759615449205,0.6169537795319859,0.0547308084800239,0.39838177975113687,A
B8,327603.56,4.40643766e6,4.207881929954422e-16,2.849976854284943e-16,0.33997801022976565,3.0526520435966253e-16,0.7798003771201107,4.1778555460211896e-16,D
BCH-1,328398.2,4.40887416e6,0.527579368668113,0.3053227559595055,3.174498892417101e-16,3.0526520435966253e-16,2.403076669488822e-16,0.7263776420118476,E
BCH-2,327732.14,4.40800628e6,4.207881929954422e-16,2.849976854284943e-16,3.174498892417101e-16,3.0526520435966253e-16,0.6256588624798273,0.6587765284215602,D
BCH-3,327126.74,4.40600409e6,4.207881929954422e-16,0.5102576405957835,3.174498892417101e-16,0.02067601335385772,2.403076669488822e-16,1.0,E
EE-1,327575.0,4.40640489e6,4.207881929954422e-16,2.849976854284943e-16,0.31568307649891947,3.0526520435966253e-16,0.7972454051814847,4.1778555460211896e-16,D
MG-1(SP-1),328194.09,4.4071925e6,4.207881929954422e-16,0.25760176217427244,3.174498892417101e-16,1.0,0.34354834539676327,4.1778555460211896e-16,A
MG-2(SP-2),328128.08,4.4076273e6,1.0,0.19137584370441146,3.174498892417101e-16,0.08055025384114035,0.37128732480037646,4.1778555460211896e-16,C
MGI-1,327853.91,4.40678619e6,0.7134578641982681,2.983151863046967e-14,3.295327752123087e-7,0.3033402594273527,0.3796872110792872,0.5122535671514754,C
MGI-2,327994.35,4.40709171e6,0.6768799679083222,0.4040379205285005,0.000493675550338512,0.6293372537445516,0.019301289328940693,0.1757238136385509,A
