Name,S1,S2,S3,S4
Normal stress,4477.55785401767,6951.302251085917,2175.492277716929,4876.7076417673825
Coulomb shear stress,4671.839323240894,6400.112971364935,2164.4632189662657,5072.086572904157
Dilation,5262.578042955558,8290.712139987885,4256.426168519415,2234.6897270423015
Faulting,6067.2520659908305,9047.547458742432,5836.142897238718,2344.3923874834513
Fault dilation tendency,2429.1067860146522,4544.397832656217,4322.1992485415885,4439.974731926186
Fault slip tendency,1643.541344119944,3193.1709801748107,3302.940367951244,2999.792739572344
Fault curvature,2168.1529474819854,4134.152669686665,3812.4240124538564,3932.938996823425
Temperature,612.1180336813894,1158.742644682902,1100.6986151467177,699.2189311833775
Fault density,4536.778425288941,8894.31720454905,9120.931387164974,2915.053878619669
Fault intersection density,2490.140828447314,7298.481351765943,6498.017700888811,4001.7653806327485
Inverse distance from contacts,4176.223427162102,3811.2365155595553,1912.5150251767227,194.23985059954072
Inverse distance from faults,6559.520247055629,10382.956286618253,6773.835451980073,6797.961276325778
Unit thickness,5567.712265732423,10371.351751225147,7014.503462752529,5437.578948943603
Lithology,5779.831916202558,4071.3462080501777,2388.362821688967,3324.1376259597355
