Name,S1,S2,S3,S4,S5,S6
Normal stress,1048.8087918449642,2971.9052142665405,4155.432143115453,2381.215597116889,3263.6280635770404,5005.718834140063
Coulomb shear stress,1463.2709099290678,3454.92557881944,3867.0677016383615,2085.9341070634105,3080.440736968193,4711.055214160061
Dilation,2973.089624890073,3093.2656314181277,5444.679108951787,2603.195745491178,3983.4719147695628,1727.4842259471627
Faulting,5157.09371435611,4229.4906401860735,5761.581325150302,1886.867847899658,4633.062504912368,1347.6927699794787
Fault dilation tendency,3135.400908101027,1853.5388938998362,3581.833257459438,1677.9350026062239,1847.7304881569448,4583.005964409002
Fault slip tendency,2327.059393294845,1266.2369665825422,2495.2681228626852,1159.2212233163436,1352.7950220158789,3176.2934587543286
Fault curvature,2806.7635577115984,1610.2103495018832,3229.865116167664,1449.7751050163824,1690.524010879632,4124.066931777238
Temperature,874.532196391491,399.2067155679913,892.0306366538408,390.3026904513692,426.07556586875364,720.5439740580714
Fault density,6560.274873813963,2594.227279150734,6439.2990059627655,2717.187678507296,4521.599724143538,2399.182329902674
Fault intersection density,3061.9099492458517,1254.5351079015343,4979.372248473151,2113.4456545924304,4255.899043307274,4550.621265566008
Inverse distance from contacts,322.2022514889153,906.9964203057385,1018.2804502958395,3576.9030418582634,3792.7391035774986,200.0223922757776
Inverse distance from faults,4779.825069623296,4819.75850634765,6614.307101285409,3080.6970680705895,5305.660138021698,6416.37536653871
Unit thickness,4796.710072137402,4729.421732384471,5879.484761384422,1739.7016881650948,5804.106870817739,5132.449890542293
Lithology,2435.3515633634806,4239.24348068504,2137.6692021735257,2394.437256365304,2178.7767994267283,2292.583411649866
