Signal A
4816	1.0
4655	0.97
4826	0.959
2260	0.956
4015	0.939
3257	0.937
4889	0.93
1797	0.924
3405	0.924
2566	0.905
4527	0.903
3456	0.897
2086	0.896
2218	0.896
4408	0.893
4231	0.892
4886	0.892
3274	0.89
2383	0.889
3617	0.887
4832	0.885
3621	0.885
1817	0.884
638 	0.882
3072	0.882
4754	0.881
4888	0.88
4523	0.879
3432	0.877
1969	0.876
4106	0.875
4146	0.873
4080	0.873
2333	0.871
2885	0.87
3766	0.87
1941	0.869
4884	0.868
2357	0.867
4596	0.867
2175	0.866
2281	0.865
3602	0.862
2088	0.861
1872	0.861
1904	0.86
3968	0.859
1901	0.859
4337	0.858
4872	0.857
4174	0.857
9   	0.855
430 	0.854
671 	0.853
1859	0.851
2241	0.851
556 	0.85
1532	0.85
4841	0.85
2577	0.85
1900	0.849
11  	0.848
4364	0.847
3783	0.846
4054	0.845
4008	0.843
1562	0.843
3930	0.842
1124	0.842
1203	0.842
1270	0.841
4839	0.84
703 	0.839
1004	0.839
253 	0.838
4126	0.837
3217	0.836
2270	0.835
4123	0.834
4278	0.834
636 	0.834
4078	0.834
3211	0.834
1709	0.833
2866	0.833
1053	0.833
1849	0.831
2029	0.831
542 	0.831
1874	0.828
3495	0.826
4222	0.825
4849	0.825
1786	0.824
3228	0.824
4898	0.823
2060	0.823
1485	0.823
3906	0.823
2834	0.822
599 	0.822
2096	0.822
256 	0.822
1003	0.821
1529	0.82
3972	0.819
562 	0.818
4481	0.818
425 	0.818
1809	0.818
2064	0.817
1564	0.815
5099	0.815
673 	0.814
686 	0.814
1929	0.814
3575	0.814
2830	0.813
667 	0.813
3914	0.813
3679	0.811
2174	0.81
1769	0.809
4553	0.808
698 	0.808
1225	0.808
487 	0.808
696 	0.807
1807	0.807
4334	0.807
4367	0.807
4869	0.806
4899	0.806
3961	0.805
4089	0.805
1509	0.804
2102	0.804
3070	0.803
3610	0.803
2728	0.802
3685	0.802
1783	0.801
641 	0.801
2032	0.801
2150	0.8
2189	0.8
504 	0.799
627 	0.799
1984	0.799
744 	0.799
1742	0.799
740 	0.798
3583	0.798
4324	0.798
4830	0.798
405 	0.797
2303	0.796
4851	0.796
4304	0.796
765 	0.795
557 	0.795
1572	0.795
1166	0.795
4863	0.795
3190	0.795
3838	0.793
1513	0.793
2901	0.793
3703	0.792
1802	0.792
4517	0.792
3757	0.792
3597	0.792
202 	0.791
485 	0.791
3359	0.79
569 	0.79
2146	0.79
653 	0.79
2665	0.788
605 	0.788
438 	0.787
1840	0.786
3008	0.786
3926	0.786
2915	0.786
5213	0.786
1064	0.785
2204	0.785
2775	0.785
2936	0.784
3576	0.784
619 	0.784
3085	0.784
1282	0.784
2661	0.784
615 	0.784
661 	0.783
4733	0.783
1100	0.782
4215	0.782
1257	0.781
622 	0.781
3710	0.781
1275	0.78
1800	0.78
3485	0.78
2091	0.779
2085	0.779
1503	0.779
1517	0.778
1947	0.778
217 	0.778
3452	0.778
1285	0.777
329 	0.777
298 	0.777
515 	0.777
446 	0.777
3666	0.777
4930	0.777
1480	0.776
1538	0.776
1793	0.775
1936	0.775
4571	0.775
749 	0.774
1569	0.774
1758	0.773
3466	0.773
122 	0.773
1130	0.772
1372	0.771
2376	0.771
683 	0.771
1891	0.77
1674	0.77
2886	0.77
4780	0.77
2089	0.769
4951	0.769
837 	0.769
606 	0.768
3293	0.768
1870	0.768
979 	0.768
