15-12,327137.93,4.40603467e6,5.2123235396208325e-14,0.3589483144531839,0.4682929350027449,A
17-31,328813.04,4.40882204e6,0.09921151656060179,5.5574194805086796e-5,0.41027383015573676,A
18-1,327026.54,4.40703217e6,2.7169246110053653e-16,0.9742785317789843,3.25057961153324e-16,C
18-31,328801.97,4.40871725e6,4.435511889104458e-5,0.12492953019831063,0.5878878823375694,A
18A-1,327056.33,4.40703775e6,2.7169246110053653e-16,0.9828439691786661,3.25057961153324e-16,C
18B-31,328791.32,4.40871144e6,1.1095769365666767e-7,0.15020127599308622,0.5101643873882994,A
18D-31,328751.91,4.40862911e6,0.18761824571027094,1.559595455956578e-7,0.45572923687319555,A
22-13,327161.72,4.4051245e6,2.7169246110053653e-16,2.736832732578806e-16,0.66785305196652,A
26-12,327300.66,4.40579963e6,0.01811994889269947,0.21054701901624998,0.5988765743422984,A
27-1,327256.49,4.40720478e6,2.7169246110053653e-16,0.8825291226272756,3.25057961153324e-16,C
27A-1,327256.49,4.40720478e6,2.7169246110053653e-16,0.8835044488979288,3.25057961153324e-16,C
46-1,327805.01,4.40748476e6,0.6136020570111781,0.2812674854572533,3.25057961153324e-16,B
46A-1,327774.78,4.40740108e6,0.47594942423476694,0.41258986039351514,3.25057961153324e-16,B
47A-1,327661.35,4.40729129e6,0.4268276478865221,0.49557919545826357,3.25057961153324e-16,C
47C-1,327746.25,4.4073085e6,0.6355715494908262,0.2470943495989841,3.25057961153324e-16,B
48A-1,327704.9,4.40718065e6,0.7351768668536884,0.20756636093769512,3.25057961153324e-16,B
55-1,328014.47,4.40772054e6,0.4513898771797663,0.09202400115801229,0.5296444207606142,A
56-1,327963.43,4.40755491e6,0.28214805626632256,0.3452805858213023,0.534688093558735,A
56A-1,327859.51,4.40755578e6,0.664941908551532,0.20581360277485958,3.25057961153324e-16,B
56B-1,327891.35,4.40745289e6,1.0,0.0014483911621558396,0.028029655229017267,B
57-1,327931.46,4.40741438e6,0.6506264711821429,0.10559105426829198,0.3501886187836585,B
64-1,328156.6,4.40795433e6,2.7169246110053653e-16,0.4861810535146776,0.49347049498947193,A
68A-1,328229.72,4.40707921e6,0.4922556732805557,1.2402110480222767e-10,0.6792593340811969,A
68B-1,328065.7,4.40706164e6,0.5335193036016711,4.97974791975136e-6,0.5776243434891433,A
77-1,328214.13,4.40718169e6,0.4795390844215646,0.03327673965627645,0.6923722173601046,A
81-1,328567.28,4.40851194e6,4.0079857130351025e-6,0.2170159145335692,0.4434256713402294,A
81-11,326859.34,4.4069495e6,0.10212386474771097,0.6410117265365787,3.25057961153324e-16,C
81A-1,328598.76,4.40855648e6,0.11612953528507981,0.042176089638296596,0.35362352175813927,A
81B-1,328528.63,4.40843124e6,8.825834716010496e-8,0.22766695335036538,0.5490377581885942,A
82A-11,326907.12,4.40670723e6,2.7169246110053653e-16,0.8952762901752206,3.25057961153324e-16,C
82A-11-RD1,326907.12,4.40670723e6,2.7169246110053653e-16,0.8956679835841801,3.25057961153324e-16,C
82A-11-RD2,326907.12,4.40670723e6,2.7169246110053653e-16,0.8952998064768682,3.25057961153324e-16,C
82A-11-RD3,326907.12,4.40670723e6,2.7169246110053653e-16,0.8952998064768682,3.25057961153324e-16,C
88-11,326889.0,4.40544507e6,0.12906439515636528,0.09926142967089394,0.5391670989840697,A
B1,327745.53,4.40596877e6,4.181565501121964e-9,0.3421729693863942,0.5845155170291374,A
B2,327721.65,4.40609786e6,0.2468230946691891,0.09290193202174216,0.5996194283991382,A
B3,327738.97,4.40619405e6,0.6360162340074341,5.53067526075522e-9,0.3379281079319481,B
B4,327778.14,4.40639034e6,0.9545395874609768,0.0658066529193589,4.4020302016347976e-9,B
B5,327713.81,4.40629808e6,0.1242843642128453,0.5741131181215038,0.37684314873505675,C
B5A,327754.04,4.40637455e6,0.7920784924461276,1.3841412416771779e-6,0.2515873993115878,B
B6,327848.36,4.40636567e6,0.7068984251392393,0.01390475009786664,0.5024681399022345,B
B7,327784.51,4.40629935e6,0.8366079137547313,0.0010936039933969446,0.5832401217722546,B
B8,327603.56,4.40643766e6,0.7805648237040009,0.009724227788911157,3.25057961153324e-16,B
BCH-1,328398.2,4.40887416e6,2.7169246110053653e-16,0.21104992513783918,0.4135906613289299,A
BCH-2,327732.14,4.40800628e6,2.7169246110053653e-16,0.5483587643061678,0.1545978903535382,C
BCH-3,327126.74,4.40600409e6,0.1449153750466827,0.23540240375006646,0.48458237502234747,A
EE-1,327575.0,4.40640489e6,0.7054866078051211,0.05352326498660539,3.25057961153324e-16,B
MG-1(SP-1),328194.09,4.4071925e6,0.4309603142005262,0.09929309582040594,0.5778608814281927,A
MG-2(SP-2),328128.08,4.4076273e6,2.7169246110053653e-16,0.5846906926939477,0.608889327248958,A
MGI-1,327853.91,4.40678619e6,0.7972535897536883,0.00033612277993536396,0.00027151828713207414,B
MGI-2,327994.35,4.40709171e6,0.2515164085774033,0.3792047073033318,0.5562055758516691,A
