15-12,327137.93,4.40603467e6,1.0,2.4041333663026077e-16,5.379321228885544e-16,0.059837372575911735,2.7117151993661507e-16,0.496705498871626,A
17-31,328813.04,4.40882204e6,4.0670329395151253e-16,0.47310258902534524,0.5355357375793972,0.00026561399967332686,2.7117151993661507e-16,6.542523083913467e-16,D
18-1,327026.54,4.40703217e6,4.0670329395151253e-16,0.13306193677564312,0.04215444891029825,0.7083417487636454,0.2865993036763774,0.5428608133906481,E
18-31,328801.97,4.40871725e6,1.320413733924869e-10,0.0001953811267690927,0.8806135620571719,0.05977186012479646,2.7117151993661507e-16,0.4320176413578856,C
18A-1,327056.33,4.40703775e6,4.0670329395151253e-16,0.1487583281165706,5.379321228885544e-16,0.7850040632701638,0.22759094179238878,0.4753616002338875,E
18B-31,328791.32,4.40871144e6,9.856961531663993e-12,0.0005216144133119102,0.8251252984151319,0.062240263012446305,2.7117151993661507e-16,0.45957971539808773,C
18D-31,328751.91,4.40862911e6,4.0670329395151253e-16,2.6414734250465594e-14,0.5438920021377097,8.396934226045117e-16,0.13459225297550378,0.42223972257878484,C
22-13,327161.72,4.4051245e6,0.12114369421348813,4.424289487842693e-8,0.39774300204152774,5.750069491047481e-16,2.7117151993661507e-16,0.19846074225062052,C
26-12,327300.66,4.40579963e6,0.5389445011497949,0.020008485905719617,0.5361332400397121,0.05436302643836481,0.09844901726538315,6.542523083913467e-16,A
27-1,327256.49,4.40720478e6,0.5980828776558974,2.4041333663026077e-16,5.379321228885544e-16,0.8232433636684308,2.7117151993661507e-16,0.2628954198079352,A
27A-1,327256.49,4.40720478e6,0.5980828776558974,2.4041333663026077e-16,5.379321228885544e-16,0.8232433636684308,2.7117151993661507e-16,0.2628954198079352,A
46-1,327805.01,4.40748476e6,0.47303252513151106,0.04925680115459091,0.7668087065229741,0.9040095781757589,2.7117151993661507e-16,6.542523083913467e-16,A
46A-1,327774.78,4.40740108e6,0.5521890886108803,0.03367750171869694,0.7765907120770174,0.9001278589810654,2.7117151993661507e-16,6.542523083913467e-16,A
47A-1,327661.35,4.40729129e6,0.07548798927206694,0.4396582492829355,0.24869782876740112,1.0,2.7117151993661507e-16,6.542523083913467e-16,D
47C-1,327746.25,4.4073085e6,0.6451436451471496,0.3370757576066978,0.1577409280966479,0.8555942686869981,2.7117151993661507e-16,6.542523083913467e-16,A
48A-1,327704.9,4.40718065e6,0.6646033201947601,0.5195167582050935,5.379321228885544e-16,0.8329870500541698,2.7117151993661507e-16,6.542523083913467e-16,A
55-1,328014.47,4.40772054e6,1.7701279437689356e-9,0.48574220128382023,0.5257624387024102,0.36612578724778755,0.1845529186799676,0.38067295720176697,D
56-1,327963.43,4.40755491e6,4.0670329395151253e-16,0.49866013039949,0.7056926024642164,0.6370994740861609,2.7117151993661507e-16,0.015442143087576842,D
56A-1,327859.51,4.40755578e6,0.663025553888098,0.43173599002868945,5.379321228885544e-16,0.6552768168278749,2.7117151993661507e-16,0.42788089917163885,A
56B-1,327891.35,4.40745289e6,0.005168040427168624,0.9401704661131456,5.379321228885544e-16,0.763936701954248,2.7117151993661507e-16,6.542523083913467e-16,D
57-1,327931.46,4.40741438e6,0.13913565187271887,0.38739986437375734,0.7873717350198864,0.7600514804888086,2.7117151993661507e-16,6.542523083913467e-16,D
64-1,328156.6,4.40795433e6,4.0670329395151253e-16,2.4041333663026077e-16,0.705150383323759,0.10004000746828835,0.45109828792381956,0.4430764420034206,B
68A-1,328229.72,4.40707921e6,0.23141829913431258,2.4041333663026077e-16,0.39954989186396744,0.03501512981033392,0.7692084314414102,6.542523083913467e-16,B
68B-1,328065.7,4.40706164e6,0.4294313397726236,2.4041333663026077e-16,0.6567346271630751,0.08859444575639708,0.6187332831992383,6.542523083913467e-16,B
77-1,328214.13,4.40718169e6,4.0670329395151253e-16,0.20147901083230246,0.40737710015448847,0.19406999827392393,0.5247911193983782,0.31988645615131955,B
81-1,328567.28,4.40851194e6,1.5020049222417856e-8,2.0783627282897008e-10,0.9816369348225458,0.12455568660764482,2.7117151993661507e-16,0.0008135946035374904,C
81-11,326859.34,4.4069495e6,0.5036754540482151,0.24823867038144096,5.379321228885544e-16,0.7580170093126696,2.7117151993661507e-16,6.542523083913467e-16,A
81A-1,328598.76,4.40855648e6,0.0015737896338360014,3.993922706620983e-7,1.0,0.11088267632947281,2.7117151993661507e-16,9.384961974403875e-5,C
81B-1,328528.63,4.40843124e6,4.0670329395151253e-16,2.4041333663026077e-16,0.7288910496964311,0.10346949143004136,0.047069248078992494,0.48180799687055476,C
82A-11,326907.12,4.40670723e6,4.0670329395151253e-16,2.4041333663026077e-16,5.379321228885544e-16,0.7523668024019555,2.7117151993661507e-16,1.0,E
82A-11-RD1,326907.12,4.40670723e6,4.0670329395151253e-16,2.4041333663026077e-16,5.379321228885544e-16,0.7523668024019555,2.7117151993661507e-16,1.0,E
82A-11-RD2,326907.12,4.40670723e6,4.0670329395151253e-16,2.4041333663026077e-16,5.379321228885544e-16,0.7523668024019555,2.7117151993661507e-16,1.0,E
82A-11-RD3,326907.12,4.40670723e6,4.0670329395151253e-16,2.4041333663026077e-16,5.379321228885544e-16,0.7523668024019555,2.7117151993661507e-16,1.0,E
88-11,326889.0,4.40544507e6,0.1352001869880925,0.16280676972937427,0.22591352803512132,0.04446835050911817,2.7117151993661507e-16,0.4499609414322968,E
B1,327745.53,4.40596877e6,0.3971573949680516,0.5784479631528981,5.379321228885544e-16,0.2272000040519395,5.065652844432498e-6,6.542523083913467e-16,D
B2,327721.65,4.40609786e6,0.00024309905371102742,1.0,0.0060508206322057514,0.3067305113503488,8.71115959342139e-13,6.542523083913467e-16,D
B3,327738.97,4.40619405e6,4.700488984968267e-16,0.312979545459976,5.379321228885544e-16,0.15630027884751335,0.5837883806362711,6.542523083913467e-16,F
