15-12,327137.93,4.40603467e6,2.8931555312480454e-8,0.9795972822487019,B
17-31,328813.04,4.40882204e6,0.7379225690224992,1.5651913798994877e-11,A
18-1,327026.54,4.40703217e6,0.2379264421960554,0.6844226808116043,B
18-31,328801.97,4.40871725e6,0.40774437440529177,0.6965087805510661,B
18A-1,327056.33,4.40703775e6,0.2607877186256324,0.6325969656304393,B
18B-31,328791.32,4.40871144e6,0.4846979038336128,0.5979358174278802,B
18D-31,328751.91,4.40862911e6,0.6234230979367736,0.5330141549822652,B
22-13,327161.72,4.4051245e6,0.31064963077797453,0.24008241008831233,B
26-12,327300.66,4.40579963e6,0.5690618169255632,0.27045912679715617,A
27-1,327256.49,4.40720478e6,1.437999949327728e-14,0.8264272417099939,B
27A-1,327256.49,4.40720478e6,1.611870596602402e-14,0.8264267713530785,B
46-1,327805.01,4.40748476e6,0.6098137511476276,0.29035115458493327,A
46A-1,327774.78,4.40740108e6,0.6725131231160036,0.21984461279317888,A
47A-1,327661.35,4.40729129e6,0.6395546666005508,0.22152355941930163,A
47C-1,327746.25,4.4073085e6,0.5761866543140445,0.3195175266273673,A
48A-1,327704.9,4.40718065e6,0.46910757378216905,0.3556889784632725,B
55-1,328014.47,4.40772054e6,0.7400818839268082,0.25943642550964946,A
56-1,327963.43,4.40755491e6,0.8169945848272344,0.15135562116602067,A
56A-1,327859.51,4.40755578e6,0.5112013688660977,0.49245537156719305,B
56B-1,327891.35,4.40745289e6,0.7650083160975527,0.06205646340679939,A
57-1,327931.46,4.40741438e6,0.9154854229916339,0.10276201211225595,A
64-1,328156.6,4.40795433e6,0.5699190745360043,0.2670080035058291,A
68A-1,328229.72,4.40707921e6,1.0,0.007793204257738308,A
68B-1,328065.7,4.40706164e6,0.974926114935725,0.1302837836659893,A
77-1,328214.13,4.40718169e6,0.8382021133596009,0.21036509198609646,A
81-1,328567.28,4.40851194e6,0.4815634655878036,0.33777681771641893,A
81-11,326859.34,4.4069495e6,0.21848956636244637,0.4794205856284311,B
81A-1,328598.76,4.40855648e6,0.4443651176768867,0.33992289207214016,B
81B-1,328528.63,4.40843124e6,0.4285492558919403,0.6707062058594084,B
82A-11,326907.12,4.40670723e6,2.4432702595981866e-16,0.753488167282738,B
82A-11-RD1,326907.12,4.40670723e6,2.4432702595981866e-16,0.753488167282738,B
82A-11-RD2,326907.12,4.40670723e6,2.4432702595981866e-16,0.753488167282738,B
82A-11-RD3,326907.12,4.40670723e6,2.4432702595981866e-16,0.753488167282738,B
88-11,326889.0,4.40544507e6,0.2837203840579873,0.5196673732921896,B
B1,327745.53,4.40596877e6,0.7605877113202135,0.07708257180024987,A
B2,327721.65,4.40609786e6,0.8314034981415747,0.021689818916359082,A
B3,327738.97,4.40619405e6,0.9837510168607118,2.1551141550652202e-10,A
B4,327778.14,4.40639034e6,0.9211560798366265,0.011039160179615738,A
B5,327713.81,4.40629808e6,0.5431877091375404,0.43204421862895737,B
B5A,327754.04,4.40637455e6,0.8411920232539178,0.16277504406074103,A
B6,327848.36,4.40636567e6,0.7722141384625667,0.4238883541961883,A
B7,327784.51,4.40629935e6,0.967820567855049,0.22062256718592144,A
B8,327603.56,4.40643766e6,0.6540828297654302,0.18498642568358376,A
BCH-1,328398.2,4.40887416e6,0.28574538340624095,0.42984252570812553,B
BCH-2,327732.14,4.40800628e6,0.46192075668701477,0.4010396991394419,B
BCH-3,327126.74,4.40600409e6,3.799951498703676e-5,1.0,B
EE-1,327575.0,4.40640489e6,0.6212628982395181,0.20496208886282063,A
MG-1(SP-1),328194.09,4.4071925e6,0.7608305307299199,0.2564672654068285,A
MG-2(SP-2),328128.08,4.4076273e6,0.6480205073957108,0.21730470495393767,A
MGI-1,327853.91,4.40678619e6,0.7502234570023988,0.23649263836558546,A
MGI-2,327994.35,4.40709171e6,0.7569688968064074,0.6223439103929067,B
