15-12,327137.93,4.40603467e6,0.023544677825094205,2.6935074789320455e-16,0.9772508999435446,1.8953673465842914e-16,0.019898516199018553,2.285768676244865e-16,C
17-31,328813.04,4.40882204e6,3.31025595915378e-16,0.3881033833935953,2.157250305753983e-16,0.0010382263397409894,2.7180500875766766e-16,0.3201120039714329,A
18-1,327026.54,4.40703217e6,0.6445921194161405,2.6935074789320455e-16,2.157250305753983e-16,0.16852109749250885,0.3003881717138813,2.285768676244865e-16,F
18-31,328801.97,4.40871725e6,0.5146907451285386,1.680381697834319e-15,0.02165646458564668,0.12213104183811026,2.7180500875766766e-16,0.3835638843307959,D
18A-1,327056.33,4.40703775e6,0.6726760813858044,2.6935074789320455e-16,2.157250305753983e-16,0.15521478247676843,0.26920224672911414,2.285768676244865e-16,F
18B-31,328791.32,4.40871144e6,0.5256884297218576,2.6935074789320455e-16,0.002788365922653986,0.09766114943968315,2.7180500875766766e-16,0.37851873802886304,D
18D-31,328751.91,4.40862911e6,0.4900062654918509,2.6935074789320455e-16,6.285913932196773e-7,0.06520080220791435,0.1921118489764665,0.364686685143757,D
22-13,327161.72,4.4051245e6,0.24295928923341537,2.6935074789320455e-16,2.157250305753983e-16,1.8953673465842914e-16,2.7180500875766766e-16,0.36689457244221113,D
26-12,327300.66,4.40579963e6,3.31025595915378e-16,0.18326557972428284,0.40539975348694474,0.046964308422506366,2.7180500875766766e-16,0.22931871096997763,C
27-1,327256.49,4.40720478e6,0.40984231381193265,0.23909856359382897,0.25879349580294236,1.8953673465842914e-16,2.7180500875766766e-16,2.285768676244865e-16,C
27A-1,327256.49,4.40720478e6,0.4098422389859147,0.2390979681768575,0.25879375670595756,1.8953673465842914e-16,2.7180500875766766e-16,2.285768676244865e-16,C
46-1,327805.01,4.40748476e6,6.141800774002616e-16,2.6935074789320455e-16,2.157250305753983e-16,0.9755633438283986,2.7180500875766766e-16,2.285768676244865e-16,E
46A-1,327774.78,4.40740108e6,3.31025595915378e-16,2.6935074789320455e-16,2.157250305753983e-16,1.0,2.7180500875766766e-16,2.285768676244865e-16,E
47A-1,327661.35,4.40729129e6,0.009181441856570579,0.46356857866349827,2.157250305753983e-16,0.3487902193960412,2.7180500875766766e-16,0.008174574110628878,A
47C-1,327746.25,4.4073085e6,3.31025595915378e-16,0.14015315433050807,0.19402962806245094,0.5801035111171443,2.7180500875766766e-16,2.285768676244865e-16,E
48A-1,327704.9,4.40718065e6,3.31025595915378e-16,0.4926611349144893,1.131318146024265e-5,0.38008562519369243,2.7180500875766766e-16,2.285768676244865e-16,A
55-1,328014.47,4.40772054e6,0.1632528952565531,0.3405549023810356,0.011770343547842017,0.1470323600746184,0.1274311539440123,0.2828679891811271,A
56-1,327963.43,4.40755491e6,0.02473532950889586,0.4249939876300081,2.157250305753983e-16,0.2775432092193286,2.7180500875766766e-16,0.23806672848436686,A
56A-1,327859.51,4.40755578e6,0.06785957742165831,0.11789819533669936,0.3887263460655437,0.4589470739337449,2.7180500875766766e-16,2.285768676244865e-16,E
56B-1,327891.35,4.40745289e6,3.31025595915378e-16,1.0,2.157250305753983e-16,6.89875592294407e-6,2.7180500875766766e-16,2.285768676244865e-16,A
57-1,327931.46,4.40741438e6,3.31025595915378e-16,0.5042804386593494,2.157250305753983e-16,0.30286821118782414,2.7180500875766766e-16,0.20819232933450457,A
64-1,328156.6,4.40795433e6,0.2735072518168426,0.19964491647719224,2.157250305753983e-16,1.8953673465842914e-16,0.12889209761000997,0.3536112950452837,D
68A-1,328229.72,4.40707921e6,3.31025595915378e-16,0.16644235542272648,1.0009234114734759e-8,1.8953673465842914e-16,0.7294150019325629,0.34055056491238056,B
68B-1,328065.7,4.40706164e6,3.31025595915378e-16,9.760746278256312e-11,0.2464716073672924,1.8953673465842914e-16,0.7135561868817066,0.3705082053119245,B
77-1,328214.13,4.40718169e6,0.045517733710236846,2.6935074789320455e-16,2.157250305753983e-16,0.20886702798536771,0.748502070723652,0.2222680255267724,B
81-1,328567.28,4.40851194e6,3.31025595915378e-16,2.6935074789320455e-16,0.1044684974406611,0.3500545843691485,2.7180500875766766e-16,0.2882967598511919,E
81-11,326859.34,4.4069495e6,3.31025595915378e-16,0.44997245722499946,0.23696212204198516,1.8953673465842914e-16,2.7180500875766766e-16,2.285768676244865e-16,A
81A-1,328598.76,4.40855648e6,3.31025595915378e-16,2.6935074789320455e-16,0.09140385005181698,0.36345883562790193,2.7180500875766766e-16,0.26803920275306936,E
81B-1,328528.63,4.40843124e6,0.3575295525509903,2.6935074789320455e-16,0.3398160919229247,0.11443222443602273,0.08826439308292737,0.2782691670345913,C
82A-11,326907.12,4.40670723e6,1.0,2.6935074789320455e-16,2.157250305753983e-16,1.8953673465842914e-16,2.7180500875766766e-16,2.285768676244865e-16,F
82A-11-RD1,326907.12,4.40670723e6,1.0,2.6935074789320455e-16,2.157250305753983e-16,1.8953673465842914e-16,2.7180500875766766e-16,2.285768676244865e-16,F
82A-11-RD2,326907.12,4.40670723e6,1.0,2.6935074789320455e-16,2.157250305753983e-16,1.8953673465842914e-16,2.7180500875766766e-16,2.285768676244865e-16,F
82A-11-RD3,326907.12,4.40670723e6,1.0,2.6935074789320455e-16,2.157250305753983e-16,1.8953673465842914e-16,2.7180500875766766e-16,2.285768676244865e-16,F
88-11,326889.0,4.40544507e6,0.27196174866209893,2.6935074789320455e-16,0.3140587717488113,0.12815287443002857,2.7180500875766766e-16,0.15550918895674457,C
B1,327745.53,4.40596877e6,3.31025595915378e-16,0.4702663387007661,0.10214270900266675,1.1984749005146084e-10,2.7180500875766766e-16,0.28904096885246994,A
B2,327721.65,4.40609786e6,1.553293451096524e-6,0.034975589604511075,1.0653557114038964e-5,2.587539491255053e-5,2.7180500875766766e-16,1.0,D
B3,327738.97,4.40619405e6,3.31025595915378e-16,0.30674457837321095,2.157250305753983e-16,1.8953673465842914e-16,0.7084951481545986,0.02097047989571586,B
B4,327778.14,4.40639034e6,3.31025595915378e-16,0.0011778468491668412,2.4762038897059263e-6,0.2524738352809508,0.47887761010067165,0.22103888705861963,B
B5,327713.81,4.40629808e6,0.41687917089482357,2.6935074789320455e-16,2.157250305753983e-16,1.8953673465842914e-16,0.5156689084144117,0.24467239835779367,B
B5A,327754.04,4.40637455e6,3.31025595915378e-16,2.506264810670356e-6,0.10286640378033507,0.13191430168896962,0.525434937455388,0.27857935920670074,B
B6,327848.36,4.40636567e6,0.29083499117291445,0.04586934436179189,0.018410591455748308,1.8953673465842914e-16,0.8391429601061934,0.014391095111717303,B
B7,327784.51,4.40629935e6,0.26169989910880714,6.193408029288866e-5,0.026861973279181585,0.00031364632651875257,0.6323265675544429,0.1906272069918287,B
B8,327603.56,4.40643766e6,3.31025595915378e-16,0.8781912830440401,2.157250305753983e-16,1.8953673465842914e-16,2.7180500875766766e-16,2.285768676244865e-16,A
BCH-1,328398.2,4.40887416e6,0.029637528569741015,1.8483877835494923e-12,0.5310935480111627,1.8953673465842914e-16,2.7180500875766766e-16,0.19128117621918878,C
BCH-2,327732.14,4.40800628e6,3.31025595915378e-16,0.5424690786243532,0.36974319440899467,1.8953673465842914e-16,2.7180500875766766e-16,2.285768676244865e-16,A
BCH-3,327126.74,4.40600409e6,1.6099157144106916e-6,2.6935074789320455e-16,1.0,1.8953673465842914e-16,0.03846934724072957,2.285768676244865e-16,C
EE-1,327575.0,4.40640489e6,3.31025595915378e-16,0.8602779460386214,2.157250305753983e-16,1.8953673465842914e-16,2.7180500875766766e-16,2.285768676244865e-16,A
MG-1(SP-1),328194.09,4.4071925e6,0.0575754336234099,3.2608511425247204e-16,2.157250305753983e-16,1.8953673465842914e-16,1.0,0.2258989995512233,B
MG-2(SP-2),328128.08,4.4076273e6,0.29821909645805483,0.008989411087822953,2.157250305753983e-16,1.8953673465842914e-16,0.20203047398999066,0.5021219072254604,D
MGI-1,327853.91,4.40678619e6,8.380877667994683e-12,0.1334395235604656,0.1696562125475102,0.24272498353706898,0.2780475004685309,0.2227876064209596,E
MGI-2,327994.35,4.40709171e6,0.2565503175449499,1.340498162105827e-6,0.46950193822273684,0.16099616286018034,0.547474262381614,0.07932936805768212,C
