15-12,327137.93,4.40603467e6,0.3967837603818419,2.4045136820874266e-16,0.5465750198663927,C
17-31,328813.04,4.40882204e6,0.27240313848391673,0.4838626440714462,3.165466560073889e-16,A
18-1,327026.54,4.40703217e6,0.15880202062196372,0.14862390958918098,0.7740496969318945,C
18-31,328801.97,4.40871725e6,0.07538962498162699,0.40142178080767926,0.5865904696779778,C
18A-1,327056.33,4.40703775e6,0.15557188137239542,0.13088228476474598,0.7743867463161824,C
18B-31,328791.32,4.40871144e6,0.0019075463296867497,0.46328626512925386,0.5784854092958032,C
18D-31,328751.91,4.40862911e6,1.113853961603476e-6,0.5991111292616944,0.4971529284059838,A
22-13,327161.72,4.4051245e6,1.0518742316927921e-14,0.38878591365713605,0.2517665772210674,A
26-12,327300.66,4.40579963e6,0.4223140068875548,0.34280380624334356,3.165466560073889e-16,B
27-1,327256.49,4.40720478e6,0.3327963949120433,2.4045136820874266e-16,0.4648082513669612,C
27A-1,327256.49,4.40720478e6,0.33279613887495973,2.4045136820874266e-16,0.4648081133523165,C
46-1,327805.01,4.40748476e6,0.4729782858532766,0.291629874012495,0.08871250256597751,B
46A-1,327774.78,4.40740108e6,0.5581273178508757,0.26285732312051396,3.165466560073889e-16,B
47A-1,327661.35,4.40729129e6,0.6271725188808664,0.09486831132915409,3.165466560073889e-16,B
47C-1,327746.25,4.4073085e6,0.7599812634110951,2.4045136820874266e-16,3.165466560073889e-16,B
48A-1,327704.9,4.40718065e6,0.8207197857020291,2.4045136820874266e-16,3.165466560073889e-16,B
55-1,328014.47,4.40772054e6,0.3005251479433285,0.5015249875479211,0.24615575714952934,A
56-1,327963.43,4.40755491e6,0.38519924784921145,0.4663000944078817,0.10719621109084633,B
56A-1,327859.51,4.40755578e6,0.6753849351549382,2.4045136820874266e-16,0.26031768140346623,B
56B-1,327891.35,4.40745289e6,1.0,0.00011364766457899506,3.165466560073889e-16,B
57-1,327931.46,4.40741438e6,0.4332231442369515,0.5352192721456709,0.011027299768701737,B
64-1,328156.6,4.40795433e6,1.745025888305907e-16,0.6210953846773515,0.36672584174099276,A
68A-1,328229.72,4.40707921e6,0.08613881858290685,1.0,3.165466560073889e-16,A
68B-1,328065.7,4.40706164e6,0.19603820724346366,0.8764222261370969,0.08062579386637879,A
77-1,328214.13,4.40718169e6,0.0006392075591041535,0.9303180304076922,0.2714749428993695,A
81-1,328567.28,4.40851194e6,0.1560375579415086,0.3840955492074077,0.25867772470571043,A
81-11,326859.34,4.4069495e6,0.5638526440729328,2.4045136820874266e-16,3.165466560073889e-16,B
81A-1,328598.76,4.40855648e6,0.1935403581583803,0.3345769223700898,0.2483583160072059,A
81B-1,328528.63,4.40843124e6,0.003667103478006686,0.4425772953916923,0.6038342639448905,C
82A-11,326907.12,4.40670723e6,1.745025888305907e-16,2.4045136820874266e-16,1.0,C
82A-11-RD1,326907.12,4.40670723e6,1.745025888305907e-16,2.4045136820874266e-16,1.0,C
82A-11-RD2,326907.12,4.40670723e6,1.745025888305907e-16,2.4045136820874266e-16,1.0,C
82A-11-RD3,326907.12,4.40670723e6,1.745025888305907e-16,2.4045136820874266e-16,1.0,C
88-11,326889.0,4.40544507e6,0.12996329082636848,0.2633362447581884,0.5162150226652236,C
B1,327745.53,4.40596877e6,0.4224551675552626,0.3894798793407244,3.165466560073889e-16,B
B2,327721.65,4.40609786e6,0.3126954888191465,0.5772155206455587,5.146869791405687e-12,A
B3,327738.97,4.40619405e6,0.1294018100386605,0.8183861557646431,3.165466560073889e-16,A
B4,327778.14,4.40639034e6,0.013363456819181902,0.8160980991143185,0.014857062639988287,A
B5,327713.81,4.40629808e6,1.745025888305907e-16,0.5882066462385391,0.5395660774151483,A
B5A,327754.04,4.40637455e6,0.0452376561903067,0.7408672236583627,0.1713147781407284,A
B6,327848.36,4.40636567e6,0.0009899278889587612,0.7122003987564084,0.4265104243940046,A
B7,327784.51,4.40629935e6,1.749028369144281e-11,0.8795680874960297,0.36408292753732435,A
B8,327603.56,4.40643766e6,0.5222814290464493,0.21304291734350583,8.130070182478929e-13,B
BCH-1,328398.2,4.40887416e6,0.28298525951969633,0.1617024470548065,0.26562680728281823,B
BCH-2,327732.14,4.40800628e6,0.651803611552654,3.8992838498329006e-5,0.04185509689510531,B
BCH-3,327126.74,4.40600409e6,0.4216827234930619,2.8732462438270136e-16,0.5264300268288507,C
EE-1,327575.0,4.40640489e6,0.5303108519897847,0.1844780840628812,1.5365659482772669e-9,B
MG-1(SP-1),328194.09,4.4071925e6,0.15654694193720267,0.7069876532717725,0.23854920761709295,A
MG-2(SP-2),328128.08,4.4076273e6,1.745025888305907e-16,0.7052014386065721,0.30393329750806036,A
MGI-1,327853.91,4.40678619e6,0.17674184564628467,0.6142627370592335,0.17061692355977096,A
MGI-2,327994.35,4.40709171e6,5.779223590165995e-11,0.7708888174603965,0.5536122075622218,A
