Name,X,Y,S1,S2,S3,S4,Signal
15-12,327137.93,4.40603467e6,0.7542188227889884,0.8208786853940276,0.8576660705668719,0.11733317939400212,D
17-31,328813.04,4.40882204e6,0.258116221290139,0.371507393666588,0.32808911485456094,0.17502903513653864,D
18-1,327026.54,4.40703217e6,0.809329399784574,0.6256034811879495,0.6485271882170015,0.36675000082266074,D
18-31,328801.97,4.40871725e6,0.11210288046318284,0.2616250971252083,0.26694028151726557,0.11103125031978626,D
18A-1,327056.33,4.40703775e6,0.7627600174887065,0.5275554011712524,0.6718057183479602,0.38883230048917927,D
18B-31,328791.32,4.40871144e6,0.1512325636643805,0.35075963402281846,0.2877703862178793,0.1230002417150626,D
18D-31,328751.91,4.40862911e6,0.20456108002716702,0.30208044425989417,0.30935591445034577,0.06695366588291454,D
22-13,327161.72,4.4051245e6,0.7801012860343738,0.30630238905975626,0.4012062669527978,0.41309748011947345,C
26-12,327300.66,4.40579963e6,0.48672990314356207,0.4467368265561723,0.4068361872066848,0.2832005391469057,D
27-1,327256.49,4.40720478e6,0.4891305896534644,0.4210425508536353,1.0,0.29591392304884695,D
46-1,327805.01,4.40748476e6,0.21220840603533977,0.49828902395772134,0.6430756204934734,0.4212628032399502,A
46A-1,327774.78,4.40740108e6,0.19545695141042094,0.4460176151488151,0.6180980902341338,0.4571648657699464,A
47A-1,327661.35,4.40729129e6,0.28423271215647294,0.5145511966265159,0.7819290012186653,0.63093438339982,A
47C-1,327746.25,4.4073085e6,0.2245490680311212,0.43418964864085857,0.6733459764802091,0.5403532433427,A
48A-1,327704.9,4.40718065e6,0.11323674862543726,0.11895419214937641,0.4680486105178478,0.3998524265582107,A
55-1,328014.47,4.40772054e6,0.32894157877883395,0.9516139301128418,0.3864183703848765,0.513503130501259,B
56-1,327963.43,4.40755491e6,0.43985625811650225,1.0,0.6610994733932244,0.6264487451560391,B
56A-1,327859.51,4.40755578e6,0.24604843785334143,0.7531148894774405,0.639714553564862,0.5045967848915061,B
56B-1,327891.35,4.40745289e6,0.10126549337128904,0.26720582991502473,0.47208208267390483,0.35254077730785366,A
57-1,327931.46,4.40741438e6,0.48793592557127197,0.948600792301534,0.8127715979220916,0.6693200669849457,B
64-1,328156.6,4.40795433e6,0.34002370818543676,0.5234798865673397,0.26184211066204743,1.0,C
68A-1,328229.72,4.40707921e6,0.8145716144750543,0.6739867047726661,0.47329646438408707,0.7464564301656758,C
68B-1,328065.7,4.40706164e6,0.43141685042821015,0.759484664541718,0.4616785101982675,0.7094614888595175,C
77-1,328214.13,4.40718169e6,0.7543023714015377,0.8232095262081238,0.5441885189242243,0.7054989228392665,C
81-1,328567.28,4.40851194e6,0.11435781662440601,0.23512700241836082,0.27339205449761844,0.1152213890484141,D
81-11,326859.34,4.4069495e6,0.26074592332767893,0.3526717739494031,0.5924179118078579,0.15043004897475562,D
81A-1,328598.76,4.40855648e6,0.08381657188758557,0.20724556624351737,0.2633778320763782,0.11586372547204121,D
81B-1,328528.63,4.40843124e6,0.1295790852900249,0.32217149935857775,0.271121620441615,0.07827508008860981,D
82A-11,326907.12,4.40670723e6,0.7698400375304358,0.21720321661815856,0.6896663553873159,0.19681456576591702,D
88-11,326889.0,4.40544507e6,1.0,0.5589039558154233,0.6047760747007089,0.1896253346800717,D
B1,327745.53,4.40596877e6,0.5385095234039369,0.4837713355059951,0.21141987324465894,0.4569215720406356,C
B2,327721.65,4.40609786e6,0.06613429697544235,1.7707943345616232e-16,0.06324743190576539,0.08229911105403748,A
B3,327738.97,4.40619405e6,0.18470547877863663,0.13483538205934564,0.12449884623193216,0.18948914324739247,C
B4,327778.14,4.40639034e6,0.11514122005683694,0.2860781062430157,0.19966017295993885,0.2242099325118941,B
B5,327713.81,4.40629808e6,0.42850810947308354,0.44058513961052986,0.3903131114167693,0.5123783039310802,C
B5A,327754.04,4.40637455e6,0.2567112813611863,0.440366583815091,0.2550939178089757,0.315420121822049,B
B6,327848.36,4.40636567e6,0.18860043586644853,0.2592646884646101,0.15581185601441236,0.17789293514832122,B
B7,327784.51,4.40629935e6,0.026242320941015265,0.1560772863494978,0.07332901916337158,0.07095717064422792,B
B8,327603.56,4.40643766e6,0.33698126589342664,0.4028025972159654,0.6406584282808898,0.8221945802812098,A
BCH-1,328398.2,4.40887416e6,0.26744014868988264,0.608278855430505,0.6005938089759998,0.3141635654604167,B
BCH-2,327732.14,4.40800628e6,0.42087174815628603,0.67324654870966,0.6461078610018803,0.5690791247827124,B
BCH-3,327126.74,4.40600409e6,0.7727332683391779,0.8860471543689704,0.8457319085396113,0.1128878129888346,D
EE-1,327575.0,4.40640489e6,0.34605576594119364,0.3883666074079697,0.6866259713748225,0.7886786487922358,A
MG-1(SP-1),328194.09,4.4071925e6,0.7046594279971664,0.6519807298753,0.573778301154832,0.743567366571078,C
MG-2(SP-2),328128.08,4.4076273e6,0.5502358689993442,0.6233700373852208,0.4198956125276598,0.8051466177970743,C
MGI-1,327853.91,4.40678619e6,0.05310222879033004,0.18003989742322116,0.17799050524675494,0.23560762813284408,A
MGI-2,327994.35,4.40709171e6,0.03544075142543988,0.29051596037224187,0.1437149967675855,0.14019912473801308,B
