Name,X,Y,S1,S2,Signal
15-12,327137.93,4.40603467e6,0.5607122939670149,0.8208199319305709,B
17-31,328813.04,4.40882204e6,0.28650925520768095,0.36965374455430455,B
18-1,327026.54,4.40703217e6,0.7353712123862363,0.6224864429913554,A
18-31,328801.97,4.40871725e6,0.18596183405900077,0.26038274240662973,B
18A-1,327056.33,4.40703775e6,0.7843610066370938,0.5245335075645987,A
18B-31,328791.32,4.40871144e6,0.18960557756278681,0.349083464033972,B
18D-31,328751.91,4.40862911e6,0.1955931192119929,0.30026848543668605,B
22-13,327161.72,4.4051245e6,0.7379751167290902,0.30404323712260944,A
26-12,327300.66,4.40579963e6,0.47559008397574476,0.4446746769994806,A
27-1,327256.49,4.40720478e6,0.8289277841731021,0.4213885953541535,A
46-1,327805.01,4.40748476e6,0.5941484896337651,0.4978956062560659,A
46A-1,327774.78,4.40740108e6,0.6211533769305141,0.44585385436718006,A
47A-1,327661.35,4.40729129e6,0.8587854560227159,0.5153749851585973,A
47C-1,327746.25,4.4073085e6,0.733126132330301,0.4345405137043445,A
48A-1,327704.9,4.40718065e6,0.580090297083552,0.11889482301660896,A
55-1,328014.47,4.40772054e6,0.39774555135111206,0.9534717206487092,B
56-1,327963.43,4.40755491e6,0.6680747578264815,1.0,B
56A-1,327859.51,4.40755578e6,0.5768515849220004,0.7532910925570613,B
56B-1,327891.35,4.40745289e6,0.4858699302968805,0.26715597417953435,A
57-1,327931.46,4.40741438e6,0.8254648115234288,0.9477866867980662,B
64-1,328156.6,4.40795433e6,0.875303321167248,0.5240581877033984,A
68A-1,328229.72,4.40707921e6,0.9177612848093131,0.6748882279968075,A
68B-1,328065.7,4.40706164e6,0.7050408708102588,0.761053636667224,B
77-1,328214.13,4.40718169e6,0.8484218177275598,0.823310375616006,A
81-1,328567.28,4.40851194e6,0.20387528863469373,0.2334734747135937,B
81-11,326859.34,4.4069495e6,0.4225285317502011,0.3527854078350111,A
81A-1,328598.76,4.40855648e6,0.1971079556271276,0.20596436801813411,B
81B-1,328528.63,4.40843124e6,0.1476390353815631,0.31988941757950107,B
82A-11,326907.12,4.40670723e6,0.7601230581607952,0.2130933976133576,A
88-11,326889.0,4.40544507e6,0.6674347743789892,0.555303751502298,A
B1,327745.53,4.40596877e6,0.5077746497401223,0.48281606649811293,A
B2,327721.65,4.40609786e6,0.1258899505937685,2.305048625871431e-16,A
B3,327738.97,4.40619405e6,0.24066939825711306,0.13477391521486795,A
B4,327778.14,4.40639034e6,0.2283149411193717,0.2864727610518346,B
B5,327713.81,4.40629808e6,0.6256791292757241,0.44116386185530204,A
B5A,327754.04,4.40637455e6,0.3285635846897729,0.44085506156629034,B
B6,327848.36,4.40636567e6,0.20460276970713567,0.2595458779668343,B
B7,327784.51,4.40629935e6,0.04992908440119344,0.15632304666672725,B
B8,327603.56,4.40643766e6,0.9917665053990192,0.40328031017910604,A
BCH-1,328398.2,4.40887416e6,0.4675499548745114,0.6058699003739954,B
BCH-2,327732.14,4.40800628e6,0.726456208098451,0.674019818783513,A
BCH-3,327126.74,4.40600409e6,0.5337115318989044,0.8857378087990301,B
EE-1,327575.0,4.40640489e6,1.0,0.38876109508279705,A
MG-1(SP-1),328194.09,4.4071925e6,0.939894505448651,0.6515805749197733,A
MG-2(SP-2),328128.08,4.4076273e6,0.8536029356886504,0.6232894067011395,A
MGI-1,327853.91,4.40678619e6,0.2403434958312593,0.18076394437650883,A
MGI-2,327994.35,4.40709171e6,0.09786834844113289,0.2915604086858845,B
