Name,X,Y,S1,S2,S3,Signal
15-12,327137.93,4.40603467e6,0.82531412241769,0.7700211207455265,0.4760746050107899,B
17-31,328813.04,4.40882204e6,0.37046955236101275,0.27659886552832275,0.2813292158136458,B
18-1,327026.54,4.40703217e6,0.6235908090407825,0.823186541847991,0.5988373302766014,C
18-31,328801.97,4.40871725e6,0.2606960768510225,0.12232398688468925,0.21141220719676676,B
18A-1,327056.33,4.40703775e6,0.526426464551573,0.7839843240401976,0.6446508202060088,C
18B-31,328791.32,4.40871144e6,0.34956246064473423,0.16327481047068199,0.2190248345400684,B
18D-31,328751.91,4.40862911e6,0.30086433085242303,0.2084128942669935,0.19513014126012085,B
22-13,327161.72,4.4051245e6,0.30495152867693354,0.8780000954885657,0.5040666585567529,C
26-12,327300.66,4.40579963e6,0.44625113453000925,0.5092681596679015,0.4062133946981487,C
27-1,327256.49,4.40720478e6,0.4222287147444586,0.5189032034105076,0.7799282405408042,A
46-1,327805.01,4.40748476e6,0.4974110324016176,0.25823527580475836,0.653251084877504,A
46A-1,327774.78,4.40740108e6,0.4454545237240796,0.2461205110241038,0.6752528787228927,A
47A-1,327661.35,4.40729129e6,0.5144909024504405,0.35139724416937357,0.9054207919749236,A
47C-1,327746.25,4.4073085e6,0.4344159649037687,0.28464491153864446,0.777610318126362,A
48A-1,327704.9,4.40718065e6,0.11901744170360949,0.16137352452126422,0.5888634990478894,A
55-1,328014.47,4.40772054e6,0.9534136557959378,0.3799440542628191,0.49661160289141243,B
56-1,327963.43,4.40755491e6,1.0,0.509752797728852,0.7461744717653863,B
56A-1,327859.51,4.40755578e6,0.7528704955527121,0.3014076073071533,0.6765249527040917,B
56B-1,327891.35,4.40745289e6,0.2672284087425954,0.14422619006044982,0.528862727453147,A
57-1,327931.46,4.40741438e6,0.9478298021266124,0.5575570593045078,0.884399551556168,B
64-1,328156.6,4.40795433e6,0.524089755312456,0.47154200980301797,0.8746143553688247,A
68A-1,328229.72,4.40707921e6,0.6748502344861816,0.8565841463915187,0.795582122964077,C
68B-1,328065.7,4.40706164e6,0.7608822348624718,0.4763307458403087,0.7440821986153429,B
77-1,328214.13,4.40718169e6,0.8237643342314618,0.8009659212936454,0.7782226608544913,C
81-1,328567.28,4.40851194e6,0.233774800623416,0.12391565423046064,0.22383120707432616,B
81-11,326859.34,4.4069495e6,0.35292711370385993,0.27851642136484184,0.4243573609516307,C
81A-1,328598.76,4.40855648e6,0.20608066220638158,0.0939644985660529,0.22265147556233805,B
81B-1,328528.63,4.40843124e6,0.3201744889937291,0.13324518548612904,0.17936500112592899,B
82A-11,326907.12,4.40670723e6,0.21278860174076888,0.7779150972934874,0.5492539193048415,C
88-11,326889.0,4.40544507e6,0.5585482634939491,1.0,0.43423100072052706,C
B1,327745.53,4.40596877e6,0.4828358029338773,0.6024071794869749,0.41230891471136144,C
B2,327721.65,4.40609786e6,1.9073060363220602e-16,0.07198589583827114,0.10633433930641326,A
B3,327738.97,4.40619405e6,0.13476357419956075,0.19470972248639398,0.21117892218869963,C
B4,327778.14,4.40639034e6,0.28624971728406606,0.13194293258530287,0.2597868214905993,B
B5,327713.81,4.40629808e6,0.4410281936298183,0.4657477382569173,0.5872986669055308,C
B5A,327754.04,4.40637455e6,0.44077074961967483,0.27535161092572663,0.3447749314755947,B
B6,327848.36,4.40636567e6,0.25950962600454897,0.19929260627429285,0.19956225058354196,B
B7,327784.51,4.40629935e6,0.15614320897475406,0.03133557514561038,0.07789586511347206,B
B8,327603.56,4.40643766e6,0.4032379203414361,0.4147001227079345,0.9961029757124862,A
BCH-1,328398.2,4.40887416e6,0.6055509366533364,0.29385966849093154,0.5265558635163139,B
BCH-2,327732.14,4.40800628e6,0.6735660191216905,0.46856051510248936,0.7502509838485385,C
BCH-3,327126.74,4.40600409e6,0.8908812996242766,0.7876701864203757,0.45427816148982625,B
EE-1,327575.0,4.40640489e6,0.38879648718359683,0.41842124739858766,1.0,A
MG-1(SP-1),328194.09,4.4071925e6,0.6522955097597604,0.7593866509193203,0.8540644266665469,C
MG-2(SP-2),328128.08,4.4076273e6,0.6241854051606861,0.6458064121533561,0.8011788072331245,C
MGI-1,327853.91,4.40678619e6,0.18039369137359842,0.07642844487666718,0.27120790178611137,A
MGI-2,327994.35,4.40709171e6,0.29098311562396856,0.04621474186451018,0.15569353217402984,B
