Name,X,Y,S1,S2,S3,S4,Cluster
15-12,327137.93,4.40603467e6,0.4695116458696939,3.8620850662674887e-16,2.606569450584441e-16,0.4683005639868795,C
17-31,328813.04,4.40882204e6,3.5918916309542903e-16,0.6183034837365036,6.095366281599937e-10,0.34034090059998084,A
18-1,327026.54,4.40703217e6,0.586714578339248,0.04435965860295491,0.3459810789137808,0.12467818304354307,C
18-31,328801.97,4.40871725e6,0.43188891039913113,0.7206176439952228,7.114402663290201e-14,0.0437202985152811,A
18A-1,327056.33,4.40703775e6,0.5623737364409783,3.8620850662674887e-16,0.3079391238835785,0.16813492118764145,C
18B-31,328791.32,4.40871144e6,0.4670868994993512,0.6855714802923698,4.97091150457897e-13,0.02577765792212857,A
18D-31,328751.91,4.40862911e6,0.48989700825860244,0.5226115901048202,0.15771751295273567,0.026405112061964053,A
22-13,327161.72,4.4051245e6,0.1593657348844651,0.3637797895263743,2.606569450584441e-16,0.12903502734326971,A
26-12,327300.66,4.40579963e6,3.5918916309542903e-16,0.41372982097777794,0.0003161205156732827,0.4800727098969654,D
27-1,327256.49,4.40720478e6,0.497129973810221,3.8620850662674887e-16,7.76473942631989e-15,0.36976008905749314,C
27A-1,327256.49,4.40720478e6,0.49712940813454964,3.8620850662674887e-16,9.40384795852074e-15,0.3697603171559622,C
46-1,327805.01,4.40748476e6,1.1749010954089895e-6,0.535756988693416,2.606569450584441e-16,0.5240390261687097,D
46A-1,327774.78,4.40740108e6,3.5918916309542903e-16,0.4705858418613923,2.606569450584441e-16,0.5839538136544181,D
47A-1,327661.35,4.40729129e6,3.340443489789312e-12,0.40401643846741975,0.009100233379500267,0.549570969394311,D
47C-1,327746.25,4.4073085e6,5.677174020312518e-13,0.07928289238679392,4.329489966592309e-14,0.8062082686322749,D
48A-1,327704.9,4.40718065e6,3.5918916309542903e-16,3.8620850662674887e-16,2.606569450584441e-16,1.0,D
55-1,328014.47,4.40772054e6,0.273320224044788,0.5046780274092277,0.2083546315433889,0.36276718293019,A
56-1,327963.43,4.40755491e6,0.00012058283383990257,0.8045753600312884,1.2594486430980118e-7,0.4601288314765082,A
56A-1,327859.51,4.40755578e6,0.4026469911056406,3.8620850662674887e-16,2.606569450584441e-16,0.7158196747891972,D
56B-1,327891.35,4.40745289e6,3.5918916309542903e-16,0.21454527052844508,0.10874188094398667,0.8511825539562098,D
57-1,327931.46,4.40741438e6,1.8718113002183163e-14,0.772522059474837,8.957009338651653e-7,0.5272250752529456,A
64-1,328156.6,4.40795433e6,0.3082423303856606,0.7449080930510026,0.22081482342582212,2.4269740580863233e-16,A
68A-1,328229.72,4.40707921e6,3.5918916309542903e-16,0.3428857828506271,0.7210475889431389,0.17279509548786667,B
68B-1,328065.7,4.40706164e6,0.11244204074372037,0.483962258919495,0.5037704380342627,0.30003270703832086,B
77-1,328214.13,4.40718169e6,0.3144418969695508,0.32064463337412596,0.4812770109305481,0.22695991968003487,B
81-1,328567.28,4.40851194e6,0.0001134531300933825,0.8283582801058733,2.606569450584441e-16,0.1009779200362493,A
81-11,326859.34,4.4069495e6,3.5918916309542903e-16,3.8620850662674887e-16,2.2546624645664697e-8,0.6850519147930185,D
81A-1,328598.76,4.40855648e6,4.4527569547850855e-6,0.8282078577712408,2.606569450584441e-16,0.10018644134211287,A
81B-1,328528.63,4.40843124e6,0.5175771474183707,0.5501021050933432,0.11772254745522402,0.0032365219498276337,A
82A-11,326907.12,4.40670723e6,1.0,3.8620850662674887e-16,2.606569450584441e-16,2.4269740580863233e-16,C
82A-11-RD1,326907.12,4.40670723e6,1.0,3.8620850662674887e-16,2.606569450584441e-16,2.4269740580863233e-16,C
82A-11-RD2,326907.12,4.40670723e6,1.0,3.8620850662674887e-16,2.606569450584441e-16,2.4269740580863233e-16,C
82A-11-RD3,326907.12,4.40670723e6,1.0,3.8620850662674887e-16,2.606569450584441e-16,2.4269740580863233e-16,C
88-11,326889.0,4.40544507e6,0.5011302146669003,0.08540049540233002,2.606569450584441e-16,0.293171586055611,C
B1,327745.53,4.40596877e6,3.5918916309542903e-16,3.8620850662674887e-16,0.11014843348858354,0.6651843171215096,D
B2,327721.65,4.40609786e6,0.00029681563254904724,1.0,1.3861640028432738e-8,0.1542429441717169,A
B3,327738.97,4.40619405e6,3.5918916309542903e-16,4.96827434878504e-11,0.7142760119319802,0.3139765987807227,B
B4,327778.14,4.40639034e6,7.64670367065636e-8,0.4658869174427575,0.7062263109381516,0.010173960931865048,B
B5,327713.81,4.40629808e6,0.5088690652348209,0.3226804693491823,0.45707842196512244,2.4269740580863233e-16,B
B5A,327754.04,4.40637455e6,0.16666191397319807,0.4109494901531777,0.5990871947879157,0.00799092267938788,B
B6,327848.36,4.40636567e6,0.4114550652262151,4.905124050913559e-13,0.7205904823957967,0.05330839546431524,B
