Name,X,Y,S1,S2,S3,Cluster
15-12,327137.93,4.40603467e6,3.103353926848232e-16,0.44234503488514226,0.4918288772073106,B
17-31,328813.04,4.40882204e6,0.5713445616990384,3.5172937806322717e-16,0.32867038721777925,A
18-1,327026.54,4.40703217e6,0.11296705605912787,0.7924870676828324,0.21191054301687517,B
18-31,328801.97,4.40871725e6,0.22711245415502565,0.6354250785575217,0.3165725441163429,B
18A-1,327056.33,4.40703775e6,0.02732027578080863,0.8117221436160812,0.24111101082875167,B
18B-31,328791.32,4.40871144e6,0.43321538183385855,0.6322305169920103,0.12311963075524009,B
18D-31,328751.91,4.40862911e6,0.40627014012231866,0.6450289307686102,0.13528164965348435,B
22-13,327161.72,4.4051245e6,0.03084201836762613,0.43321487448008944,0.17824684801454882,B
26-12,327300.66,4.40579963e6,0.3929985814816543,3.5172937806322717e-16,0.4617736918701207,A
27-1,327256.49,4.40720478e6,3.103353926848232e-16,0.466211710439725,0.3931915822168469,B
27A-1,327256.49,4.40720478e6,3.103353926848232e-16,0.4662113827397146,0.393191692987718,B
46-1,327805.01,4.40748476e6,0.3195817972803514,0.1999091217531728,0.5423396218548379,A
46A-1,327774.78,4.40740108e6,0.35295453844682706,2.6237737760619827e-9,0.6458913298007811,A
47A-1,327661.35,4.40729129e6,0.35725157764315624,2.293837216786651e-12,0.5523535329355848,A
47C-1,327746.25,4.4073085e6,2.151172088239324e-11,1.7442905187623032e-10,0.8743653853483249,A
48A-1,327704.9,4.40718065e6,3.103353926848232e-16,3.5172937806322717e-16,1.0,A
55-1,328014.47,4.40772054e6,0.5269907395340262,0.3896563533369531,0.3901355633003476,C
56-1,327963.43,4.40755491e6,0.5819599362068687,0.20071316513597984,0.4250074152749069,A
56A-1,327859.51,4.40755578e6,3.103353926848232e-16,0.3884786373513409,0.7342745100268154,A
56B-1,327891.35,4.40745289e6,0.3322107658031479,3.5172937806322717e-16,0.7981872384984486,A
57-1,327931.46,4.40741438e6,0.5751390358516042,0.1512631425659082,0.5045612924136298,A
64-1,328156.6,4.40795433e6,0.7259749523740546,0.4621248711151132,2.297476493194732e-16,C
68A-1,328229.72,4.40707921e6,0.964065545775002,2.1707208735058828e-10,0.21146057009606448,C
68B-1,328065.7,4.40706164e6,0.8008901795846352,0.2430465191166456,0.3170003168139283,C
77-1,328214.13,4.40718169e6,0.5819025197593359,0.438733150992647,0.2865420723059849,C
81-1,328567.28,4.40851194e6,0.38065893182038757,0.32969033397928416,0.27418556374274194,C
81-11,326859.34,4.4069495e6,3.103353926848232e-16,3.5172937806322717e-16,0.6976783424236204,A
81A-1,328598.76,4.40855648e6,0.33087847102137,0.31986235618584946,0.3167641805919606,A
81B-1,328528.63,4.40843124e6,0.3822373740580585,0.7177607170966447,0.06423024790289912,B
82A-11,326907.12,4.40670723e6,3.103353926848232e-16,1.0,2.297476493194732e-16,B
82A-11-RD1,326907.12,4.40670723e6,3.103353926848232e-16,1.0,2.297476493194732e-16,B
82A-11-RD2,326907.12,4.40670723e6,3.103353926848232e-16,1.0,2.297476493194732e-16,B
82A-11-RD3,326907.12,4.40670723e6,3.103353926848232e-16,1.0,2.297476493194732e-16,B
88-11,326889.0,4.40544507e6,1.916640472302766e-15,0.5483883314070531,0.32385925314534725,B
B1,327745.53,4.40596877e6,0.10852937135103058,3.5172937806322717e-16,0.6789113322852751,A
B2,327721.65,4.40609786e6,0.12937810751037748,0.00014100698619269307,0.7908782331028813,A
B3,327738.97,4.40619405e6,0.9649678149804065,4.445807383704512e-8,0.12414455659298884,C
B4,327778.14,4.40639034e6,0.9876782213440345,0.16732767379627417,0.030529778508247778,C
B5,327713.81,4.40629808e6,0.5599110772458442,0.7246115545080065,2.297476493194732e-16,C
B5A,327754.04,4.40637455e6,0.789767965074878,0.25797194023859554,0.09239046092486666,C
B6,327848.36,4.40636567e6,0.7045106527539783,0.4519442123605512,0.042857936925279325,C
B7,327784.51,4.40629935e6,1.0,0.5286409775978625,0.0016615321205995404,C
B8,327603.56,4.40643766e6,0.5398556334824717,1.2058786290018836e-10,0.39217592313787764,A
BCH-1,328398.2,4.40887416e6,0.21649744848567995,0.4116136014959142,0.32300867822471757,B
BCH-2,327732.14,4.40800628e6,0.4038695358907859,3.5172937806322717e-16,0.4963925330534151,A
BCH-3,327126.74,4.40600409e6,3.103353926848232e-16,0.4258252479100856,0.5180919431106663,B
EE-1,327575.0,4.40640489e6,0.49938389472259487,6.294831711555584e-10,0.40384979169737867,A
MG-1(SP-1),328194.09,4.4071925e6,0.9140542030499365,0.4529202693488813,1.5550830433993916e-7,C
MG-2(SP-2),328128.08,4.4076273e6,0.8119840851617062,0.400321171688937,2.297476493194732e-16,C
MGI-1,327853.91,4.40678619e6,0.9084269281275836,0.25185841533889347,0.08279842077182559,C
MGI-2,327994.35,4.40709171e6,0.9580901614239598,0.6552883275618544,0.0013157025574041727,C
