Name,S1,S2
Normal stress,8363.268378971905,12016.785547684209
Coulomb shear stress,8710.711441693824,11530.7269902931
Dilation,7866.009436361986,14452.463428810843
Faulting,5534.884367656828,10476.146022973255
Fault dilation tendency,3710.076564351685,7593.5333927195825
Fault slip tendency,4851.6258098912385,9383.532004033725
Fault curvature,1263.1130732293782,2393.3606096734266
Temperature,7374.641736212794,19447.4340027522
Fault density,4938.734702309234,16046.694455597211
Fault intersection density,3398.3526638510257,7218.444181953908
Distance from faults,4361.914033536361,2703.6264487177436
