Name,X,Y,S1,S2,S3,S4,S5,Cluster
81-1,328567.28,4.40851194e6,3.788950097757905e-14,6.797862332727916e-12,0.14026206783028164,7.0408754258367045e-16,0.7478374318080028,D
81-11,326859.34,4.4069495e6,0.37611361880604377,0.3775832729474476,3.9232366538626083e-16,3.416487094980975e-16,1.0931539375850308e-15,B
81A-1,328598.76,4.40855648e6,9.77025166911465e-12,6.794998225482989e-11,0.13087903385290403,3.416487094980975e-16,0.740912750302927,D
81B-1,328528.63,4.40843124e6,2.4724156122401603e-15,0.037198315318453155,0.5074656464029504,0.1765265843557668,0.44601155150750194,D
82A-11,326907.12,4.40670723e6,2.5550433674404847e-16,2.652778851549274e-16,1.0,3.416487094980975e-16,2.441926281383692e-16,E
82A-11-RD1,326907.12,4.40670723e6,2.5550433674404847e-16,2.652778851549274e-16,1.0,3.416487094980975e-16,2.441926281383692e-16,E
82A-11-RD2,326907.12,4.40670723e6,2.5550433674404847e-16,2.652778851549274e-16,1.0,3.416487094980975e-16,2.441926281383692e-16,E
82A-11-RD3,326907.12,4.40670723e6,2.5550433674404847e-16,2.652778851549274e-16,1.0,3.416487094980975e-16,2.441926281383692e-16,E
88-11,326889.0,4.40544507e6,2.5550433674404847e-16,3.4850483933314083e-16,0.5046989519061137,3.416487094980975e-16,0.3587760730366864,D
B1,327745.53,4.40596877e6,0.5461391710249849,0.2908217744345006,3.9232366538626083e-16,3.416487094980975e-16,0.03489223727776344,C
B2,327721.65,4.40609786e6,0.8828857728284893,1.0781598091814958e-5,9.273101796385594e-8,3.416487094980975e-16,0.02428072820926312,C
B3,327738.97,4.40619405e6,0.38029072245477613,0.2185901921488175,3.9232366538626083e-16,0.5261091933930715,5.527731395699893e-11,A
B4,327778.14,4.40639034e6,0.0191787244460139,0.5669332280779888,3.9232366538626083e-16,0.7520542534272389,0.02567311720488686,A
B5,327713.81,4.40629808e6,2.5550433674404847e-16,2.652778851549274e-16,0.6564978271082856,0.7332665053502422,2.441926281383692e-16,A
B5A,327754.04,4.40637455e6,9.061774734858518e-12,0.6475796979035405,4.1716791284681975e-16,0.7627984249987908,7.1468532733318645e-6,A
B6,327848.36,4.40636567e6,0.002555062313405576,0.5403895980073764,0.3811680057470877,0.4807330119766211,1.1222698382005905e-14,B
B7,327784.51,4.40629935e6,0.00010310350591004463,0.3413440778239332,0.3865665620092033,0.7398455597304253,0.00010803829883557678,A
B8,327603.56,4.40643766e6,0.9655267964011448,2.652778851549274e-16,3.9232366538626083e-16,3.416487094980975e-16,2.441926281383692e-16,C
BCH-1,328398.2,4.40887416e6,2.5550433674404847e-16,0.43560045993025026,0.33207428915474396,0.29621553552403157,2.441926281383692e-16,B
BCH-2,327732.14,4.40800628e6,0.5214718462212142,0.4363031424495477,3.9232366538626083e-16,3.416487094980975e-16,2.441926281383692e-16,C
BCH-3,327126.74,4.40600409e6,2.5550433674404847e-16,0.5600524877858646,0.341921744348752,3.416487094980975e-16,0.09944653361230878,B
EE-1,327575.0,4.40640489e6,0.9449130982983037,2.652778851549274e-16,3.9232366538626083e-16,3.416487094980975e-16,2.441926281383692e-16,C
MG-1(SP-1),328194.09,4.4071925e6,0.24194929371828583,0.1909594546070492,0.3727705292511191,0.587834714010236,2.441926281383692e-16,A
MG-2(SP-2),328128.08,4.4076273e6,0.20778284112360676,2.652778851549274e-16,0.36975498695573994,0.7506010230346166,2.441926281383692e-16,A
MGI-1,327853.91,4.40678619e6,0.4139762068278242,8.541827524552728e-7,0.20003187495304653,0.4813659572671459,0.12225489614033143,A
MGI-2,327994.35,4.40709171e6,1.8887078884221314e-6,0.27333697868395795,0.566135361828884,0.7789073305729595,0.00014795354835590453,A
