Name,X,Y,S1,S2,S3,S4,S5,Cluster
15-12,327137.93,4.40603467e6,2.5550433674404847e-16,0.46123314383424546,0.3683457008972368,3.416487094980975e-16,0.15201059692229454,B
17-31,328813.04,4.40882204e6,0.4898191348043021,2.652778851549274e-16,3.9232366538626083e-16,0.00012175952829781864,0.41417551961048316,C
18-1,327026.54,4.40703217e6,2.5550433674404847e-16,2.652778851549274e-16,0.6217023050876225,0.2947272564964442,0.22326492279397692,E
18-31,328801.97,4.40871725e6,1.1451155285685294e-5,1.545712204720857e-5,0.48264894069349856,1.1524381117352134e-11,0.6580608716171413,D
18A-1,327056.33,4.40703775e6,2.5550433674404847e-16,2.652778851549274e-16,0.6614242539983332,0.2540650856356157,0.20436980944063096,E
18B-31,328791.32,4.40871144e6,3.032173234969994e-12,1.2621058233609702e-7,0.47584176347818957,2.6378065208633592e-8,0.6736658879910967,D
18D-31,328751.91,4.40862911e6,1.040643308614763e-10,0.14115848232099695,0.4335405233610906,0.19913388228359674,0.4349976700569247,D
22-13,327161.72,4.4051245e6,2.5550433674404847e-16,2.652778851549274e-16,0.25047282887049427,2.523325529872028e-10,0.3038973025888073,D
26-12,327300.66,4.40579963e6,0.17521746448219266,0.24642839214987963,3.9232366538626083e-16,0.1349503097391118,0.34663941531710385,B
27-1,327256.49,4.40720478e6,0.12779647279690146,0.32856745895304307,0.5031116977337068,3.416487094980975e-16,2.441926281383692e-16,B
27A-1,327256.49,4.40720478e6,0.12779613011210347,0.328568053497756,0.5031111532931742,3.416487094980975e-16,2.441926281383692e-16,B
46-1,327805.01,4.40748476e6,2.5550433674404847e-16,2.652778851549274e-16,3.9232366538626083e-16,9.417729573346427e-11,0.9767160719275501,D
46A-1,327774.78,4.40740108e6,2.5550433674404847e-16,8.836516099792215e-9,3.9232366538626083e-16,1.0472800144466417e-12,1.0,D
47A-1,327661.35,4.40729129e6,0.5014292187353604,2.652778851549274e-16,3.9232366538626083e-16,3.416487094980975e-16,0.411115827269532,C
47C-1,327746.25,4.4073085e6,0.0040273867931172515,0.4527626271494348,3.9232366538626083e-16,3.416487094980975e-16,0.5127698902636915,B
48A-1,327704.9,4.40718065e6,0.2213993569086204,1.0,3.9232366538626083e-16,3.416487094980975e-16,8.516236052493278e-6,B
55-1,328014.47,4.40772054e6,0.4088682493903582,0.05749161393284264,0.2979030384847042,0.3130120595370324,0.25834268120445153,C
56-1,327963.43,4.40755491e6,0.5616404760847665,2.5633868791663864e-15,0.10193037107471657,0.006673754620838,0.4450503101252782,C
56A-1,327859.51,4.40755578e6,4.872440249925007e-10,0.4640457756473624,0.3579179584538639,3.416487094980975e-16,0.3861855975411911,B
56B-1,327891.35,4.40745289e6,1.0,1.1702647746148101e-8,3.9232366538626083e-16,3.416487094980975e-16,1.6089717457984005e-5,C
57-1,327931.46,4.40741438e6,0.5387373083725082,0.09818948832577915,1.436133664088141e-10,0.028098445549524242,0.4724586424910406,C
64-1,328156.6,4.40795433e6,0.19172599989343853,2.652778851549274e-16,0.4254620833895954,0.6712078067349728,2.441926281383692e-16,A
68A-1,328229.72,4.40707921e6,0.4328815182173737,0.17932534021644606,3.9232366538626083e-16,0.7026175432498799,2.441926281383692e-16,A
68B-1,328065.7,4.40706164e6,2.5550433674404847e-16,0.4731544126839722,0.07955637539277119,1.0,2.441926281383692e-16,A
77-1,328214.13,4.40718169e6,2.5550433674404847e-16,2.652778851549274e-16,0.4354595773740454,0.6770606518873268,0.3300576897474712,A
