Name,S1,S2
15-12,0.052058757256048485,7.570137460623372e-17
17-31,1.2302608152578447e-17,0.029253025408883984
18-1,0.05045240454499885,9.451810685224189e-18
18-31,0.020946686041467096,0.022322291278919566
18A-1,0.0390041576347738,0.0053203315935987355
18B-31,0.019736441603977813,0.023708435137177013
18D-31,0.026974885354212233,0.018671264505221292
22-13,0.008390279932224774,0.01181209858829758
26-12,1.2302608152578447e-17,0.027110275357272284
27-1,0.024457458179608312,0.011376270385915677
27A-1,0.024457449235041864,0.011376272943696503
46-1,1.0696288723804672e-7,0.03181873925129262
46A-1,4.077861850755969e-16,0.03227235402352692
47A-1,7.611114987553736e-16,0.030844013696381765
47C-1,2.998268077283528e-11,0.03110612447733245
48A-1,2.2900139873469774e-14,0.028491847009414317
55-1,0.017602577124671618,0.0272050546024567
56-1,1.5802478351867564e-7,0.035983279495771604
56A-1,0.0207618358535985,0.02354577851414527
56B-1,1.2302608152578447e-17,0.033522126041310246
57-1,1.2302608152578447e-17,0.037860008780240595
64-1,0.015441360151600714,0.02033312465373028
68A-1,0.016503243798529285,0.025151391730833722
68B-1,0.024289464322252912,0.02574483791336387
77-1,0.031914802559023424,0.018300995757979593
81-1,0.00015119092924251054,0.030672771933655932
81-11,1.561041790801871e-13,0.022821837150435266
81A-1,1.809597192990361e-6,0.030369938402403523
81B-1,0.029274830235551372,0.016462956147262984
82A-11,0.03714010365697763,9.451810685224189e-18
82A-11-RD1,0.03714010365697763,9.451810685224189e-18
82A-11-RD2,0.03714010365697763,9.451810685224189e-18
82A-11-RD3,0.03714010365697763,9.451810685224189e-18
88-11,0.025648673884528232,0.009690848653807075
B1,1.2302608152578447e-17,0.026504220410866294
B2,2.382781623860895e-15,0.03163696405101861
B3,0.021795843665949142,0.01837635106875502
B4,0.024865050832268327,0.02261461000796952
B5,0.042802595785291234,0.008431183971215839
B5A,0.024653446248541228,0.023185846555804177
B6,0.04174460772324812,0.008678881071717761
B7,0.05852148828416774,0.005771843256580862
B8,1.2302608152578447e-17,0.02958193082697233
BCH-1,0.017804281666864555,0.01664339203970729
BCH-2,0.00011171248944876382,0.029910035965125488
BCH-3,0.053347810365717466,2.97633919641983e-13
EE-1,1.2302608152578447e-17,0.028950365764625802
MG-1(SP-1),0.03698762340874565,0.013695696551374559
MG-2(SP-2),0.012915742929249015,0.022756040968422472
MGI-1,0.018820083697151126,0.0263714998737959
MGI-2,0.04900072501906622,0.013742844181423365
