Name,S1,S2,S3
15-12,2096.9247170187555,1104.7683998605096,1123.0594142570287
17-31,911.9459385920261,591.0666718118689,384.31168108518324
18-1,1740.4206120018198,1360.1152493500642,1052.5472258305842
18-31,743.5877764942222,293.94132898604374,140.65769823973946
18A-1,1477.4620698973772,1543.2172290040128,1011.8716047790255
18B-31,968.6292916923412,274.1968801328483,202.02966437641226
18D-31,898.373814791376,225.4067975491422,279.11713875311216
22-13,725.0511861611578,1068.9250540965375,1120.758488621425
26-12,1245.4802699228821,871.3760742935965,716.4338292270124
27-1,1174.0432416496922,1674.3802574948413,768.0823525595758
27A-1,1174.0405914331686,1674.3846109699518,768.0795200276528
46-1,1441.2718624989577,1238.1297168388335,407.42980765615835
46A-1,1319.4756510058164,1352.537487163729,372.8831928075516
47A-1,1559.4036939421678,1787.9398169157162,624.5734009357093
47C-1,1296.0879585430046,1576.0452431381905,460.9310544196505
48A-1,373.5915711244959,1364.9926341490468,156.1520288480417
55-1,2710.5854596486015,498.23158939173936,711.5273885000099
56-1,2869.0971108760123,1123.6090167985963,772.5681114517115
56A-1,2150.8945023912647,1073.8020597193215,530.4953578927066
56B-1,794.7030621696981,1100.186237181515,176.69010075178238
57-1,2897.6516397935516,1442.0381762840557,765.4201795292862
64-1,1648.3197296785693,1558.9343113642046,946.6088822114634
68A-1,2120.6818963353444,1797.0214402502174,1135.6750477955684
68B-1,2453.172623522941,1186.4436548393887,927.9820903387379
77-1,2587.0664629842768,1449.0956341950923,1117.3840442878297
81-1,655.448735295625,342.37172362700494,117.90606461333353
81-11,860.4564648228852,941.0410892125025,215.38936815418185
81A-1,578.4971107998764,348.2501889095423,79.78753431939734
81B-1,935.9851657010781,143.55544790012718,143.29132030209985
82A-11,516.5446468220478,1782.8988890348248,1039.4628549863373
82A-11-RD1,516.5446447780682,1782.8988878683344,1039.462858196807
82A-11-RD2,516.5446469114675,1782.8988891189208,1039.4628548128214
82A-11-RD3,516.5446630444333,1782.8988979106932,1039.4628298880832
88-11,1366.4508377422057,1346.7409031420839,1152.834430808025
B1,1162.8687279693804,1037.9558800595964,1038.6888009915272
B2,5.250122471622362e-13,284.6195978136366,103.44324853613332
B3,441.1627799856568,457.312798636853,302.45098943399574
B4,909.3185579504297,351.65655358934987,193.083791166033
B5,1407.1074998817332,1235.6583866232743,795.070488113316
B5A,1405.2108684076825,469.7077411638619,425.40273130210613
B6,823.844236560292,286.61196540698256,304.27647526846545
B7,504.37300945060804,4.039858244825048,40.40754357265596
B8,1252.946276152214,2166.813355395805,679.0144481024587
BCH-1,1587.1723124903365,880.700521001384,489.797849413971
BCH-2,1967.4905811685294,1467.261887410438,763.8242872090873
BCH-3,2231.087091888497,1047.2140972492823,1131.8229709403963
EE-1,1208.8069194466989,2145.886720795432,681.3952666870714
MG-1(SP-1),2029.067943814946,1788.0183409884075,1108.387386862939
MG-2(SP-2),1792.5479416753672,1529.5900681495173,1088.9201109765268
MGI-1,578.3812952395049,473.1410519767725,94.90379122129447
MGI-2,902.6503104958616,81.43894087984428,56.53575414482957
