Name,X,Y,S1,S2,Signal
15-12,327137.93,4.40603467e6,0.0005758122505352333,0.6898177894799056,B
17-31,328813.04,4.40882204e6,0.4535456919782666,0.2887573761661827,A
18-1,327026.54,4.40703217e6,0.4751362919497321,0.2564416917655685,A
18-31,328801.97,4.40871725e6,0.4817181459989421,0.43821952915936524,A
18A-1,327056.33,4.40703775e6,0.42201443586483134,0.2753183833855384,A
18B-31,328791.32,4.40871144e6,0.6232913995321859,0.23681388932925443,A
18D-31,328751.91,4.40862911e6,0.6078934199535231,0.30041152329856,A
22-13,327161.72,4.4051245e6,0.3869205342906618,0.17203561952570248,A
26-12,327300.66,4.40579963e6,0.29184224266119296,0.43965841655826926,B
27-1,327256.49,4.40720478e6,0.13215139072656176,0.5205995230385435,B
46-1,327805.01,4.40748476e6,0.3650859848168624,0.5008381146751993,B
46A-1,327774.78,4.40740108e6,0.3428693574708539,0.5276280217993302,B
47A-1,327661.35,4.40729129e6,0.20017219987851906,0.6023822951390039,B
47C-1,327746.25,4.4073085e6,1.3790621550561857e-6,0.8285794057170576,B
48A-1,327704.9,4.40718065e6,2.4454827848964667e-15,0.8674971008048945,B
55-1,328014.47,4.40772054e6,0.49060125649569236,0.4751788971869587,A
56-1,327963.43,4.40755491e6,0.4478673881359095,0.5145621676339376,B
56A-1,327859.51,4.40755578e6,3.1212087547114307e-6,0.8902166524710521,B
56B-1,327891.35,4.40745289e6,0.01427272831806564,1.0,B
57-1,327931.46,4.40741438e6,0.460694107664924,0.5509290911491556,B
64-1,328156.6,4.40795433e6,0.7893906069881284,1.739100825958112e-16,A
68A-1,328229.72,4.40707921e6,0.5956925700574193,0.25828600578218336,A
68B-1,328065.7,4.40706164e6,0.6256830989947311,0.3473101573667045,A
77-1,328214.13,4.40718169e6,0.611998328452952,0.307880044848096,A
81-1,328567.28,4.40851194e6,0.4845753394467721,0.26767890322699023,A
81-11,326859.34,4.4069495e6,1.8040341824406794e-16,0.6149944181552519,B
81A-1,328598.76,4.40855648e6,0.47940644068319,0.24720352447518726,A
81B-1,328528.63,4.40843124e6,0.6734476354551759,0.18329465818778046,A
82A-11,326907.12,4.40670723e6,0.5767130519869772,5.310357087357306e-5,A
88-11,326889.0,4.40544507e6,0.2044216963731938,0.4194324576656283,B
B1,327745.53,4.40596877e6,5.036391578648597e-15,0.6890731273165387,B
B2,327721.65,4.40609786e6,0.0033784127361596522,0.8110835953433442,B
B3,327738.97,4.40619405e6,0.5306493893483266,0.14830097191991043,A
B4,327778.14,4.40639034e6,0.7192281807061166,0.05994098892417099,A
B5,327713.81,4.40629808e6,0.7499529677516396,2.8543286486942773e-15,A
B5A,327754.04,4.40637455e6,0.7500628463607917,0.038580209098903966,A
B6,327848.36,4.40636567e6,0.6298372640993447,0.1692720298114962,A
B7,327784.51,4.40629935e6,0.937217222472844,0.009080136828647245,A
B8,327603.56,4.40643766e6,0.22694206676077,0.4917623212881225,B
BCH-1,328398.2,4.40887416e6,0.34653168039042404,0.3720783464422458,B
BCH-2,327732.14,4.40800628e6,7.01287589892181e-5,0.6988856995873459,B
BCH-3,327126.74,4.40600409e6,0.0011620175642979166,0.7079594888957537,B
EE-1,327575.0,4.40640489e6,0.16889024609013414,0.5312227996899128,B
MG-1(SP-1),328194.09,4.4071925e6,0.6499588755452195,0.24141605360790153,A
MG-2(SP-2),328128.08,4.4076273e6,0.8725525281057932,3.151126353922818e-15,A
MGI-1,327853.91,4.40678619e6,0.5802335776413627,0.2603692823954505,A
MGI-2,327994.35,4.40709171e6,1.0,0.012102174996798113,A
